prov,year,ind,ls,w,we,ws,wg,al
广东省,2008,50,1,1,1,1,1,1
广东省,2009,50,0,0,1,1,0,1
广东省,2010,50,0,0,1,0,0,0
广东省,2011,50,0,0,0,0,1,1
广东省,2012,50,0,0,0,1,1,0
广东省,2013,50,0,0,0,0,1,0
广东省,2014,50,0,0,1,0,1,1
广东省,2015,50,0,0,1,0,0,1
广东省,2016,50,0,0,1,1,0,0
广东省,2017,50,0,0,1,0,0,0
广东省,2018,50,0,1,1,1,1,0
广东省,2021,50,1,1,1,1,1,1
广东省,2022,50,1,1,1,1,1,1
广东省,2008,66,0,0,0,0,1,0
广东省,2009,66,0,0,1,0,0,0
广东省,2010,66,0,0,0,0,0,0
广东省,2011,66,0,0,0,1,1,0
广东省,2012,66,0,0,1,1,0,0
广东省,2013,66,0,0,0,0,1,0
广东省,2014,66,0,0,0,1,0,0
广东省,2015,66,0,0,1,1,0,0
广东省,2016,66,0,0,1,1,0,0
广东省,2017,66,0,0,0,1,0,0
广东省,2018,66,0,0,1,1,0,0
广东省,2019,66,0,0,1,1,0,0
广东省,2020,66,0,0,1,1,0,0
广东省,2021,66,0,1,1,1,1,0
广东省,2022,66,0,0,1,0,0,0
广东省,2007,66,0,1,1,1,1,0
广东省,2008,66,0,0,1,1,0,0
广东省,2009,66,0,0,0,1,1,0
广东省,2010,66,0,0,0,1,1,0
广东省,2011,66,0,0,0,1,1,0
广东省,2012,66,0,0,0,1,0,0
广东省,2013,66,0,0,0,1,0,0
广东省,2014,66,0,0,1,1,0,0
广东省,2015,66,0,0,1,1,0,0
广东省,2016,66,0,0,1,1,0,0
广东省,2017,66,0,0,1,1,0,0
广东省,2018,66,0,0,0,1,1,0
广东省,2019,66,0,0,1,1,0,0
广东省,2020,66,0,0,0,0,0,1
广东省,2021,66,0,0,0,1,0,1
广东省,2022,66,0,0,0,1,1,1
广东省,2008,16,0,0,0,1,0,0
广东省,2009,16,0,0,0,1,0,0
广东省,2010,16,0,0,0,1,0,0
广东省,2011,16,0,0,0,1,1,0
广东省,2012,16,0,0,0,1,0,0
广东省,2013,16,0,1,1,1,1,0
广东省,2014,16,0,0,0,0,1,0
广东省,2015,16,0,0,0,0,1,0
广东省,2016,16,0,0,0,0,1,0
广东省,2022,66,0,0,1,1,0,1
广东省,2008,36,0,0,1,0,0,1
广东省,2009,36,0,0,0,0,0,1
广东省,2010,36,0,0,0,0,0,0
广东省,2011,36,0,0,0,0,0,0
广东省,2012,36,0,0,0,1,1,0
广东省,2013,36,0,0,0,1,1,1
广东省,2014,36,0,1,1,1,1,0
广东省,2015,36,0,0,1,0,1,1
广东省,2016,36,0,0,0,1,1,0
广东省,2017,36,0,0,0,1,0,0
广东省,2019,36,0,1,1,1,1,0
广东省,2020,36,0,0,0,1,0,1
广东省,2021,36,0,0,0,0,1,0
广东省,2022,66,0,0,0,1,1,1
广东省,2022,46,0,0,0,1,0,0
广东省,2018,4,0,0,0,0,0,1
广东省,2010,46,0,0,1,0,1,0
广东省,2011,46,0,0,0,0,1,0
广东省,2012,46,0,0,0,0,0,0
广东省,2013,46,0,0,0,1,1,0
广东省,2014,46,0,0,0,1,1,0
广东省,2015,46,0,0,0,1,0,0
广东省,2016,46,0,0,0,0,0,0
广东省,2017,46,0,0,0,0,0,0
广东省,2018,46,0,0,0,1,0,0
广东省,2019,46,0,0,0,1,1,0
广东省,2020,46,0,0,1,0,1,0
广东省,2021,46,0,0,1,1,0,0
广东省,2022,46,0,1,1,1,1,0
广东省,2007,70,0,0,0,1,0,0
广东省,2008,70,0,0,0,0,1,0
广东省,2009,70,0,0,0,1,1,0
广东省,2010,68,0,0,0,0,1,0
广东省,2011,68,0,0,0,0,1,0
广东省,2012,68,0,0,0,1,1,0
广东省,2013,68,0,0,0,1,1,0
广东省,2014,68,0,0,0,1,1,0
广东省,2015,68,0,0,0,1,1,1
广东省,2016,68,0,0,0,1,1,0
广东省,2017,68,0,0,0,1,1,0
广东省,2018,68,0,0,0,1,0,1
广东省,2019,68,0,0,1,1,0,0
广东省,2020,68,0,0,0,1,0,1
广东省,2021,68,0,0,1,1,0,0
广东省,2022,68,0,0,0,1,1,1
广东省,2008,32,0,0,1,0,1,0
广东省,2009,32,0,0,0,0,0,0
广东省,2010,32,0,0,1,0,0,0
广东省,2011,32,0,0,0,0,1,0
广东省,2012,32,0,0,1,1,0,0
广东省,2013,32,0,0,1,1,0,0
广东省,2014,32,0,0,1,1,0,0
广东省,2015,32,0,0,1,1,0,0
广东省,2016,32,0,0,0,0,0,0
广东省,2017,32,0,0,1,1,0,0
广东省,2018,32,0,0,0,1,0,0
广东省,2019,32,0,0,1,1,0,0
广东省,2020,32,0,0,0,1,0,0
广东省,2022,32,0,0,0,1,0,0
广东省,2007,58,1,1,1,1,1,1
广东省,2008,58,0,0,0,0,1,1
广东省,2009,58,0,0,0,0,0,1
广东省,2010,78,0,0,0,0,0,0
广东省,2011,78,0,0,0,0,1,0
广东省,2012,78,0,0,0,0,0,0
广东省,2013,78,0,0,0,0,0,0
广东省,2014,78,0,0,0,0,0,0
广东省,2015,78,0,0,0,0,0,1
广东省,2016,78,0,0,1,0,0,0
广东省,2017,78,0,0,1,0,0,0
广东省,2018,78,0,0,0,1,1,1
广东省,2019,78,0,0,0,1,0,0
广东省,2020,78,0,0,0,0,0,1
广东省,2021,78,0,0,0,1,0,1
广东省,2022,78,0,0,0,0,0,1
广东省,2022,66,1,1,1,1,1,1
广东省,2008,66,0,0,0,0,1,0
广东省,2009,66,0,0,1,0,0,0
广东省,2010,66,0,0,1,0,0,0
广东省,2011,66,0,0,0,1,1,0
广东省,2012,66,0,0,0,1,1,0
广东省,2013,66,0,0,0,0,1,0
广东省,2014,66,0,0,0,0,1,0
广东省,2016,66,0,0,0,1,1,0
广东省,2017,66,0,0,0,1,0,0
广东省,2018,66,0,0,0,1,0,0
广东省,2019,66,0,0,0,0,0,1
广东省,2021,66,0,0,1,1,0,1
广东省,2020,78,0,0,1,0,1,0
广东省,2021,15,1,1,1,1,1,1
广东省,2022,15,0,1,1,1,1,0
广东省,2021,78,0,1,1,1,1,0
广东省,2022,78,0,0,0,0,0,1
江苏省,2014,17,0,0,1,1,0,0
江苏省,2015,17,0,0,1,1,0,0
江苏省,2016,17,0,0,0,1,0,0
江苏省,2017,17,0,1,1,1,1,0
江苏省,2018,17,0,0,1,1,0,0
江苏省,2019,17,0,0,1,1,0,0
江苏省,2020,17,0,0,1,0,0,0
江苏省,2021,17,0,0,1,0,1,1
江苏省,2022,17,0,0,1,0,1,0
广东省,2008,49,0,0,0,0,0,0
广东省,2009,49,0,0,0,0,0,1
广东省,2010,49,0,0,1,0,0,0
广东省,2011,49,0,0,1,0,0,0
广东省,2012,49,0,0,0,1,0,0
广东省,2013,49,0,0,0,0,0,0
广东省,2014,49,0,0,0,0,0,0
广东省,2015,49,0,0,0,1,0,0
广东省,2016,49,0,0,1,1,0,0
广东省,2017,49,0,1,1,1,1,0
广东省,2018,49,0,0,1,1,0,0
广东省,2019,49,0,0,1,0,0,0
广东省,2020,49,0,0,1,1,0,0
广东省,2021,49,0,0,1,0,0,0
广东省,2022,49,0,0,1,0,0,0
广东省,2012,46,0,0,0,1,1,0
广东省,2013,46,0,0,0,0,1,0
广东省,2014,46,0,0,0,0,1,1
广东省,2015,46,0,0,0,0,1,0
广东省,2016,46,0,0,0,0,1,0
广东省,2017,46,0,0,0,0,0,0
广东省,2019,46,0,0,0,0,1,0
广东省,2020,46,0,0,0,0,1,0
广东省,2018,49,0,0,0,1,1,0
广东省,2019,49,0,0,0,1,1,0
广东省,2020,49,0,0,0,0,1,0
广东省,2021,49,0,0,0,0,0,0
广东省,2022,49,0,0,0,0,1,0
辽宁省,2009,29,0,0,1,0,1,0
辽宁省,2010,29,0,0,0,0,1,0
辽宁省,2011,29,0,1,1,1,1,0
辽宁省,2012,29,0,0,0,0,0,0
辽宁省,2021,29,0,1,1,1,1,0
广东省,2008,35,0,0,0,0,1,1
广东省,2009,35,0,0,1,0,1,1
广东省,2010,35,0,0,1,0,1,1
广东省,2011,35,0,1,1,1,1,0
广东省,2012,35,0,0,1,0,1,1
广东省,2013,35,0,0,0,0,1,1
广东省,2014,35,0,0,0,0,1,0
广东省,2015,35,0,0,0,0,1,1
广东省,2016,35,0,0,0,0,1,1
广东省,2017,35,0,0,0,0,1,0
广东省,2018,35,0,0,0,1,0,0
广东省,2019,35,0,0,1,1,0,0
广东省,2020,35,0,0,0,1,0,0
广东省,2021,35,0,0,0,1,0,0
广东省,2022,35,0,0,0,1,1,1
广东省,2008,78,0,0,0,0,0,0
广东省,2009,78,0,0,0,0,1,0
广东省,2010,78,0,0,0,0,0,0
广东省,2011,78,0,0,0,0,1,0
广东省,2012,14,0,0,1,0,1,0
广东省,2013,14,0,0,0,0,0,0
广东省,2014,14,0,0,0,1,1,0
广东省,2015,14,0,0,1,0,1,0
广东省,2016,14,0,0,0,0,1,0
广东省,2017,14,0,0,1,0,1,0
广东省,2018,14,0,1,1,1,1,0
广东省,2020,14,0,0,1,0,0,0
广东省,2021,14,0,0,1,0,0,0
广东省,2022,14,0,0,0,0,0,1
广东省,2008,46,0,0,0,1,0,0
广东省,2009,46,0,0,0,0,0,0
广东省,2010,46,0,0,0,0,0,0
广东省,2011,46,0,0,0,0,0,0
广东省,2012,46,0,0,0,1,0,0
广东省,2013,46,0,0,1,1,0,0
广东省,2018,46,0,1,1,1,1,0
广东省,2020,46,0,0,1,0,1,0
北京市,2012,12,0,1,1,1,1,0
北京市,2013,12,0,0,0,1,1,1
北京市,2014,12,0,0,0,1,1,0
北京市,2015,12,0,0,0,1,1,0
北京市,2016,12,0,1,1,1,1,0
北京市,2017,12,0,0,0,1,1,0
北京市,2018,12,0,0,0,1,1,0
北京市,2019,12,0,0,0,1,1,0
北京市,2020,12,0,0,0,1,1,0
北京市,2021,12,0,0,0,1,1,0
北京市,2022,12,0,0,1,1,0,1
广东省,2010,46,0,1,1,1,1,0
广东省,2011,46,0,1,1,1,1,0
广东省,2012,46,0,1,1,1,1,0
广东省,2013,46,0,0,1,0,1,0
广东省,2014,46,0,1,1,1,1,0
广东省,2015,46,0,1,1,1,1,0
广东省,2016,46,0,1,1,1,1,0
广东省,2017,46,0,1,1,1,1,0
广东省,2018,46,0,0,1,1,0,0
广东省,2019,46,0,0,1,1,0,0
广东省,2020,46,0,0,1,1,0,0
广东省,2021,46,0,0,0,1,0,1
广东省,2022,46,0,0,0,0,0,0
广东省,2007,14,0,1,1,1,1,0
广东省,2008,14,0,0,0,0,1,0
广东省,2010,14,0,0,1,1,0,0
广东省,2011,14,0,1,1,1,1,0
广东省,2012,63,0,0,0,1,1,0
广东省,2013,63,0,0,0,0,0,0
广东省,2014,63,0,0,0,0,0,0
广东省,2015,63,0,0,0,0,0,1
广东省,2016,63,0,0,0,0,0,0
广东省,2017,63,0,0,0,1,0,0
广东省,2019,66,0,0,0,1,1,1
广东省,2020,66,0,0,1,1,0,1
广东省,2021,66,1,1,1,1,1,1
广东省,2022,66,0,0,1,1,0,0
广东省,2008,34,1,1,1,1,1,1
广东省,2009,34,1,1,1,1,1,1
广东省,2010,34,0,1,1,1,1,0
广东省,2011,34,1,1,1,1,1,1
广东省,2012,69,1,1,1,1,1,1
广东省,2013,69,0,1,1,1,1,0
广东省,2014,69,0,1,1,1,1,0
广东省,2015,69,0,1,1,1,1,0
广东省,2016,69,0,1,1,1,1,0
广东省,2017,69,1,1,1,1,1,1
广东省,2018,69,0,1,1,1,1,0
广东省,2019,69,1,1,1,1,1,1
广东省,2020,69,0,0,0,1,1,0
广东省,2021,69,0,0,0,1,0,0
广东省,2022,69,0,0,0,1,0,1
广东省,2008,34,0,0,0,0,0,0
广东省,2009,34,0,0,1,0,0,0
广东省,2010,34,0,0,0,0,0,0
广东省,2011,34,0,0,0,1,1,0
广东省,2022,3,0,0,1,0,1,1
广东省,2015,12,0,0,0,0,0,0
广东省,2016,12,0,0,0,0,0,0
广东省,2017,12,0,0,0,0,0,0
广东省,2018,12,0,0,0,1,0,1
广东省,2019,12,0,0,0,0,0,1
广东省,2020,12,0,0,1,1,0,0
广东省,2022,12,0,0,0,0,0,1
广东省,2008,46,0,0,0,1,1,0
广东省,2009,46,0,0,1,1,0,0
广东省,2010,46,0,1,1,1,1,0
广东省,2011,46,0,1,1,1,1,0
广东省,2012,46,0,1,1,1,1,0
广东省,2013,46,0,1,1,1,1,0
广东省,2014,46,0,0,0,1,0,0
广东省,2015,46,0,0,1,1,0,0
广东省,2016,46,0,0,0,1,0,0
广东省,2017,46,0,0,1,1,0,0
广东省,2018,46,0,0,0,1,0,0
广东省,2019,46,0,0,0,1,0,0
广东省,2020,46,0,0,0,1,0,0
广东省,2021,46,0,0,0,1,0,1
广东省,2022,46,0,0,1,1,0,0
四川省,2022,32,0,0,0,0,1,0
浙江省,2013,64,0,0,0,0,0,0
浙江省,2014,64,0,0,1,0,1,0
浙江省,2015,64,0,0,0,0,0,0
浙江省,2017,64,0,0,1,0,0,0
浙江省,2019,64,0,0,0,0,0,0
浙江省,2020,64,0,0,1,1,0,0
浙江省,2021,64,0,0,1,1,0,0
浙江省,2022,64,0,0,1,0,0,1
湖南省,2008,70,0,0,0,0,0,0
湖南省,2009,70,0,0,0,1,0,0
湖南省,2010,70,0,0,0,1,1,0
湖南省,2011,70,0,0,0,1,0,0
湖南省,2012,70,0,0,0,1,0,0
湖南省,2013,70,0,0,1,0,0,1
湖南省,2014,70,0,0,0,1,0,0
湖南省,2015,70,0,0,0,1,0,0
湖南省,2016,70,0,0,1,0,0,1
湖南省,2017,70,0,0,0,0,0,0
湖南省,2018,70,0,0,0,1,1,1
湖南省,2019,70,0,0,0,1,0,0
湖南省,2020,70,0,0,0,1,0,0
湖南省,2021,70,0,0,0,1,1,1
湖南省,2022,70,0,0,0,0,1,0
新疆维吾尔自治区,2015,9,0,0,0,0,1,1
新疆维吾尔自治区,2016,9,0,0,0,1,1,0
新疆维吾尔自治区,2017,9,0,0,1,0,0,1
新疆维吾尔自治区,2018,9,0,0,1,0,0,0
新疆维吾尔自治区,2019,9,0,0,1,0,1,0
新疆维吾尔自治区,2020,9,0,1,1,1,1,0
新疆维吾尔自治区,2021,9,0,0,1,0,1,0
新疆维吾尔自治区,2022,9,0,0,0,1,1,0
江苏省,2008,75,1,1,1,1,1,1
江苏省,2009,75,0,0,0,1,1,1
江苏省,2010,16,0,0,0,0,0,0
江苏省,2011,16,0,0,0,1,1,0
江苏省,2012,32,0,0,0,1,1,0
广东省,2013,19,0,0,0,1,0,0
广东省,2021,19,0,0,1,0,0,0
山东省,2008,7,0,1,1,1,1,0
山东省,2009,7,0,0,1,1,0,0
山东省,2010,7,0,0,0,1,0,0
山东省,2011,7,0,0,0,1,0,0
山东省,2012,7,0,0,0,1,0,0
山东省,2013,7,0,0,0,1,0,0
山东省,2014,7,0,0,0,0,0,0
山东省,2015,7,0,0,0,1,0,0
山东省,2016,7,0,0,0,1,0,0
山东省,2017,7,0,0,1,1,0,0
山东省,2018,7,0,0,1,0,0,0
山东省,2019,7,0,0,1,0,1,0
山东省,2020,7,0,0,1,0,1,0
山东省,2021,7,0,1,1,1,1,0
河南省,2008,19,0,0,1,0,0,1
河南省,2009,19,0,0,0,1,1,1
河南省,2010,19,0,0,0,0,1,0
河南省,2011,19,0,0,1,0,1,0
河南省,2013,19,0,0,1,0,1,1
河南省,2014,19,0,0,1,0,1,0
河南省,2015,19,0,0,1,0,1,0
河南省,2016,19,0,0,1,0,1,1
河南省,2017,19,0,1,1,1,1,0
河南省,2018,19,1,1,1,1,1,1
河南省,2019,19,0,0,1,0,1,0
河南省,2020,19,0,0,1,0,1,1
河南省,2021,19,0,0,1,0,1,1
河北省,2008,36,0,0,1,0,1,0
河北省,2009,36,0,0,1,1,0,0
河北省,2010,36,0,0,1,0,0,1
河北省,2011,36,1,1,1,1,1,1
河北省,2012,36,0,0,1,0,1,0
河北省,2013,36,0,0,1,0,1,0
河北省,2014,36,0,1,1,1,1,0
河北省,2016,36,0,0,1,0,1,1
河北省,2017,36,0,0,1,0,1,1
河北省,2018,36,0,1,1,1,1,0
河北省,2019,36,1,1,1,1,1,1
河北省,2020,36,0,1,1,1,1,0
河北省,2021,36,0,1,1,1,1,0
河北省,2022,36,0,0,1,0,0,0
北京市,2008,66,0,0,0,0,0,0
北京市,2009,66,0,0,0,0,0,1
北京市,2010,66,0,0,0,0,0,1
北京市,2011,66,0,0,0,1,1,1
北京市,2012,66,0,0,0,0,1,0
北京市,2013,66,0,0,0,0,1,1
北京市,2014,66,0,0,0,0,0,0
北京市,2015,66,0,0,0,0,0,1
北京市,2016,66,0,0,0,1,0,0
北京市,2018,66,0,0,0,0,0,0
北京市,2019,66,0,0,1,0,1,0
北京市,2020,66,0,0,0,0,0,0
北京市,2021,66,0,1,1,1,1,0
北京市,2022,66,0,0,1,1,0,1
山东省,2010,37,0,0,0,0,0,1
山东省,2011,37,0,0,0,1,0,1
山东省,2012,45,0,0,0,0,0,1
山东省,2013,45,0,0,0,1,0,1
山东省,2014,45,0,0,0,0,0,1
山东省,2015,45,0,0,0,1,0,1
山东省,2016,26,0,0,0,0,1,0
山东省,2017,26,0,0,0,0,1,1
山东省,2018,26,0,0,0,1,1,1
山东省,2019,26,0,0,0,0,1,0
山东省,2021,26,0,0,0,0,1,0
山东省,2022,26,0,0,0,1,0,0
青海省,2022,45,0,1,1,1,1,0
河北省,2015,46,0,0,0,0,1,1
新疆维吾尔自治区,2017,43,0,0,1,0,1,0
新疆维吾尔自治区,2018,43,0,1,1,1,1,0
湖北省,2008,45,0,0,1,0,1,0
湖北省,2009,45,0,0,1,0,1,0
湖北省,2010,45,1,1,1,1,1,1
湖北省,2011,45,0,0,1,1,0,1
湖北省,2012,45,0,0,0,1,1,0
湖北省,2013,45,0,0,0,1,1,1
湖北省,2016,45,0,1,1,1,1,0
湖北省,2017,45,1,1,1,1,1,1
山东省,2008,58,0,0,0,1,0,0
山东省,2009,58,0,0,1,0,1,0
山东省,2010,58,0,0,0,0,0,0
山东省,2011,58,0,1,1,1,1,0
山东省,2012,58,0,0,0,1,0,1
山东省,2013,58,0,0,0,0,0,0
山东省,2014,58,0,0,0,0,0,1
山东省,2015,58,0,0,1,0,0,1
山东省,2016,58,0,0,0,0,0,0
山东省,2019,58,0,0,0,0,0,1
山东省,2020,58,0,0,0,1,0,1
山东省,2022,58,0,0,0,1,0,1
江苏省,2008,70,0,1,1,1,1,0
江苏省,2009,70,0,1,1,1,1,0
江苏省,2010,70,0,1,1,1,1,0
江苏省,2011,70,0,1,1,1,1,0
江苏省,2012,70,0,1,1,1,1,0
江苏省,2013,70,0,0,1,1,0,0
江苏省,2014,70,0,0,1,1,0,0
江苏省,2015,70,0,0,1,1,0,0
江苏省,2016,70,0,1,1,1,1,0
江苏省,2017,70,0,1,1,1,1,0
江苏省,2018,70,0,1,1,1,1,0
江苏省,2019,70,0,0,1,0,1,0
江苏省,2020,70,0,0,1,1,0,0
江苏省,2021,70,0,0,1,0,0,0
江苏省,2022,70,0,0,1,0,0,0
广东省,2007,34,0,0,1,0,0,0
山东省,2008,57,0,0,1,0,0,1
山东省,2009,57,0,0,1,0,0,1
山东省,2010,57,0,0,0,0,0,0
山东省,2015,12,0,0,0,1,0,0
山东省,2016,12,0,0,0,1,0,0
山东省,2017,12,0,0,0,1,0,0
山东省,2018,12,0,0,0,1,0,0
山东省,2019,12,0,0,0,1,0,0
山东省,2020,12,0,1,1,1,1,0
山东省,2021,12,0,0,0,0,1,0
山东省,2022,12,0,0,1,1,0,0
海南省,2008,16,1,1,1,1,1,1
海南省,2009,16,1,1,1,1,1,1
海南省,2010,16,0,0,1,0,1,0
海南省,2011,16,0,0,1,0,1,0
海南省,2014,42,0,0,1,0,1,0
海南省,2015,42,0,0,1,0,1,1
海南省,2016,42,0,0,1,0,1,1
海南省,2017,42,0,0,1,0,1,1
海南省,2018,42,0,0,1,0,1,1
广东省,2018,58,0,0,0,0,0,0
陕西省,2007,68,0,0,0,1,0,1
陕西省,2008,68,0,0,0,0,0,1
陕西省,2009,68,0,0,1,0,1,1
陕西省,2010,68,0,0,0,0,0,1
陕西省,2011,68,0,0,0,0,0,0
陕西省,2012,68,0,0,0,0,0,1
陕西省,2013,68,0,0,0,1,0,1
陕西省,2014,68,0,0,1,1,0,1
陕西省,2015,68,0,0,0,0,0,1
陕西省,2016,68,0,0,0,0,0,1
陕西省,2017,68,0,0,0,0,0,1
陕西省,2018,28,0,0,0,0,1,1
陕西省,2019,28,0,0,0,0,0,1
陕西省,2020,28,0,0,1,0,0,1
陕西省,2021,28,0,0,1,0,0,1
陕西省,2022,28,0,0,1,0,0,1
浙江省,2013,66,0,0,0,1,1,0
浙江省,2014,66,0,0,0,1,1,0
浙江省,2015,66,0,0,0,1,1,0
浙江省,2016,66,0,0,0,1,1,0
浙江省,2017,66,0,1,1,1,1,0
浙江省,2018,66,0,0,0,1,0,0
浙江省,2019,66,0,0,0,0,1,1
湖北省,2008,29,0,0,0,0,0,1
广东省,2021,14,0,0,1,0,1,0
广东省,2022,14,0,0,1,0,1,0
广西壮族自治区,2008,70,0,0,0,1,0,0
广西壮族自治区,2009,70,0,0,1,0,0,1
广西壮族自治区,2010,70,0,0,0,0,0,0
广西壮族自治区,2011,70,0,0,0,0,1,0
广西壮族自治区,2012,70,0,0,0,0,0,0
广西壮族自治区,2013,70,0,0,0,0,0,0
广西壮族自治区,2014,70,0,0,0,0,0,0
广西壮族自治区,2015,70,0,0,1,0,0,0
广西壮族自治区,2016,70,0,0,0,0,0,0
广西壮族自治区,2017,70,0,0,0,0,0,0
广西壮族自治区,2018,70,0,0,0,1,0,0
广西壮族自治区,2019,70,0,0,0,0,0,0
广西壮族自治区,2020,70,0,0,0,0,0,0
广西壮族自治区,2021,70,0,0,0,0,0,0
广西壮族自治区,2022,70,0,0,0,0,0,0
辽宁省,2013,27,0,1,1,1,1,0
辽宁省,2014,27,0,1,1,1,1,0
辽宁省,2015,27,1,1,1,1,1,1
辽宁省,2016,27,0,1,1,1,1,0
辽宁省,2017,27,0,1,1,1,1,0
辽宁省,2018,27,1,1,1,1,1,1
辽宁省,2019,27,1,1,1,1,1,1
辽宁省,2022,27,0,0,1,1,0,1
广东省,2008,32,0,0,1,1,0,0
广东省,2009,32,1,1,1,1,1,1
广东省,2010,32,0,0,1,1,0,0
福建省,2007,19,0,1,1,1,1,0
福建省,2009,19,0,0,1,0,1,1
福建省,2010,19,0,0,1,1,0,0
福建省,2011,46,0,1,1,1,1,0
福建省,2012,46,0,1,1,1,1,0
福建省,2013,46,0,0,1,1,0,0
福建省,2014,46,0,0,1,1,0,0
福建省,2015,46,0,0,1,1,0,0
福建省,2016,46,0,0,1,1,0,0
福建省,2017,46,0,0,1,0,1,0
福建省,2018,46,0,0,0,0,1,0
福建省,2019,46,0,0,1,0,1,0
福建省,2022,46,0,0,1,1,0,1
天津市,2021,66,0,0,0,0,1,0
天津市,2022,66,0,0,0,1,1,0
云南省,2008,58,0,0,0,0,1,0
云南省,2009,58,0,0,0,0,0,0
云南省,2010,58,0,0,0,1,1,0
云南省,2011,58,0,0,0,1,1,0
云南省,2012,58,0,0,1,0,1,0
云南省,2014,58,0,0,1,0,0,0
云南省,2015,58,0,0,1,0,0,0
云南省,2016,58,0,0,0,0,1,0
云南省,2017,58,0,0,1,0,0,0
云南省,2018,58,0,0,0,0,0,1
云南省,2019,58,0,0,1,0,0,0
云南省,2020,58,0,0,0,0,0,0
云南省,2021,58,0,0,0,1,0,0
云南省,2022,58,0,0,0,1,0,0
广东省,2008,32,0,0,0,1,1,0
广东省,2009,32,0,0,0,1,0,1
广东省,2010,32,0,0,0,1,0,1
广东省,2011,32,0,0,0,1,0,1
广东省,2012,32,0,0,0,1,0,1
广东省,2013,32,0,0,0,1,0,1
广东省,2014,32,0,0,0,1,0,1
广东省,2015,32,0,0,1,1,0,1
广东省,2016,32,0,0,0,1,0,1
广东省,2017,32,0,0,0,1,0,1
广东省,2018,32,0,0,1,1,0,1
广东省,2020,32,0,0,0,1,0,1
广东省,2021,32,0,0,0,1,0,1
广东省,2022,32,0,0,0,1,0,1
广东省,2008,19,0,0,1,1,0,1
广东省,2009,19,0,1,1,1,1,0
广东省,2010,19,0,0,1,1,0,0
广东省,2011,19,0,0,1,0,0,0
河南省,2018,76,0,0,0,1,1,1
河南省,2019,76,0,0,0,0,1,0
河南省,2020,76,0,0,0,0,1,0
河南省,2021,76,0,0,0,0,1,1
河南省,2022,76,0,1,1,1,1,0
吉林省,2021,45,0,0,1,1,0,0
吉林省,2022,45,0,0,1,1,0,0
吉林省,2022,17,0,1,1,1,1,0
福建省,2007,46,0,0,1,0,1,1
福建省,2009,46,0,0,1,0,1,0
福建省,2010,46,0,0,1,0,1,0
福建省,2011,46,0,1,1,1,1,0
福建省,2012,46,0,0,1,0,0,0
福建省,2013,46,0,1,1,1,1,0
福建省,2014,46,1,1,1,1,1,1
福建省,2015,46,0,0,1,0,1,1
福建省,2016,46,0,1,1,1,1,0
福建省,2017,46,0,0,1,0,1,1
福建省,2018,46,0,0,0,1,1,0
福建省,2019,46,0,0,0,0,1,0
福建省,2020,46,0,1,1,1,1,0
福建省,2021,46,0,0,1,1,0,1
福建省,2022,46,0,0,1,1,0,1
江西省,2010,7,0,1,1,1,1,0
江西省,2011,7,0,1,1,1,1,0
江西省,2012,7,0,0,1,0,1,0
江西省,2013,7,0,0,0,1,0,0
江西省,2014,7,0,0,0,1,1,0
江西省,2015,7,0,0,0,1,1,0
江西省,2016,7,0,0,0,1,0,0
江西省,2017,7,0,1,1,1,1,0
江西省,2018,7,0,0,0,1,1,0
江西省,2019,7,0,0,0,0,1,0
江西省,2021,7,0,0,0,1,0,0
江西省,2022,7,0,0,0,0,0,0
广东省,2020,39,1,1,1,1,1,1
广东省,2021,39,0,1,1,1,1,0
广东省,2022,39,0,0,0,1,1,0
宁夏回族自治区,2022,65,0,0,1,0,0,1
浙江省,2010,7,0,1,1,1,1,0
浙江省,2011,7,0,1,1,1,1,0
浙江省,2012,7,0,1,1,1,1,0
浙江省,2013,7,0,1,1,1,1,0
浙江省,2014,7,1,1,1,1,1,1
浙江省,2015,7,0,1,1,1,1,0
浙江省,2016,7,1,1,1,1,1,1
浙江省,2017,7,1,1,1,1,1,1
浙江省,2018,7,1,1,1,1,1,1
浙江省,2019,7,1,1,1,1,1,1
浙江省,2020,7,0,0,1,0,1,1
浙江省,2021,7,0,1,1,1,1,0
浙江省,2022,7,0,1,1,1,1,0
云南省,2021,66,0,0,0,0,1,0
陕西省,2007,9,1,1,1,1,1,1
陕西省,2008,9,0,0,0,0,1,1
陕西省,2009,9,0,0,1,0,1,1
陕西省,2010,9,0,0,1,0,0,0
陕西省,2011,9,0,1,1,1,1,0
陕西省,2012,54,0,0,0,1,1,1
陕西省,2013,54,0,0,0,1,1,0
陕西省,2014,54,0,0,0,1,0,0
陕西省,2015,54,0,0,0,0,0,0
陕西省,2016,54,0,0,0,1,0,1
陕西省,2018,54,0,0,0,1,0,1
陕西省,2020,54,0,0,0,0,0,0
陕西省,2022,54,0,0,0,1,1,1
重庆市,2011,45,1,1,1,1,1,1
重庆市,2022,45,0,0,1,0,1,0
四川省,2008,4,0,0,0,1,0,0
四川省,2009,4,0,0,0,1,0,1
四川省,2010,4,0,1,1,1,1,0
四川省,2011,4,0,0,0,1,1,0
四川省,2012,4,0,0,1,1,0,0
四川省,2013,4,0,0,0,1,0,0
四川省,2014,4,0,0,1,1,0,0
四川省,2015,4,0,0,1,1,0,0
四川省,2016,4,0,0,0,0,0,0
四川省,2017,4,0,0,1,0,1,0
四川省,2018,4,0,1,1,1,1,0
