prov,year,ind,ls,w,we,ws,wg,al
湖北省,2014,78,0,0,0,0,0,0
湖北省,2015,78,0,0,0,0,0,0
湖北省,2016,78,0,0,0,0,0,0
湖北省,2017,78,0,0,0,1,1,0
湖北省,2018,78,0,0,0,0,1,0
湖北省,2019,78,0,0,0,0,1,0
湖北省,2020,78,0,0,0,1,1,0
云南省,2011,32,0,0,0,0,0,1
云南省,2012,32,0,0,0,0,0,0
云南省,2013,32,0,0,0,0,0,1
云南省,2014,32,0,0,0,0,0,1
云南省,2015,32,0,0,0,0,0,1
云南省,2016,32,0,0,0,0,0,1
云南省,2018,32,0,0,0,1,0,1
云南省,2019,32,0,0,0,1,0,1
云南省,2020,32,0,0,1,0,0,1
云南省,2021,32,0,0,0,1,0,1
贵州省,2020,73,0,0,0,1,0,0
贵州省,2022,73,0,0,1,1,0,0
河北省,2011,13,0,0,0,0,1,0
河北省,2012,29,0,0,0,0,1,0
河北省,2013,29,0,0,0,1,1,0
河北省,2014,29,0,0,0,1,0,0
河北省,2015,29,0,0,0,1,1,0
河北省,2016,29,0,0,0,1,0,0
河北省,2017,29,0,1,1,1,1,0
河北省,2018,29,0,1,1,1,1,0
河北省,2019,29,0,0,1,1,0,0
河北省,2020,29,0,1,1,1,1,0
河北省,2021,29,0,0,1,1,0,1
河北省,2022,29,0,0,1,1,0,0
湖北省,2017,78,0,0,0,0,0,0
湖北省,2018,78,0,0,0,1,0,0
湖北省,2019,78,0,0,0,0,0,0
广东省,2011,9,0,0,0,0,0,1
广东省,2012,9,0,0,0,0,0,0
广东省,2013,9,0,0,0,0,0,1
广东省,2014,9,0,0,0,0,0,0
广东省,2016,9,0,0,0,1,0,1
广东省,2017,9,0,0,0,1,1,0
广东省,2018,9,0,0,0,1,1,1
广东省,2019,9,0,0,0,0,0,0
广东省,2020,9,0,0,0,0,0,0
广东省,2021,9,0,0,1,1,0,0
广东省,2022,9,0,0,1,1,0,0
河北省,2012,77,0,0,0,1,0,1
河北省,2013,77,0,0,0,1,0,0
河北省,2014,77,0,0,0,0,0,1
河北省,2015,77,0,0,0,0,1,1
河北省,2016,77,0,0,0,0,0,0
河北省,2017,77,0,0,0,1,1,0
河北省,2018,77,0,0,0,0,1,0
河北省,2019,77,0,0,0,0,1,1
河北省,2020,77,0,0,0,0,1,0
河北省,2021,77,0,0,0,1,1,1
河北省,2022,77,0,0,0,0,1,0
广西壮族自治区,2012,33,0,0,0,0,1,1
广西壮族自治区,2013,33,0,0,0,1,0,0
广西壮族自治区,2014,33,0,0,0,1,0,0
广西壮族自治区,2015,33,0,0,0,1,0,0
广西壮族自治区,2017,33,0,0,0,1,0,0
广西壮族自治区,2018,33,0,0,0,1,0,0
广西壮族自治区,2019,33,0,0,0,1,0,0
广西壮族自治区,2020,33,0,0,0,1,0,1
广西壮族自治区,2021,33,0,0,0,1,0,0
广西壮族自治区,2022,33,0,0,0,1,0,0
重庆市,2011,33,0,0,0,1,1,1
重庆市,2012,33,0,0,0,1,1,1
重庆市,2013,33,0,0,1,1,0,1
重庆市,2014,33,0,0,0,1,1,1
重庆市,2015,33,0,0,0,1,1,1
重庆市,2016,33,0,0,0,1,1,0
重庆市,2018,33,0,0,1,1,0,0
重庆市,2019,33,0,0,1,0,1,0
重庆市,2020,33,0,0,1,0,0,1
山西省,2011,65,0,0,1,1,0,0
山西省,2013,65,0,0,0,1,1,0
山西省,2014,65,0,0,1,1,0,1
山西省,2015,65,1,1,1,1,1,1
山西省,2016,65,0,0,1,1,0,0
山西省,2017,65,0,0,1,1,0,0
山西省,2018,65,0,0,1,1,0,0
山西省,2019,65,0,0,1,1,0,0
山西省,2020,65,0,0,0,1,0,1
山西省,2021,65,0,0,1,1,0,0
山西省,2022,65,0,0,0,1,0,0
江苏省,2011,0,1,1,1,1,1,1
江苏省,2012,0,0,1,1,1,1,0
江苏省,2013,0,0,1,1,1,1,0
江苏省,2014,0,0,1,1,1,1,0
江苏省,2015,0,0,1,1,1,1,0
江苏省,2016,0,0,1,1,1,1,0
江苏省,2017,0,0,1,1,1,1,0
江苏省,2018,0,0,1,1,1,1,0
江苏省,2019,0,0,1,1,1,1,0
江苏省,2011,34,0,0,0,1,0,0
江苏省,2012,77,0,0,0,1,0,0
江苏省,2013,77,0,0,0,1,1,0
江苏省,2014,77,0,0,0,1,1,0
江苏省,2015,77,0,0,0,0,1,1
江苏省,2016,77,0,0,0,0,1,1
江苏省,2017,77,0,0,0,0,1,1
江苏省,2018,77,0,0,0,0,1,0
江苏省,2019,77,0,0,0,0,1,0
江苏省,2021,77,0,0,0,0,1,0
江苏省,2022,77,0,0,0,0,0,0
江苏省,2011,50,0,0,0,0,0,1
江苏省,2012,50,0,1,1,1,1,0
江苏省,2013,50,0,0,1,0,0,1
江苏省,2014,50,0,0,1,0,1,0
江苏省,2015,50,0,0,0,0,1,0
江苏省,2016,50,0,0,0,0,1,0
江苏省,2017,50,0,0,0,1,1,1
江苏省,2018,50,0,0,0,1,0,1
江苏省,2019,50,0,0,0,0,0,0
江苏省,2020,50,0,0,0,0,0,0
陕西省,2017,36,0,0,0,0,0,1
陕西省,2019,36,0,0,1,0,1,0
浙江省,2011,34,1,1,1,1,1,1
浙江省,2012,77,0,1,1,1,1,0
浙江省,2013,77,1,1,1,1,1,1
浙江省,2014,77,1,1,1,1,1,1
浙江省,2015,77,1,1,1,1,1,1
浙江省,2016,77,0,1,1,1,1,0
浙江省,2017,77,0,1,1,1,1,0
浙江省,2018,77,0,1,1,1,1,0
浙江省,2019,77,0,1,1,1,1,0
浙江省,2020,77,0,1,1,1,1,0
浙江省,2021,77,0,1,1,1,1,0
浙江省,2022,77,1,1,1,1,1,1
山东省,2020,60,0,0,1,0,1,0
山东省,2021,60,0,0,1,0,1,0
山东省,2022,60,0,0,0,1,0,1
河南省,2013,70,0,0,1,0,1,0
河南省,2014,70,0,1,1,1,1,0
河南省,2015,70,0,0,1,0,1,1
河南省,2016,70,0,0,0,0,1,1
河南省,2017,70,0,0,0,1,1,0
河南省,2018,70,0,1,1,1,1,0
河南省,2019,70,0,0,1,1,0,0
河南省,2020,70,0,0,0,0,0,0
河南省,2021,70,0,0,0,0,0,1
山东省,2014,37,0,0,0,1,1,0
山东省,2015,37,0,0,0,1,1,0
山东省,2016,37,0,0,0,1,1,0
山东省,2017,37,0,1,1,1,1,0
山东省,2018,37,1,1,1,1,1,1
山东省,2019,37,1,1,1,1,1,1
山东省,2020,37,0,0,0,1,1,0
北京市,2018,9,0,0,1,1,0,0
北京市,2019,9,0,0,1,1,0,0
北京市,2020,9,0,0,0,0,1,0
北京市,2021,9,0,0,1,0,1,0
北京市,2022,9,0,0,1,0,1,0
北京市,2018,12,0,1,1,1,1,0
北京市,2019,12,0,0,0,0,0,0
新疆维吾尔自治区,2022,51,1,1,1,1,1,1
重庆市,2019,50,0,0,1,0,0,1
重庆市,2021,50,0,1,1,1,1,0
重庆市,2022,50,0,0,0,0,1,1
北京市,2008,13,0,0,0,0,0,1
北京市,2009,13,0,0,0,0,0,0
北京市,2011,13,0,0,0,0,0,0
北京市,2012,13,0,0,0,0,0,1
北京市,2013,13,0,0,0,0,0,1
北京市,2014,13,0,0,0,0,0,0
北京市,2015,13,0,0,0,0,0,0
北京市,2016,13,0,0,0,0,0,1
北京市,2017,13,0,0,0,0,0,1
北京市,2019,13,0,0,0,0,1,0
北京市,2020,13,0,1,1,1,1,0
北京市,2021,13,0,0,1,0,1,0
北京市,2022,13,0,0,1,0,1,1
北京市,2022,58,0,0,1,0,0,0
湖南省,2012,60,0,1,1,1,1,0
湖南省,2013,60,0,1,1,1,1,0
湖南省,2014,60,0,0,1,1,0,0
云南省,2011,9,0,0,1,0,0,0
云南省,2012,9,0,0,1,0,1,0
云南省,2013,9,0,1,1,1,1,0
云南省,2014,9,0,0,1,0,0,0
云南省,2015,9,0,0,1,0,1,0
云南省,2016,9,0,0,1,0,0,0
云南省,2017,9,0,0,1,0,0,0
云南省,2018,9,0,0,1,0,0,0
云南省,2019,9,0,0,1,0,1,0
云南省,2020,9,0,1,1,1,1,0
云南省,2021,9,0,0,1,1,0,0
云南省,2022,9,0,1,1,1,1,0
江苏省,2021,70,0,0,0,0,1,0
江苏省,2022,70,0,0,0,0,1,0
北京市,2011,13,0,0,0,0,0,1
北京市,2012,13,0,0,0,0,0,1
北京市,2013,13,0,0,0,1,0,1
北京市,2014,13,0,0,0,1,0,1
北京市,2015,13,0,0,0,1,0,1
北京市,2016,13,0,0,0,0,0,0
北京市,2017,13,0,0,0,1,0,0
北京市,2018,13,0,0,1,0,0,1
北京市,2019,13,0,0,0,1,1,0
北京市,2020,13,0,0,0,0,1,0
北京市,2021,13,0,0,0,1,1,0
北京市,2022,13,0,0,0,1,1,0
四川省,2013,69,0,0,1,0,0,1
四川省,2014,69,0,0,1,0,0,1
四川省,2015,69,0,0,1,1,0,0
四川省,2018,69,0,0,1,0,0,0
浙江省,2017,9,0,0,0,1,1,1
浙江省,2018,9,1,1,1,1,1,1
浙江省,2019,9,0,0,0,0,1,1
浙江省,2020,9,0,0,1,0,1,1
北京市,2011,3,0,0,1,0,0,0
北京市,2012,3,0,0,1,0,0,1
北京市,2013,3,0,0,1,1,0,0
北京市,2014,3,0,0,1,1,0,0
北京市,2015,3,0,0,1,1,0,1
北京市,2016,3,0,0,1,0,0,0
北京市,2017,3,0,0,1,0,1,0
北京市,2018,3,0,1,1,1,1,0
北京市,2019,3,0,0,1,0,1,0
北京市,2020,3,0,0,1,0,0,1
北京市,2021,3,0,1,1,1,1,0
北京市,2022,3,0,1,1,1,1,0
北京市,2011,38,1,1,1,1,1,1
北京市,2015,12,0,1,1,1,1,0
北京市,2016,12,0,0,1,1,0,0
北京市,2017,12,0,0,0,0,0,0
北京市,2018,12,0,0,0,0,0,1
北京市,2019,12,0,0,0,0,1,0
海南省,2011,2,0,0,0,0,1,1
海南省,2012,2,0,0,0,1,1,1
海南省,2013,2,0,0,0,1,1,1
海南省,2014,2,0,0,0,1,0,0
海南省,2015,2,0,0,0,0,1,0
海南省,2016,2,0,0,0,1,1,0
海南省,2017,2,0,0,0,0,1,0
海南省,2018,2,0,0,0,0,1,1
海南省,2019,2,0,0,0,0,1,1
海南省,2020,2,0,0,0,0,1,0
海南省,2021,2,0,0,0,0,0,0
北京市,2014,19,0,0,0,1,1,0
北京市,2015,19,0,0,0,1,1,0
北京市,2016,19,0,0,0,1,0,0
北京市,2017,19,0,0,0,1,0,0
北京市,2018,19,0,0,0,1,1,0
北京市,2019,19,0,0,0,1,1,0
北京市,2020,19,0,0,0,1,1,0
江苏省,2016,50,0,0,0,0,1,1
江苏省,2017,50,0,0,0,1,1,1
江苏省,2018,50,0,0,0,1,0,0
江苏省,2019,50,0,0,0,1,1,1
江苏省,2020,50,0,0,0,1,1,1
江苏省,2021,50,0,0,1,1,0,1
江苏省,2022,50,0,0,1,1,0,1
北京市,2022,9,0,0,0,1,1,1
广东省,2018,46,0,0,1,0,0,1
广东省,2019,46,0,0,0,0,0,0
广东省,2020,46,0,1,1,1,1,0
广东省,2022,46,0,0,1,0,1,0
广东省,2011,26,1,1,1,1,1,1
广东省,2012,26,0,0,0,1,0,0
广东省,2013,26,0,0,1,1,0,0
广东省,2014,26,0,0,0,0,0,0
广东省,2015,26,0,0,0,0,0,0
广东省,2016,26,0,0,0,0,0,0
广东省,2017,26,0,0,0,1,1,0
广东省,2018,26,0,0,0,1,0,0
广东省,2019,26,0,0,0,1,0,0
广东省,2020,26,0,0,0,1,0,0
广东省,2021,26,0,0,1,0,0,1
广东省,2022,26,0,0,0,0,0,0
江苏省,2020,66,0,1,1,1,1,0
上海市,2022,3,0,0,0,1,0,1
福建省,2011,50,0,0,1,0,1,1
福建省,2012,50,0,0,1,0,1,1
福建省,2013,50,0,0,1,0,1,1
福建省,2018,50,0,0,1,0,1,0
青海省,2011,51,0,0,1,0,0,1
青海省,2012,51,0,0,1,0,0,1
青海省,2013,51,0,0,1,0,0,1
青海省,2014,51,0,0,1,1,0,1
青海省,2015,51,0,0,1,1,0,1
青海省,2016,51,0,0,1,1,0,0
青海省,2017,51,0,0,1,1,0,1
青海省,2018,51,0,0,0,1,0,1
青海省,2019,51,0,0,0,1,0,0
青海省,2020,51,0,0,0,1,0,1
北京市,2011,50,0,0,0,1,0,1
北京市,2012,50,0,0,0,1,1,1
北京市,2013,50,0,0,0,1,1,1
北京市,2014,50,0,0,0,1,1,1
北京市,2015,50,0,0,0,1,1,1
北京市,2016,50,0,0,0,1,1,0
北京市,2017,50,0,0,0,1,1,0
北京市,2018,50,0,0,0,1,1,0
北京市,2019,50,0,0,0,1,1,1
北京市,2020,50,0,0,0,1,0,0
北京市,2022,50,0,0,1,0,0,0
浙江省,2012,27,1,1,1,1,1,1
浙江省,2014,27,0,0,0,1,0,0
浙江省,2015,27,0,0,0,1,0,0
浙江省,2016,27,0,0,1,1,0,1
浙江省,2017,27,0,0,0,1,0,0
浙江省,2018,27,0,0,0,1,0,0
浙江省,2019,27,0,0,0,1,0,0
浙江省,2020,27,0,0,0,1,0,0
浙江省,2021,27,0,0,0,1,0,1
浙江省,2022,27,0,0,0,1,0,1
北京市,2011,12,0,0,0,0,1,0
北京市,2012,12,0,0,0,0,0,0
北京市,2013,12,0,0,0,1,0,0
北京市,2014,12,0,0,0,1,0,0
北京市,2015,12,0,1,1,1,1,0
北京市,2016,12,0,0,0,1,1,0
北京市,2017,12,0,0,1,1,0,0
北京市,2018,12,0,0,0,0,1,0
北京市,2019,12,0,0,0,1,1,0
北京市,2020,12,0,0,1,1,0,0
北京市,2021,12,0,0,0,1,0,0
北京市,2022,12,0,0,0,0,0,1
福建省,2020,50,0,0,0,1,0,1
福建省,2021,50,0,0,1,1,0,1
福建省,2022,50,0,0,0,1,0,0
黑龙江省,2011,34,0,0,0,0,0,0
黑龙江省,2013,69,0,0,0,0,0,0
黑龙江省,2014,69,0,0,0,0,1,0
黑龙江省,2015,69,0,0,1,0,0,0
黑龙江省,2016,69,0,0,1,1,0,1
黑龙江省,2017,69,0,0,1,1,0,1
黑龙江省,2018,69,0,0,1,0,0,1
黑龙江省,2019,69,0,0,0,1,0,1
黑龙江省,2020,69,0,0,0,0,0,1
黑龙江省,2021,69,0,0,1,0,0,1
北京市,2015,9,0,0,0,1,0,1
北京市,2016,9,0,0,0,1,0,1
北京市,2017,9,0,0,0,1,1,1
北京市,2018,9,0,0,1,1,0,0
北京市,2019,9,0,0,0,1,0,0
北京市,2020,9,0,0,0,0,0,0
北京市,2021,9,0,0,0,0,0,0
北京市,2022,9,0,0,0,1,0,0
江苏省,2012,76,1,1,1,1,1,1
江苏省,2013,76,0,0,0,1,1,0
江苏省,2014,76,0,1,1,1,1,0
江苏省,2015,76,0,0,0,1,1,0
江苏省,2016,76,0,0,0,1,1,1
江苏省,2017,76,0,0,0,1,1,1
江苏省,2018,76,0,0,0,1,0,1
江苏省,2019,76,0,0,1,1,0,0
江苏省,2020,76,0,0,0,0,0,0
江苏省,2021,76,0,0,0,1,1,0
上海市,2015,9,0,0,0,0,0,0
上海市,2016,9,0,0,0,1,1,0
上海市,2017,9,0,0,0,0,0,0
上海市,2018,9,0,0,0,0,0,0
上海市,2020,9,0,0,0,0,0,0
上海市,2021,9,0,0,0,1,0,0
上海市,2022,9,0,0,0,1,0,0
江苏省,2014,40,0,1,1,1,1,0
江苏省,2015,40,0,0,0,0,1,0
江苏省,2016,40,0,0,0,0,1,0
江苏省,2017,40,0,0,0,0,1,0
江苏省,2018,40,0,0,1,0,1,0
江苏省,2019,40,0,0,1,0,1,0
江苏省,2020,40,0,0,1,0,1,0
江苏省,2021,40,0,0,0,0,0,0
江苏省,2022,40,0,0,1,0,0,0
陕西省,2016,13,0,1,1,1,1,0
陕西省,2018,13,0,0,0,1,0,0
陕西省,2020,13,0,1,1,1,1,0
陕西省,2021,13,0,0,1,1,0,0
陕西省,2022,13,0,0,1,1,0,0
北京市,2015,62,0,1,1,1,1,0
北京市,2016,62,0,1,1,1,1,0
北京市,2017,62,0,1,1,1,1,0
北京市,2018,62,0,0,1,0,0,0
北京市,2019,62,0,1,1,1,1,0
北京市,2020,62,0,1,1,1,1,0
北京市,2021,62,0,1,1,1,1,0
北京市,2022,62,0,0,0,0,1,0
广东省,2017,77,0,0,1,1,0,1
广东省,2018,77,0,0,0,1,0,1
广东省,2019,77,0,0,1,0,0,0
广东省,2020,77,0,0,0,0,0,0
广东省,2021,77,0,0,0,0,0,0
广东省,2022,77,0,1,1,1,1,0
上海市,2016,50,1,1,1,1,1,1
上海市,2017,50,0,0,1,0,1,1
上海市,2018,50,0,1,1,1,1,0
上海市,2019,50,0,0,1,0,1,0
上海市,2020,50,0,0,1,1,0,0
上海市,2021,50,0,0,1,0,1,1
上海市,2022,50,0,0,0,1,1,0
上海市,2012,46,0,0,0,0,0,1
上海市,2013,46,0,0,0,0,0,0
上海市,2014,46,0,0,0,0,0,1
上海市,2015,46,0,0,0,0,0,1
上海市,2017,46,0,0,0,0,0,1
上海市,2019,46,0,0,1,0,0,1
上海市,2020,46,0,0,1,1,0,1
浙江省,2020,11,0,0,0,0,1,0
云南省,2019,9,0,0,0,1,1,1
云南省,2020,9,0,0,0,1,1,0
云南省,2021,9,0,0,0,1,1,1
广东省,2012,7,0,0,0,0,0,0
广东省,2013,7,0,0,0,0,0,0
广东省,2015,7,0,0,0,0,1,0
广东省,2016,7,0,0,0,1,0,0
广东省,2017,7,0,0,0,0,0,0
广东省,2018,7,0,0,0,1,0,0
广东省,2019,7,0,0,0,0,0,0
广东省,2020,7,0,0,0,1,1,0
广东省,2021,7,0,0,0,1,1,1
广东省,2022,7,0,0,0,1,1,1
北京市,2011,50,0,0,0,0,1,0
北京市,2012,50,0,0,1,0,0,1
北京市,2013,50,0,0,0,1,0,0
北京市,2014,50,0,0,0,0,0,0
北京市,2015,50,0,0,0,0,0,0
北京市,2016,50,0,0,1,0,0,0
北京市,2017,50,0,0,0,1,0,1
北京市,2018,50,0,0,1,0,0,0
北京市,2019,50,0,0,0,1,0,1
北京市,2020,50,0,0,0,0,0,0
北京市,2021,50,0,1,1,1,1,0
北京市,2022,50,0,1,1,1,1,0
广东省,2008,41,1,1,1,1,1,1
广东省,2012,41,1,1,1,1,1,1
广东省,2013,41,0,0,0,0,1,0
广东省,2014,41,0,0,0,0,1,0
广东省,2015,41,1,1,1,1,1,1
广东省,2016,41,0,1,1,1,1,0
广东省,2017,41,0,0,0,1,0,0
广东省,2018,41,0,0,1,0,1,0
北京市,2019,41,0,0,1,0,0,1
北京市,2020,41,0,0,0,0,1,1
北京市,2021,41,0,0,0,1,0,1
河北省,2017,77,0,0,1,1,0,1
河北省,2018,77,0,0,0,0,0,0
河北省,2019,77,0,0,1,1,0,1
河北省,2020,77,0,0,1,1,0,0
河北省,2021,77,0,0,1,0,0,1
上海市,2009,50,0,0,0,1,1,1
上海市,2011,50,0,0,1,1,0,0
上海市,2012,50,0,0,1,0,0,0
上海市,2013,50,0,0,1,0,0,0
上海市,2014,50,0,0,1,0,0,1
上海市,2015,50,0,0,0,0,0,1
上海市,2016,50,0,0,1,1,0,1
上海市,2017,50,0,0,1,1,0,1
上海市,2018,50,0,1,1,1,1,0
上海市,2019,50,0,0,1,1,0,0
上海市,2020,50,0,0,1,1,0,0
上海市,2021,50,0,0,0,1,0,0
上海市,2022,50,0,0,0,1,1,0
广东省,2011,65,0,0,0,1,1,1
广东省,2012,65,0,0,0,1,1,0
广东省,2013,65,0,1,1,1,1,0
广东省,2014,65,0,0,1,0,1,0
广东省,2015,65,0,0,1,0,1,0
广东省,2016,65,0,0,1,0,1,1
广东省,2017,65,0,0,1,0,1,1
广东省,2018,65,0,0,1,0,1,0
广东省,2019,65,0,0,1,0,1,0
广东省,2020,65,0,0,1,0,1,1
广东省,2021,65,0,0,1,0,1,1
广东省,2022,65,0,0,1,0,0,0
北京市,2011,41,0,0,0,0,0,0
北京市,2012,41,0,0,0,0,0,0
北京市,2013,41,0,0,0,1,0,1
北京市,2014,41,0,0,1,1,0,1
北京市,2015,41,0,0,0,0,0,0
北京市,2016,41,0,0,0,1,0,1
北京市,2017,41,0,1,1,1,1,0
北京市,2018,41,1,1,1,1,1,1
北京市,2019,41,0,1,1,1,1,0
北京市,2020,41,0,0,1,1,0,0
北京市,2021,41,0,0,1,1,0,1
北京市,2022,41,0,0,1,1,0,1
浙江省,2012,75,0,0,0,0,1,1
浙江省,2013,75,0,0,0,0,1,1
浙江省,2014,75,0,0,0,0,0,0
浙江省,2015,75,0,0,0,0,1,1
浙江省,2016,75,0,0,0,0,1,0
浙江省,2017,75,0,0,0,0,0,0
浙江省,2018,75,0,0,0,0,0,1
浙江省,2019,75,0,0,0,0,0,1
浙江省,2020,75,0,0,0,0,0,1
浙江省,2021,75,0,0,0,0,0,1
浙江省,2022,75,0,0,1,0,0,0
江苏省,2018,42,0,0,0,0,0,0
天津市,2019,42,0,0,0,0,0,0
天津市,2020,42,0,0,0,0,0,0
天津市,2021,42,0,0,0,0,0,0
陕西省,2011,27,0,0,0,1,1,0
陕西省,2012,19,0,0,0,1,0,0
陕西省,2013,19,0,0,0,0,0,0
陕西省,2014,19,0,0,0,0,1,0
陕西省,2015,19,0,0,0,0,0,0
陕西省,2016,19,0,0,0,0,0,0
陕西省,2017,19,0,0,0,0,0,0
陕西省,2018,19,0,0,0,1,0,1
陕西省,2019,19,0,0,0,0,0,0
陕西省,2020,19,0,0,0,0,0,0
陕西省,2021,19,0,0,0,0,0,0
陕西省,2022,19,0,0,0,0,0,0
河南省,2016,9,0,0,0,0,1,1
河南省,2017,9,0,0,0,0,1,1
河南省,2018,9,0,0,1,0,1,1
河南省,2019,9,0,0,0,1,1,1
河南省,2020,9,0,0,1,1,0,1
河南省,2021,9,1,1,1,1,1,1
河南省,2022,9,0,0,1,0,1,1
福建省,2011,9,1,1,1,1,1,1
福建省,2012,9,0,0,0,1,1,1
福建省,2013,9,0,1,1,1,1,0
福建省,2014,9,0,1,1,1,1,0
福建省,2015,9,0,0,0,1,0,0
福建省,2016,9,0,0,1,1,0,0
福建省,2017,9,0,0,0,1,0,0
福建省,2018,9,0,1,1,1,1,0
福建省,2019,9,0,1,1,1,1,0
福建省,2020,9,0,0,1,1,0,0
福建省,2021,9,1,1,1,1,1,1
福建省,2022,9,0,0,0,1,1,0
北京市,2020,12,0,0,0,0,0,0
北京市,2021,12,0,0,0,0,0,0
北京市,2022,12,0,0,0,0,0,1
北京市,2007,50,0,1,1,1,1,0
北京市,2013,50,0,1,1,1,1,0
北京市,2015,50,0,0,1,0,1,1
北京市,2018,50,0,0,0,0,0,0
北京市,2019,50,0,0,0,0,0,0
北京市,2020,50,0,0,1,0,1,0
北京市,2021,50,0,0,1,0,1,0
北京市,2022,50,1,1,1,1,1,1
江苏省,2020,9,0,0,0,0,0,1
江苏省,2021,9,0,0,0,1,0,1
江苏省,2022,9,0,0,0,0,0,1
江苏省,2022,37,0,0,0,1,1,0
广东省,2012,61,0,0,1,0,0,0
广东省,2013,61,1,1,1,1,1,1
广东省,2014,61,0,0,0,1,0,1
广东省,2015,61,0,0,1,1,0,1
广东省,2016,61,0,1,1,1,1,0
广东省,2017,61,0,0,0,1,1,0
广东省,2018,61,0,0,0,1,1,0
广东省,2019,61,0,0,0,1,0,0
广东省,2020,61,0,0,0,1,1,0
广东省,2021,61,0,0,0,1,0,1
广东省,2022,61,0,0,0,1,0,0
吉林省,2011,34,0,0,1,0,0,0
吉林省,2012,69,0,0,0,0,0,0
吉林省,2013,69,0,0,1,0,0,1
吉林省,2014,69,0,0,1,1,0,1
吉林省,2015,69,0,0,1,0,0,0
吉林省,2016,69,0,0,1,0,0,0
吉林省,2017,69,0,0,1,1,0,0
吉林省,2018,69,0,0,1,1,0,1
吉林省,2019,69,0,0,1,1,0,0
吉林省,2020,69,0,0,1,1,0,0
吉林省,2021,69,0,0,1,0,0,1
吉林省,2022,69,0,0,1,0,0,1
上海市,2011,39,0,0,1,0,1,1
上海市,2013,39,0,0,0,0,1,0
上海市,2014,39,0,1,1,1,1,0
上海市,2017,39,0,0,1,0,1,0
上海市,2018,39,0,0,1,0,1,1
上海市,2019,39,0,0,1,0,1,0
上海市,2020,54,0,0,1,0,1,0
上海市,2021,54,0,0,0,0,1,1
上海市,2022,54,0,0,0,0,1,0
浙江省,2021,50,0,0,0,0,0,1
江苏省,2011,9,0,0,0,1,1,1
江苏省,2012,9,0,0,0,1,0,1
江苏省,2013,9,0,0,0,1,0,0
江苏省,2014,9,0,0,0,1,0,1
江苏省,2015,9,0,0,0,1,0,1
江苏省,2016,9,0,0,0,1,0,1
江苏省,2017,9,0,0,0,1,0,1
江苏省,2018,9,0,0,0,1,0,1
江苏省,2019,9,0,0,0,0,0,1
江苏省,2020,9,0,0,0,0,0,1
江苏省,2021,9,0,0,0,1,0,1
江苏省,2022,9,0,0,0,1,1,1
福建省,2011,74,0,0,1,1,0,1
福建省,2012,74,0,0,0,1,0,1
福建省,2013,74,0,0,0,1,0,0
福建省,2014,74,0,0,0,1,0,0
福建省,2015,74,0,0,0,1,0,0
福建省,2016,74,0,0,0,0,1,1
福建省,2017,74,0,0,0,1,0,0
福建省,2018,74,0,0,0,0,0,1
福建省,2019,74,0,0,0,0,0,0
福建省,2020,74,0,0,1,1,0,0
福建省,2021,74,0,0,0,0,0,0
陕西省,2020,45,0,0,0,0,0,0
湖南省,2018,50,0,0,0,1,1,0
湖南省,2019,50,0,0,1,1,0,0
湖南省,2020,50,0,0,0,1,0,0
湖南省,2022,50,0,0,0,1,0,0
浙江省,2014,4,0,0,0,0,0,0
浙江省,2015,4,0,0,0,0,0,0
浙江省,2016,4,0,0,0,0,1,0
浙江省,2017,4,0,0,1,0,1,0
浙江省,2018,4,0,1,1,1,1,0
浙江省,2019,4,0,0,1,0,1,0
浙江省,2020,4,0,0,0,0,1,0
浙江省,2021,4,0,0,0,0,0,0
浙江省,2022,4,0,0,0,1,0,0
北京市,2011,66,0,0,1,0,0,1
北京市,2012,66,0,0,1,1,0,1
北京市,2013,66,0,0,1,1,0,1
北京市,2014,66,0,0,0,0,0,1
北京市,2015,66,0,0,0,0,0,0
北京市,2016,66,0,0,1,0,0,1
北京市,2017,66,0,0,1,1,0,0
北京市,2018,66,0,0,1,1,0,1
北京市,2019,66,0,0,1,1,0,1
北京市,2022,66,0,0,0,0,0,0
上海市,2016,64,0,0,0,0,0,1
上海市,2017,64,0,0,0,0,0,1
上海市,2018,64,0,0,0,0,0,0
上海市,2019,64,0,0,0,0,0,1
上海市,2020,64,0,0,0,0,0,1
上海市,2021,64,0,0,0,1,0,1
上海市,2022,64,0,0,0,0,0,1
北京市,2019,34,0,0,0,0,0,1
北京市,2020,34,0,0,1,0,1,0
北京市,2021,34,0,0,1,0,1,0
北京市,2022,34,0,0,1,0,0,0
北京市,2011,35,0,0,0,1,0,0
北京市,2012,35,0,0,0,1,0,0
北京市,2013,35,0,0,0,1,0,0
北京市,2014,35,0,0,0,1,0,0
北京市,2015,35,0,0,0,0,0,0
北京市,2018,35,0,0,0,0,0,0
北京市,2019,35,0,0,0,0,0,0
北京市,2022,35,0,0,0,1,1,0
上海市,2009,41,1,1,1,1,1,1
上海市,2011,41,1,1,1,1,1,1
上海市,2012,41,1,1,1,1,1,1
上海市,2013,41,0,0,1,0,1,1
上海市,2014,41,0,0,1,0,1,0
上海市,2015,41,0,0,1,0,1,1
上海市,2016,41,0,0,0,0,0,0
上海市,2017,41,0,0,1,0,0,1
上海市,2018,41,0,0,0,0,0,0
上海市,2020,41,1,1,1,1,1,1
上海市,2011,58,0,0,1,0,0,1
上海市,2012,68,0,0,0,1,0,0
上海市,2013,68,0,0,0,1,0,0
