year,trans_type,ttwa_cd,theta
2012,Sale,W22000022,2.122
2012,Sale,W22000024,1.098
2012,Sale,W22000026,1.845
2012,Sale,W22000028,1.256
2012,Sale,W22000029,1.157
2012,Sale,W22000031,1.96
2012,Sale,W22000032,0.72
2012,Sale,W22000034,1.636
2013,Rent,E30000004,1.297
2013,Rent,E30000018,1.073
2013,Rent,E30000029,1.347
2013,Rent,E30000046,1.125
2013,Rent,E30000054,1.029
2013,Rent,E30000061,0.77
2013,Rent,E30000070,0.928
2013,Rent,E30000076,1.627
2013,Rent,E30000093,1.645
2013,Rent,E30000108,0.872
2013,Rent,E30000124,0.864
2013,Rent,E30000135,0.985
2013,Rent,E30000159,0.853
2013,Rent,E30000160,1.384
2013,Rent,E30000162,0.933
2013,Rent,E30000164,1.357
2013,Rent,E30000165,1.048
2013,Rent,E30000166,1.206
2013,Rent,E30000167,1.016
2013,Rent,E30000168,1.673
2013,Rent,E30000169,1.074
2013,Rent,E30000170,1.118
2013,Rent,E30000171,1.395
2013,Rent,E30000173,0.737
2013,Rent,E30000174,0.848
2013,Rent,E30000175,1.11
2013,Rent,E30000179,0.974
2013,Rent,E30000180,1.011
2013,Rent,E30000182,1.429
2013,Rent,E30000183,0.776
2013,Rent,E30000184,1.147
2013,Rent,E30000186,1.134
2013,Rent,E30000187,0.802
2013,Rent,E30000188,1.272
2013,Rent,E30000189,0.817
2013,Rent,E30000190,1.192
2013,Rent,E30000191,0.933
2013,Rent,E30000192,1.077
2013,Rent,E30000193,1.191
2013,Rent,E30000195,1.147
2013,Rent,E30000196,0.846
2013,Rent,E30000197,0.849
2013,Rent,E30000198,1.595
2013,Rent,E30000199,1.129
2013,Rent,E30000200,0.841
2013,Rent,E30000201,0.96
2013,Rent,E30000202,1.167
2013,Rent,E30000203,1.085
2013,Rent,E30000204,0.934
2013,Rent,E30000205,0.867
2013,Rent,E30000206,0.879
2013,Rent,E30000208,1.273
2013,Rent,E30000209,0.784
2013,Rent,E30000210,1.423
2013,Rent,E30000211,1.646
2013,Rent,E30000212,1.132
2013,Rent,E30000215,1.348
2013,Rent,E30000216,1.085
2013,Rent,E30000218,0.853
2013,Rent,E30000219,1.12
2013,Rent,E30000220,1.124
2013,Rent,E30000221,1.099
2013,Rent,E30000222,1.203
2013,Rent,E30000224,0.957
2013,Rent,E30000225,1.154
2013,Rent,E30000226,0.668
2013,Rent,E30000228,1.037
2013,Rent,E30000229,0.878
2013,Rent,E30000230,0.915
2013,Rent,E30000231,1.334
2013,Rent,E30000233,1.257
2013,Rent,E30000234,0.659
2013,Rent,E30000237,1.013
2013,Rent,E30000239,1.182
2013,Rent,E30000240,1.131
2013,Rent,E30000241,0.99
2013,Rent,E30000242,1.269
2013,Rent,E30000243,1.373
2013,Rent,E30000244,1.308
2013,Rent,E30000245,0.74
2013,Rent,E30000247,1.03
2013,Rent,E30000248,1.381
2013,Rent,E30000249,0.979
2013,Rent,E30000250,1.054
2013,Rent,E30000253,1.023
2013,Rent,E30000254,0.968
2013,Rent,E30000255,1.169
2013,Rent,E30000256,1.063
2013,Rent,E30000257,1.172
2013,Rent,E30000260,1.352
2013,Rent,E30000261,1.259
2013,Rent,E30000262,1.167
2013,Rent,E30000264,1.994
2013,Rent,E30000266,0.877
2013,Rent,E30000267,0.684
2013,Rent,E30000268,1.368
2013,Rent,E30000271,1.113
2013,Rent,E30000272,1.127
2013,Rent,E30000273,1.267
2013,Rent,E30000275,1.414
2013,Rent,E30000276,1.095
2013,Rent,E30000278,1.09
2013,Rent,E30000279,1.026
2013,Rent,E30000280,1.012
2013,Rent,E30000281,0.845
2013,Rent,E30000283,1.315
2013,Rent,E30000284,1.333
2013,Rent,E30000285,0.835
2013,Rent,E30000287,1.182
2013,Rent,E30000288,1.187
2013,Rent,E30000289,1.196
2013,Rent,E30000291,1.127
2013,Rent,E30000292,0.907
2013,Rent,E30000294,0.832
2013,Rent,K01000005,1.049
2013,Rent,K01000011,1.339
2013,Rent,K01000013,0.985
2013,Rent,S22000047,1.305
2013,Rent,S22000051,2.064
2013,Rent,S22000054,1.607
2013,Rent,S22000055,1.814
2013,Rent,S22000056,1.282
2013,Rent,S22000057,1.29
2013,Rent,S22000059,1.07
2013,Rent,S22000060,1.506
2013,Rent,S22000061,1.343
2013,Rent,S22000063,2.275
2013,Rent,S22000065,1.465
2013,Rent,S22000068,1.191
2013,Rent,S22000069,2.269
2013,Rent,S22000070,1.485
2013,Rent,S22000071,1.587
2013,Rent,S22000074,1.004
2013,Rent,S22000085,1.708
2013,Rent,W22000003,0.912
2013,Rent,W22000009,0.956
2013,Rent,W22000015,0.998
2013,Rent,W22000021,1.289
2013,Rent,W22000022,1.353
2013,Rent,W22000024,0.896
2013,Rent,W22000026,1.541
2013,Rent,W22000028,0.745
2013,Rent,W22000029,1.569
2013,Rent,W22000031,1.709
2013,Rent,W22000032,0.796
2013,Rent,W22000034,1.576
2013,Sale,E30000004,1.156
2013,Sale,E30000018,1.112
2013,Sale,E30000029,1.139
2013,Sale,E30000046,1.372
2013,Sale,E30000054,1.021
2013,Sale,E30000061,1.078
2013,Sale,E30000070,1.14
2013,Sale,E30000076,1.21
2013,Sale,E30000093,0.986
2013,Sale,E30000108,1.028
2013,Sale,E30000124,1.401
2013,Sale,E30000135,1.406
2013,Sale,E30000159,1.253
2013,Sale,E30000160,1.426
2013,Sale,E30000162,1.794
2013,Sale,E30000164,1.619
2013,Sale,E30000165,1.734
2013,Sale,E30000166,1.382
2013,Sale,E30000167,1.945
2013,Sale,E30000168,1.138
2013,Sale,E30000169,1.628
2013,Sale,E30000170,0.725
2013,Sale,E30000171,1.076
2013,Sale,E30000173,0.903
2013,Sale,E30000174,1.017
2013,Sale,E30000175,1.724
2013,Sale,E30000179,2.003
2013,Sale,E30000180,1.393
2013,Sale,E30000182,1.107
2013,Sale,E30000183,1.17
2013,Sale,E30000184,1.343
2013,Sale,E30000186,1.506
2013,Sale,E30000187,1.122
2013,Sale,E30000188,1.263
2013,Sale,E30000189,1.482
2013,Sale,E30000190,1.171
2013,Sale,E30000191,1.128
2013,Sale,E30000192,0.972
2013,Sale,E30000193,1.316
2013,Sale,E30000195,1.524
2013,Sale,E30000196,1.337
2013,Sale,E30000197,1.344
2013,Sale,E30000198,2.105
2013,Sale,E30000199,1.018
2013,Sale,E30000200,1.509
2013,Sale,E30000201,0.905
2013,Sale,E30000202,1.408
2013,Sale,E30000203,0.851
2013,Sale,E30000204,1.224
2013,Sale,E30000205,1.152
2013,Sale,E30000206,1.389
2013,Sale,E30000208,1.176
2013,Sale,E30000209,0.973
2013,Sale,E30000210,1.821
2013,Sale,E30000211,1.189
2013,Sale,E30000212,1.541
2013,Sale,E30000215,0.625
2013,Sale,E30000216,1.655
2013,Sale,E30000218,1.406
2013,Sale,E30000219,1.296
2013,Sale,E30000220,1.037
2013,Sale,E30000221,1.032
2013,Sale,E30000222,1.341
2013,Sale,E30000224,0.972
2013,Sale,E30000225,2.084
2013,Sale,E30000226,1.154
2013,Sale,E30000228,1.708
2013,Sale,E30000229,1.362
2013,Sale,E30000230,1.228
2013,Sale,E30000231,1.425
2013,Sale,E30000233,1.058
2013,Sale,E30000234,2.403
2013,Sale,E30000237,1.319
2013,Sale,E30000239,1.347
2013,Sale,E30000240,0.956
2013,Sale,E30000241,1.169
2013,Sale,E30000242,1.239
2013,Sale,E30000243,1.623
2013,Sale,E30000244,1.84
2013,Sale,E30000245,0.871
2013,Sale,E30000247,1.154
2013,Sale,E30000248,1.603
2013,Sale,E30000249,1.626
2013,Sale,E30000250,1.603
2013,Sale,E30000253,1.287
2013,Sale,E30000254,1.37
2013,Sale,E30000255,0.815
2013,Sale,E30000256,2.028
2013,Sale,E30000257,1.965
2013,Sale,E30000260,0.974
2013,Sale,E30000261,1.22
2013,Sale,E30000262,1.397
2013,Sale,E30000264,2.096
2013,Sale,E30000266,2.098
2013,Sale,E30000267,1.408
2013,Sale,E30000268,1.324
2013,Sale,E30000271,1.234
2013,Sale,E30000272,1.516
2013,Sale,E30000273,1.115
2013,Sale,E30000275,0.861
2013,Sale,E30000276,1.433
2013,Sale,E30000278,1.124
2013,Sale,E30000279,1.472
2013,Sale,E30000280,1.486
2013,Sale,E30000281,1.3
2013,Sale,E30000283,1.076
2013,Sale,E30000284,0.986
2013,Sale,E30000285,1.069
2013,Sale,E30000287,1.424
2013,Sale,E30000288,1.232
2013,Sale,E30000289,1.595
2013,Sale,E30000291,1.199
2013,Sale,E30000292,1.289
2013,Sale,E30000294,1.511
2013,Sale,K01000005,1.297
2013,Sale,K01000011,1.489
2013,Sale,K01000013,1.184
2013,Sale,S22000035,0.979
2013,Sale,S22000047,1.229
2013,Sale,S22000051,1.638
2013,Sale,S22000054,2.027
2013,Sale,S22000055,2.077
2013,Sale,S22000056,1.811
2013,Sale,S22000057,1.447
2013,Sale,S22000059,1.626
2013,Sale,S22000060,1.551
2013,Sale,S22000061,1.771
2013,Sale,S22000063,1.944
2013,Sale,S22000065,2.873
2013,Sale,S22000068,2.048
2013,Sale,S22000069,1.919
2013,Sale,S22000070,1.677
2013,Sale,S22000071,1.878
2013,Sale,S22000074,1.166
2013,Sale,S22000085,1.736
2013,Sale,W22000003,0.756
2013,Sale,W22000009,1.404
2013,Sale,W22000015,1.512
2013,Sale,W22000021,1.391
2013,Sale,W22000022,1.712
2013,Sale,W22000024,1.125
2013,Sale,W22000026,1.38
2013,Sale,W22000028,1.236
2013,Sale,W22000029,0.979
2013,Sale,W22000031,1.602
2013,Sale,W22000032,0.825
2013,Sale,W22000034,1.299
2014,Rent,E30000004,1.248
2014,Rent,E30000018,0.975
2014,Rent,E30000029,1.13
2014,Rent,E30000046,1.145
2014,Rent,E30000054,0.971
2014,Rent,E30000061,0.854
2014,Rent,E30000070,0.987
2014,Rent,E30000076,1.4
2014,Rent,E30000093,1.348
2014,Rent,E30000108,0.922
2014,Rent,E30000124,0.881
2014,Rent,E30000135,1.038
2014,Rent,E30000159,0.882
2014,Rent,E30000160,1.253
2014,Rent,E30000162,0.74
2014,Rent,E30000164,1.518
2014,Rent,E30000165,0.989
2014,Rent,E30000166,1.261
2014,Rent,E30000167,0.973
2014,Rent,E30000168,1.306
2014,Rent,E30000169,1.002
2014,Rent,E30000170,0.985
2014,Rent,E30000171,1.246
2014,Rent,E30000173,0.669
2014,Rent,E30000174,0.739
2014,Rent,E30000175,1.183
2014,Rent,E30000179,0.985
2014,Rent,E30000180,1.076
2014,Rent,E30000182,1.117
2014,Rent,E30000183,0.735
2014,Rent,E30000184,1.072
2014,Rent,E30000186,1.275
2014,Rent,E30000187,0.75
2014,Rent,E30000188,1.4
2014,Rent,E30000189,0.811
2014,Rent,E30000190,1.062
2014,Rent,E30000191,0.899
2014,Rent,E30000192,1.246
2014,Rent,E30000193,1.066
2014,Rent,E30000195,1.12
2014,Rent,E30000196,0.943
2014,Rent,E30000197,0.897
2014,Rent,E30000198,1.551
2014,Rent,E30000199,0.883
2014,Rent,E30000200,0.768
2014,Rent,E30000201,0.789
2014,Rent,E30000202,0.918
2014,Rent,E30000203,0.834
2014,Rent,E30000204,1.017
2014,Rent,E30000205,0.914
2014,Rent,E30000206,0.779
2014,Rent,E30000208,1.359
2014,Rent,E30000209,0.734
2014,Rent,E30000210,1.02
2014,Rent,E30000211,1.457
2014,Rent,E30000212,1.291
2014,Rent,E30000215,0.841
2014,Rent,E30000216,1.02
2014,Rent,E30000218,0.998
2014,Rent,E30000219,0.975
2014,Rent,E30000220,0.98
2014,Rent,E30000221,1.078
2014,Rent,E30000222,1.052
2014,Rent,E30000224,0.849
2014,Rent,E30000225,1.068
2014,Rent,E30000226,0.672
2014,Rent,E30000228,0.982
2014,Rent,E30000229,0.932
2014,Rent,E30000230,0.917
2014,Rent,E30000231,1.165
2014,Rent,E30000233,1.023
2014,Rent,E30000234,0.796
2014,Rent,E30000237,1.14
2014,Rent,E30000239,1.173
2014,Rent,E30000240,0.864
2014,Rent,E30000241,1.008
2014,Rent,E30000242,1.377
2014,Rent,E30000243,1.659
2014,Rent,E30000244,1.631
2014,Rent,E30000245,0.589
2014,Rent,E30000247,1.105
2014,Rent,E30000248,1.415
2014,Rent,E30000249,0.967
2014,Rent,E30000250,1.051
2014,Rent,E30000253,0.945
2014,Rent,E30000254,0.931
2014,Rent,E30000255,0.935
2014,Rent,E30000256,1.022
2014,Rent,E30000257,1.07
2014,Rent,E30000260,1.023
2014,Rent,E30000261,1.005
2014,Rent,E30000262,1.103
2014,Rent,E30000264,1.781
2014,Rent,E30000266,0.95
2014,Rent,E30000267,0.746
2014,Rent,E30000268,1.462
2014,Rent,E30000271,1.133
2014,Rent,E30000272,1.221
2014,Rent,E30000273,1.032
2014,Rent,E30000275,0.952
2014,Rent,E30000276,1.059
2014,Rent,E30000278,0.954
2014,Rent,E30000279,0.884
2014,Rent,E30000280,1.06
2014,Rent,E30000281,0.974
2014,Rent,E30000283,1.19
2014,Rent,E30000284,1.042
2014,Rent,E30000285,0.843
2014,Rent,E30000287,1.196
2014,Rent,E30000288,0.947
2014,Rent,E30000289,0.996
2014,Rent,E30000291,0.935
2014,Rent,E30000292,0.978
2014,Rent,E30000294,0.868
2014,Rent,K01000005,1.002
2014,Rent,K01000011,1.273
2014,Rent,K01000013,0.831
2014,Rent,S22000047,1.173
2014,Rent,S22000051,1.969
2014,Rent,S22000054,1.238
2014,Rent,S22000055,2.447
2014,Rent,S22000056,1.324
2014,Rent,S22000057,1.33
2014,Rent,S22000059,1.218
2014,Rent,S22000060,1.107
2014,Rent,S22000061,1.24
2014,Rent,S22000063,2.001
2014,Rent,S22000065,1.652
2014,Rent,S22000068,1.413
2014,Rent,S22000069,1.728
2014,Rent,S22000070,1.738
2014,Rent,S22000071,1.451
2014,Rent,S22000074,0.845
2014,Rent,S22000085,1.357
2014,Rent,W22000003,0.704
2014,Rent,W22000009,0.893
2014,Rent,W22000015,1.035
2014,Rent,W22000021,0.838
2014,Rent,W22000022,0.985
2014,Rent,W22000024,0.703
2014,Rent,W22000026,1.558
2014,Rent,W22000028,0.809
2014,Rent,W22000029,1.241
2014,Rent,W22000031,1.74
2014,Rent,W22000032,0.664
2014,Rent,W22000034,1.291
2014,Sale,E30000004,1.159
2014,Sale,E30000018,1.006
2014,Sale,E30000029,1.07
2014,Sale,E30000046,1.336
2014,Sale,E30000054,0.934
2014,Sale,E30000061,1.227
2014,Sale,E30000070,1.089
2014,Sale,E30000076,1.241
2014,Sale,E30000093,0.913
2014,Sale,E30000108,1.03
2014,Sale,E30000124,1.461
2014,Sale,E30000135,1.201
2014,Sale,E30000159,1.203
2014,Sale,E30000160,1.294
2014,Sale,E30000162,1.558
2014,Sale,E30000164,1.92
2014,Sale,E30000165,1.621
2014,Sale,E30000166,1.346
2014,Sale,E30000167,1.764
2014,Sale,E30000168,0.956
2014,Sale,E30000169,1.486
2014,Sale,E30000170,0.699
2014,Sale,E30000171,1.025
2014,Sale,E30000173,0.867
2014,Sale,E30000174,0.843
2014,Sale,E30000175,1.619
2014,Sale,E30000179,1.726
2014,Sale,E30000180,1.338
2014,Sale,E30000182,0.95
2014,Sale,E30000183,0.945
2014,Sale,E30000184,1.314
2014,Sale,E30000186,1.545
2014,Sale,E30000187,1.217
2014,Sale,E30000188,1.346
2014,Sale,E30000189,1.429
2014,Sale,E30000190,1.05
2014,Sale,E30000191,1.113
2014,Sale,E30000192,1.135
2014,Sale,E30000193,1.284
2014,Sale,E30000195,1.392
2014,Sale,E30000196,1.362
2014,Sale,E30000197,1.284
2014,Sale,E30000198,1.945
2014,Sale,E30000199,0.931
2014,Sale,E30000200,1.231
2014,Sale,E30000201,0.809
2014,Sale,E30000202,1.084
2014,Sale,E30000203,0.783
2014,Sale,E30000204,1.144
2014,Sale,E30000205,1.055
2014,Sale,E30000206,1.242
2014,Sale,E30000208,1.16
2014,Sale,E30000209,0.956
2014,Sale,E30000210,1.453
2014,Sale,E30000211,1.086
2014,Sale,E30000212,1.598
2014,Sale,E30000215,0.484
2014,Sale,E30000216,1.598
2014,Sale,E30000218,1.332
2014,Sale,E30000219,1.107
2014,Sale,E30000220,0.97
2014,Sale,E30000221,0.949
2014,Sale,E30000222,1.304
2014,Sale,E30000224,0.975
2014,Sale,E30000225,1.79
2014,Sale,E30000226,1.159
2014,Sale,E30000228,1.591
2014,Sale,E30000229,1.311
2014,Sale,E30000230,1.168
2014,Sale,E30000231,1.211
2014,Sale,E30000233,1.08
2014,Sale,E30000234,2.042
2014,Sale,E30000237,1.453
2014,Sale,E30000239,1.287
2014,Sale,E30000240,0.875
2014,Sale,E30000241,1.137
2014,Sale,E30000242,1.352
2014,Sale,E30000243,1.725
2014,Sale,E30000244,1.894
2014,Sale,E30000245,0.809
2014,Sale,E30000247,1.125
2014,Sale,E30000248,1.601
2014,Sale,E30000249,1.506
2014,Sale,E30000250,1.488
2014,Sale,E30000253,1.196
2014,Sale,E30000254,1.23
2014,Sale,E30000255,0.8
2014,Sale,E30000256,2.031
2014,Sale,E30000257,1.849
2014,Sale,E30000260,0.876
2014,Sale,E30000261,1.08
2014,Sale,E30000262,1.374
2014,Sale,E30000264,1.8
2014,Sale,E30000266,1.962
2014,Sale,E30000267,1.455
2014,Sale,E30000268,1.474
2014,Sale,E30000271,0.935
2014,Sale,E30000272,1.452
2014,Sale,E30000273,0.982
2014,Sale,E30000275,0.718
2014,Sale,E30000276,1.346
2014,Sale,E30000278,0.927
2014,Sale,E30000279,1.248
2014,Sale,E30000280,1.459
2014,Sale,E30000281,1.34
2014,Sale,E30000283,0.949
2014,Sale,E30000284,0.972
2014,Sale,E30000285,0.921
2014,Sale,E30000287,1.421
2014,Sale,E30000288,1.039
2014,Sale,E30000289,1.358
2014,Sale,E30000291,0.941
2014,Sale,E30000292,1.171
2014,Sale,E30000294,1.372
2014,Sale,K01000005,1.411
2014,Sale,K01000011,1.327
2014,Sale,K01000013,1.132
2014,Sale,S22000035,0.866
2014,Sale,S22000047,1.345
2014,Sale,S22000051,1.517
2014,Sale,S22000054,2.248
2014,Sale,S22000055,1.967
2014,Sale,S22000056,2.084
2014,Sale,S22000057,1.545
2014,Sale,S22000059,1.526
2014,Sale,S22000060,2.396
2014,Sale,S22000061,1.807
2014,Sale,S22000063,2.441
2014,Sale,S22000065,3.035
2014,Sale,S22000068,2.675
2014,Sale,S22000069,1.973
2014,Sale,S22000070,1.542
2014,Sale,S22000071,1.892
2014,Sale,S22000074,1.312
2014,Sale,S22000085,1.51
2014,Sale,W22000003,0.614
2014,Sale,W22000009,1.495
2014,Sale,W22000015,1.861
2014,Sale,W22000021,1.623
2014,Sale,W22000022,1.947
2014,Sale,W22000024,1.028
2014,Sale,W22000026,1.27
2014,Sale,W22000028,1.227
2014,Sale,W22000029,0.971
2014,Sale,W22000031,1.372
2014,Sale,W22000032,0.762
2014,Sale,W22000034,1.117
2015,Rent,E30000004,1.84
2015,Rent,E30000018,1.304
2015,Rent,E30000029,1.186
2015,Rent,E30000046,1.361
2015,Rent,E30000054,1.595
2015,Rent,E30000061,1.358
2015,Rent,E30000070,1.205
2015,Rent,E30000076,2.15
2015,Rent,E30000093,1.305
2015,Rent,E30000108,1.288
2015,Rent,E30000124,1.168
2015,Rent,E30000135,1.373
2015,Rent,E30000159,1.211
2015,Rent,E30000160,1.714
2015,Rent,E30000162,1.368
2015,Rent,E30000164,1.661
2015,Rent,E30000165,1.501
2015,Rent,E30000166,1.819
2015,Rent,E30000167,1.201
2015,Rent,E30000168,1.4
2015,Rent,E30000169,1.278
2015,Rent,E30000170,1.003
2015,Rent,E30000171,1.447
2015,Rent,E30000173,0.767
2015,Rent,E30000174,0.753
2015,Rent,E30000175,1.497
2015,Rent,E30000179,1.279
2015,Rent,E30000180,1.528
2015,Rent,E30000182,1.361
2015,Rent,E30000183,0.952
2015,Rent,E30000184,1.287
2015,Rent,E30000186,1.76
2015,Rent,E30000187,0.959
2015,Rent,E30000188,1.823
2015,Rent,E30000189,1.063
2015,Rent,E30000190,1.43
2015,Rent,E30000191,1.263
2015,Rent,E30000192,1.432
2015,Rent,E30000193,1.56
2015,Rent,E30000195,1.55
2015,Rent,E30000196,1.262
2015,Rent,E30000197,1.085
2015,Rent,E30000198,2.103
2015,Rent,E30000199,1.07
2015,Rent,E30000200,0.976
2015,Rent,E30000201,0.958
2015,Rent,E30000202,1.182
2015,Rent,E30000203,0.842
2015,Rent,E30000204,1.612
2015,Rent,E30000205,1.026
2015,Rent,E30000206,1.217
2015,Rent,E30000208,1.489
2015,Rent,E30000209,0.859
2015,Rent,E30000210,1.152
2015,Rent,E30000211,1.701
2015,Rent,E30000212,1.532
2015,Rent,E30000215,0.798
2015,Rent,E30000216,1.128
2015,Rent,E30000218,1.221
2015,Rent,E30000219,1.18
2015,Rent,E30000220,1.287
2015,Rent,E30000221,1.228
2015,Rent,E30000222,1.383
2015,Rent,E30000224,1.35
2015,Rent,E30000225,1.66
2015,Rent,E30000226,1.064
2015,Rent,E30000228,1.498
2015,Rent,E30000229,1.144
2015,Rent,E30000230,1.207
2015,Rent,E30000231,1.287
2015,Rent,E30000233,1.25
2015,Rent,E30000234,1.032
2015,Rent,E30000237,1.637
2015,Rent,E30000239,1.625
2015,Rent,E30000240,1.141
2015,Rent,E30000241,1.259
2015,Rent,E30000242,1.738
2015,Rent,E30000243,2.254
2015,Rent,E30000244,1.71
2015,Rent,E30000245,0.72
2015,Rent,E30000247,1.546
2015,Rent,E30000248,1.906
2015,Rent,E30000249,1.189
2015,Rent,E30000250,1.389
2015,Rent,E30000253,0.998
2015,Rent,E30000254,1.117
2015,Rent,E30000255,1.235
2015,Rent,E30000256,1.264
2015,Rent,E30000257,1.276
2015,Rent,E30000260,1.448
2015,Rent,E30000261,1.155
2015,Rent,E30000262,1.359
2015,Rent,E30000264,1.647
2015,Rent,E30000266,1.122
2015,Rent,E30000267,1.048
2015,Rent,E30000268,1.731
2015,Rent,E30000271,0.968
2015,Rent,E30000272,1.699
2015,Rent,E30000273,1.326
2015,Rent,E30000275,0.933
2015,Rent,E30000276,1.403
2015,Rent,E30000278,1.21
2015,Rent,E30000279,1.358
2015,Rent,E30000280,1.395
2015,Rent,E30000281,1.362
2015,Rent,E30000283,1.29
2015,Rent,E30000284,1.283
2015,Rent,E30000285,1.428
2015,Rent,E30000287,1.559
2015,Rent,E30000288,1.24
2015,Rent,E30000289,1.094
2015,Rent,E30000291,0.984
2015,Rent,E30000292,1.315
2015,Rent,E30000294,1.173
2015,Rent,K01000005,1.076
2015,Rent,K01000011,1.44
2015,Rent,K01000013,0.988
2015,Rent,S22000047,1.238
2015,Rent,S22000051,2.242
2015,Rent,S22000054,1.726
2015,Rent,S22000055,2.423
2015,Rent,S22000056,1.172
2015,Rent,S22000057,1.534
2015,Rent,S22000059,1.918
2015,Rent,S22000060,0.981
2015,Rent,S22000061,1.48
2015,Rent,S22000063,3.122
2015,Rent,S22000065,2.347
2015,Rent,S22000068,2.143
2015,Rent,S22000069,2.001
2015,Rent,S22000070,1.929
2015,Rent,S22000071,1.821
2015,Rent,S22000074,1.185
2015,Rent,S22000085,1.708
2015,Rent,W22000003,1.187
2015,Rent,W22000009,1.135
2015,Rent,W22000015,1.93
2015,Rent,W22000021,1.138
2015,Rent,W22000022,1.08
2015,Rent,W22000024,0.833
2015,Rent,W22000026,2.602
2015,Rent,W22000028,0.895
2015,Rent,W22000029,1.518
2015,Rent,W22000031,2.06
2015,Rent,W22000032,0.744
2015,Rent,W22000034,1.897
2015,Sale,E30000004,1.857
2015,Sale,E30000018,1.545
2015,Sale,E30000029,1.758
2015,Sale,E30000046,1.703
2015,Sale,E30000054,1.338
2015,Sale,E30000061,1.892
2015,Sale,E30000070,1.605
2015,Sale,E30000076,1.355
2015,Sale,E30000093,1.429
2015,Sale,E30000108,1.748
2015,Sale,E30000124,1.721
2015,Sale,E30000135,1.665
2015,Sale,E30000159,1.693
2015,Sale,E30000160,1.898
2015,Sale,E30000162,2.125
2015,Sale,E30000164,2.78
2015,Sale,E30000165,2.293
2015,Sale,E30000166,2.534
2015,Sale,E30000167,2.203
2015,Sale,E30000168,1.319
2015,Sale,E30000169,2.453
2015,Sale,E30000170,1.038
2015,Sale,E30000171,1.415
2015,Sale,E30000173,1.292
2015,Sale,E30000174,1.157
2015,Sale,E30000175,2.239
2015,Sale,E30000179,2.578
2015,Sale,E30000180,2.343
2015,Sale,E30000182,1.443
2015,Sale,E30000183,1.298
2015,Sale,E30000184,1.691
2015,Sale,E30000186,2.325
2015,Sale,E30000187,1.666
2015,Sale,E30000188,2.131
2015,Sale,E30000189,2.076
2015,Sale,E30000190,1.701
2015,Sale,E30000191,1.504
2015,Sale,E30000192,1.481
2015,Sale,E30000193,2.071
2015,Sale,E30000195,2.172
2015,Sale,E30000196,2.012
2015,Sale,E30000197,1.658
2015,Sale,E30000198,2.445
2015,Sale,E30000199,1.56
2015,Sale,E30000200,1.713
2015,Sale,E30000201,1.214
2015,Sale,E30000202,1.972
2015,Sale,E30000203,1.144
2015,Sale,E30000204,1.693
2015,Sale,E30000205,1.483
2015,Sale,E30000206,1.768
2015,Sale,E30000208,1.601
2015,Sale,E30000209,1.352
2015,Sale,E30000210,2.023
2015,Sale,E30000211,1.595
2015,Sale,E30000212,2.276
2015,Sale,E30000215,0.906
2015,Sale,E30000216,2.227
2015,Sale,E30000218,2.292
2015,Sale,E30000219,1.71
2015,Sale,E30000220,1.34
2015,Sale,E30000221,1.576
2015,Sale,E30000222,1.741
2015,Sale,E30000224,1.524
2015,Sale,E30000225,2.297
2015,Sale,E30000226,1.536
2015,Sale,E30000228,2.172
2015,Sale,E30000229,2.12
2015,Sale,E30000230,1.803
2015,Sale,E30000231,1.705
2015,Sale,E30000233,1.635
2015,Sale,E30000234,3.379
2015,Sale,E30000237,2.488
2015,Sale,E30000239,2.092
2015,Sale,E30000240,1.312
2015,Sale,E30000241,1.807
2015,Sale,E30000242,2.179
2015,Sale,E30000243,2.938
2015,Sale,E30000244,2.985
2015,Sale,E30000245,1.266
2015,Sale,E30000247,1.802
2015,Sale,E30000248,2.169
2015,Sale,E30000249,2.145
2015,Sale,E30000250,2.048
2015,Sale,E30000253,1.602
2015,Sale,E30000254,1.807
2015,Sale,E30000255,1.162
2015,Sale,E30000256,3.309
2015,Sale,E30000257,2.518
2015,Sale,E30000260,1.381
2015,Sale,E30000261,1.774
2015,Sale,E30000262,1.745
2015,Sale,E30000264,2.157
2015,Sale,E30000266,3.2
2015,Sale,E30000267,2.09
2015,Sale,E30000268,2.306
2015,Sale,E30000271,1.388
2015,Sale,E30000272,2.434
2015,Sale,E30000273,1.489
2015,Sale,E30000275,1.204
2015,Sale,E30000276,2.115
2015,Sale,E30000278,1.2
2015,Sale,E30000279,1.825
2015,Sale,E30000280,1.838
2015,Sale,E30000281,2.049
2015,Sale,E30000283,1.425
2015,Sale,E30000284,1.393
2015,Sale,E30000285,1.456
2015,Sale,E30000287,2.279
2015,Sale,E30000288,1.498
2015,Sale,E30000289,1.881
2015,Sale,E30000291,1.413
2015,Sale,E30000292,1.747
2015,Sale,E30000294,1.845
2015,Sale,K01000005,1.842
2015,Sale,K01000011,1.801
2015,Sale,K01000013,1.805
2015,Sale,S22000035,2.072
2015,Sale,S22000039,2.148
2015,Sale,S22000047,1.358
2015,Sale,S22000051,2.626
2015,Sale,S22000054,3.534
2015,Sale,S22000055,2.956
2015,Sale,S22000056,2.661
2015,Sale,S22000057,2.61
2015,Sale,S22000059,2.559
2015,Sale,S22000060,2.664
2015,Sale,S22000061,3.007
2015,Sale,S22000063,2.953
2015,Sale,S22000065,5.515
2015,Sale,S22000068,3.383
2015,Sale,S22000069,3.2
2015,Sale,S22000070,2.799
