unit_cd,unit_nm,year,tenure,leaving_pct,mean_km,enq
E30000240,Mansfield,2022,Sale,40.43,58.5,36262
E30000240,Mansfield,2023,Sale,42.76,58.4,24800
E30000240,Mansfield,2024,Sale,40.7,57.2,25627
E30000240,Mansfield,2025,Sale,40.0,66.7,24437
E30000241,Margate and Ramsgate,2016,Rent,33.59,136.0,10001
E30000241,Margate and Ramsgate,2017,Rent,36.75,127.8,8863
E30000241,Margate and Ramsgate,2018,Rent,32.65,117.7,22538
E30000241,Margate and Ramsgate,2019,Rent,35.98,113.8,21444
E30000241,Margate and Ramsgate,2020,Rent,39.93,123.8,31436
E30000241,Margate and Ramsgate,2021,Rent,41.86,125.7,39542
E30000241,Margate and Ramsgate,2022,Rent,37.1,140.5,43096
E30000241,Margate and Ramsgate,2023,Rent,35.03,143.2,47707
E30000241,Margate and Ramsgate,2024,Rent,35.03,142.1,35735
E30000241,Margate and Ramsgate,2025,Rent,36.19,139.4,30376
E30000241,Margate and Ramsgate,2016,Sale,38.23,168.7,15557
E30000241,Margate and Ramsgate,2017,Sale,43.54,188.2,17098
E30000241,Margate and Ramsgate,2018,Sale,38.22,161.7,14641
E30000241,Margate and Ramsgate,2019,Sale,38.31,164.0,13766
E30000241,Margate and Ramsgate,2020,Sale,35.59,159.7,20392
E30000241,Margate and Ramsgate,2021,Sale,37.95,173.3,27765
E30000241,Margate and Ramsgate,2022,Sale,40.99,177.3,23307
E30000241,Margate and Ramsgate,2023,Sale,37.89,164.0,16347
E30000241,Margate and Ramsgate,2024,Sale,34.53,167.4,17794
E30000241,Margate and Ramsgate,2025,Sale,34.38,161.1,17822
E30000242,Medway,2016,Rent,30.78,95.8,28642
E30000242,Medway,2017,Rent,40.32,96.0,28914
E30000242,Medway,2018,Rent,35.3,98.3,63757
E30000242,Medway,2019,Rent,35.03,102.3,71985
E30000242,Medway,2020,Rent,35.1,105.6,106464
E30000242,Medway,2021,Rent,38.98,111.9,124542
E30000242,Medway,2022,Rent,41.14,115.1,148396
E30000242,Medway,2023,Rent,40.06,113.2,157086
E30000242,Medway,2024,Rent,40.9,114.8,127447
E30000242,Medway,2025,Rent,42.51,114.5,88586
E30000242,Medway,2016,Sale,35.61,127.8,62992
E30000242,Medway,2017,Sale,38.46,133.0,61565
E30000242,Medway,2018,Sale,37.24,133.3,59033
E30000242,Medway,2019,Sale,35.08,132.5,53873
E30000242,Medway,2020,Sale,35.16,127.3,85065
E30000242,Medway,2021,Sale,35.42,142.0,111100
E30000242,Medway,2022,Sale,35.93,137.1,96592
E30000242,Medway,2023,Sale,35.71,144.2,63330
E30000242,Medway,2024,Sale,34.26,137.8,73810
E30000242,Medway,2025,Sale,32.56,116.8,72357
E30000243,Milton Keynes,2016,Rent,40.72,92.4,23698
E30000243,Milton Keynes,2017,Rent,52.38,102.5,25531
E30000243,Milton Keynes,2018,Rent,46.08,104.9,54772
E30000243,Milton Keynes,2019,Rent,46.92,108.4,59581
E30000243,Milton Keynes,2020,Rent,44.75,102.8,75746
E30000243,Milton Keynes,2021,Rent,51.13,108.9,103723
E30000243,Milton Keynes,2022,Rent,48.22,107.3,132302
E30000243,Milton Keynes,2023,Rent,44.13,98.5,137342
E30000243,Milton Keynes,2024,Rent,43.79,94.3,100283
E30000243,Milton Keynes,2025,Rent,40.48,95.4,78809
E30000243,Milton Keynes,2016,Sale,54.28,123.0,49824
E30000243,Milton Keynes,2017,Sale,55.98,122.5,52516
E30000243,Milton Keynes,2018,Sale,51.16,117.9,45199
E30000243,Milton Keynes,2019,Sale,45.48,113.1,41924
E30000243,Milton Keynes,2020,Sale,45.13,112.2,66540
E30000243,Milton Keynes,2021,Sale,43.22,107.4,77677
E30000243,Milton Keynes,2022,Sale,42.71,101.6,71064
E30000243,Milton Keynes,2023,Sale,41.77,105.5,47098
E30000243,Milton Keynes,2024,Sale,39.61,102.2,53783
E30000243,Milton Keynes,2025,Sale,39.84,96.2,47316
E30000244,Newbury,2016,Rent,53.3,76.6,9822
E30000244,Newbury,2017,Rent,57.0,82.3,10180
E30000244,Newbury,2018,Rent,53.53,79.5,21817
E30000244,Newbury,2019,Rent,54.77,85.3,24329
E30000244,Newbury,2020,Rent,57.36,82.6,30114
E30000244,Newbury,2021,Rent,57.72,89.1,37447
E30000244,Newbury,2022,Rent,57.54,82.6,46907
E30000244,Newbury,2023,Rent,54.82,75.7,48145
E30000244,Newbury,2024,Rent,55.3,88.3,38100
E30000244,Newbury,2025,Rent,57.72,81.7,32961
E30000244,Newbury,2016,Sale,66.53,94.8,24577
E30000244,Newbury,2017,Sale,65.14,100.8,22172
E30000244,Newbury,2018,Sale,62.61,102.6,18716
E30000244,Newbury,2019,Sale,60.32,95.9,19142
E30000244,Newbury,2020,Sale,60.6,94.9,28179
E30000244,Newbury,2021,Sale,59.91,96.3,34270
E30000244,Newbury,2022,Sale,57.28,93.0,32590
E30000244,Newbury,2023,Sale,59.76,99.6,21921
E30000244,Newbury,2024,Sale,55.46,90.8,24457
E30000244,Newbury,2025,Sale,51.55,83.6,22576
E30000245,Newcastle,2016,Rent,24.15,201.7,27048
E30000245,Newcastle,2017,Rent,24.42,203.8,38501
E30000245,Newcastle,2018,Rent,22.62,197.0,81973
E30000245,Newcastle,2019,Rent,22.29,199.0,87944
E30000245,Newcastle,2020,Rent,22.21,164.3,126734
E30000245,Newcastle,2021,Rent,25.38,190.1,155421
E30000245,Newcastle,2022,Rent,26.95,186.8,210329
E30000245,Newcastle,2023,Rent,25.49,181.4,236738
E30000245,Newcastle,2024,Rent,23.78,180.9,189952
E30000245,Newcastle,2025,Rent,25.92,170.7,141778
E30000245,Newcastle,2016,Sale,24.41,113.0,42438
E30000245,Newcastle,2017,Sale,23.25,112.8,49350
E30000245,Newcastle,2018,Sale,22.56,108.9,49786
E30000245,Newcastle,2019,Sale,21.59,104.4,51825
E30000245,Newcastle,2020,Sale,24.09,110.5,84536
E30000245,Newcastle,2021,Sale,24.3,97.0,109377
E30000245,Newcastle,2022,Sale,22.62,88.7,102691
E30000245,Newcastle,2023,Sale,21.23,87.2,79267
E30000245,Newcastle,2024,Sale,20.91,88.6,85093
E30000245,Newcastle,2025,Sale,20.95,85.8,81452
E30000247,Northampton,2016,Rent,44.94,81.7,18858
E30000247,Northampton,2017,Rent,47.41,94.9,20201
E30000247,Northampton,2018,Rent,38.76,87.8,42130
E30000247,Northampton,2019,Rent,41.84,93.2,46779
E30000247,Northampton,2020,Rent,36.86,84.3,76137
E30000247,Northampton,2021,Rent,37.83,89.8,98911
E30000247,Northampton,2022,Rent,38.37,90.8,131654
E30000247,Northampton,2023,Rent,40.25,98.0,137627
E30000247,Northampton,2024,Rent,37.68,87.2,109741
E30000247,Northampton,2025,Rent,39.72,94.4,78092
E30000247,Northampton,2016,Sale,42.57,101.9,38616
E30000247,Northampton,2017,Sale,46.2,107.8,38233
E30000247,Northampton,2018,Sale,42.01,109.8,36748
E30000247,Northampton,2019,Sale,42.51,110.2,37005
E30000247,Northampton,2020,Sale,42.99,108.7,60535
E30000247,Northampton,2021,Sale,41.38,106.5,79701
E30000247,Northampton,2022,Sale,41.25,101.6,71494
E30000247,Northampton,2023,Sale,41.24,104.2,44082
E30000247,Northampton,2024,Sale,40.82,95.6,49739
E30000247,Northampton,2025,Sale,38.74,96.3,47849
E30000248,Norwich,2016,Rent,25.14,134.4,22019
E30000248,Norwich,2017,Rent,24.84,142.2,26386
E30000248,Norwich,2018,Rent,22.89,127.6,55308
E30000248,Norwich,2019,Rent,24.28,128.6,55467
E30000248,Norwich,2020,Rent,24.8,127.1,82755
E30000248,Norwich,2021,Rent,25.78,131.0,108871
E30000248,Norwich,2022,Rent,25.67,149.7,139075
E30000248,Norwich,2023,Rent,26.81,130.8,146237
E30000248,Norwich,2024,Rent,25.69,132.6,113205
E30000248,Norwich,2025,Rent,30.63,145.8,80143
E30000248,Norwich,2016,Sale,30.22,119.9,38493
E30000248,Norwich,2017,Sale,33.78,126.9,41026
E30000248,Norwich,2018,Sale,30.15,121.4,37309
E30000248,Norwich,2019,Sale,29.0,112.1,36747
E30000248,Norwich,2020,Sale,28.56,108.6,56979
E30000248,Norwich,2021,Sale,28.13,105.0,71048
E30000248,Norwich,2022,Sale,29.94,114.3,65057
E30000248,Norwich,2023,Sale,29.49,128.6,44782
E30000248,Norwich,2024,Sale,26.37,114.3,46975
E30000248,Norwich,2025,Sale,25.84,95.6,42581
E30000249,Nottingham,2016,Rent,22.43,97.7,41764
E30000249,Nottingham,2017,Rent,24.29,106.3,53708
E30000249,Nottingham,2018,Rent,22.76,96.8,128186
E30000249,Nottingham,2019,Rent,22.12,92.2,138135
E30000249,Nottingham,2020,Rent,23.42,85.5,209565
E30000249,Nottingham,2021,Rent,24.26,91.7,299435
E30000249,Nottingham,2022,Rent,26.16,98.0,379386
E30000249,Nottingham,2023,Rent,26.81,95.9,382863
E30000249,Nottingham,2024,Rent,26.7,93.9,293888
E30000249,Nottingham,2025,Rent,28.3,100.7,221084
E30000249,Nottingham,2016,Sale,27.35,91.7,68697
E30000249,Nottingham,2017,Sale,26.84,90.4,76258
E30000249,Nottingham,2018,Sale,25.37,83.4,74772
E30000249,Nottingham,2019,Sale,25.03,83.8,74829
E30000249,Nottingham,2020,Sale,27.25,88.1,118719
E30000249,Nottingham,2021,Sale,27.66,78.2,163701
E30000249,Nottingham,2022,Sale,27.5,79.0,159216
E30000249,Nottingham,2023,Sale,27.21,82.4,107830
E30000249,Nottingham,2024,Sale,25.77,79.4,105556
E30000249,Nottingham,2025,Sale,25.54,78.5,98099
E30000250,Oxford,2016,Rent,36.05,107.1,34817
E30000250,Oxford,2017,Rent,38.11,108.5,54663
E30000250,Oxford,2018,Rent,35.62,113.9,97837
E30000250,Oxford,2019,Rent,34.88,111.3,98569
E30000250,Oxford,2020,Rent,35.19,117.8,131906
E30000250,Oxford,2021,Rent,40.78,118.8,173390
E30000250,Oxford,2022,Rent,38.49,117.1,220611
E30000250,Oxford,2023,Rent,37.86,118.4,222879
E30000250,Oxford,2024,Rent,40.21,118.0,177101
E30000250,Oxford,2025,Rent,41.85,118.2,144611
E30000250,Oxford,2016,Sale,48.71,130.9,69297
E30000250,Oxford,2017,Sale,49.98,136.4,70421
E30000250,Oxford,2018,Sale,43.88,134.7,61160
E30000250,Oxford,2019,Sale,39.89,133.6,61790
E30000250,Oxford,2020,Sale,38.54,138.7,98383
E30000250,Oxford,2021,Sale,41.41,135.4,118707
E30000250,Oxford,2022,Sale,42.11,129.8,113731
E30000250,Oxford,2023,Sale,40.41,130.6,85465
E30000250,Oxford,2024,Sale,34.79,123.0,88201
E30000250,Oxford,2025,Sale,34.46,127.4,81300
E30000253,Plymouth,2016,Rent,30.42,179.8,9734
E30000253,Plymouth,2017,Rent,35.56,227.3,14220
E30000253,Plymouth,2018,Rent,31.15,186.6,28794
E30000253,Plymouth,2019,Rent,29.72,184.3,31090
E30000253,Plymouth,2020,Rent,27.86,186.3,48544
E30000253,Plymouth,2021,Rent,26.95,181.0,66866
E30000253,Plymouth,2022,Rent,27.62,187.7,93241
E30000253,Plymouth,2023,Rent,23.24,182.7,104342
E30000253,Plymouth,2024,Rent,21.14,188.4,91326
E30000253,Plymouth,2025,Rent,25.4,172.8,61717
E30000253,Plymouth,2016,Sale,34.41,158.8,20328
E30000253,Plymouth,2017,Sale,34.47,149.4,22997
E30000253,Plymouth,2018,Sale,29.71,146.2,21747
E30000253,Plymouth,2019,Sale,25.58,145.0,21281
E30000253,Plymouth,2020,Sale,26.62,138.8,35415
E30000253,Plymouth,2021,Sale,24.24,146.7,47018
E30000253,Plymouth,2022,Sale,21.67,145.8,45911
E30000253,Plymouth,2023,Sale,20.38,161.1,32172
E30000253,Plymouth,2024,Sale,21.38,165.0,33302
E30000253,Plymouth,2025,Sale,21.0,152.1,33345
E30000254,Portsmouth,2016,Rent,31.12,91.2,30157
E30000254,Portsmouth,2017,Rent,35.55,106.1,34573
E30000254,Portsmouth,2018,Rent,27.78,99.2,81157
E30000254,Portsmouth,2019,Rent,27.34,99.8,90828
E30000254,Portsmouth,2020,Rent,26.33,97.2,131623
E30000254,Portsmouth,2021,Rent,30.26,104.9,158914
E30000254,Portsmouth,2022,Rent,30.6,109.0,194345
E30000254,Portsmouth,2023,Rent,30.43,104.5,210734
E30000254,Portsmouth,2024,Rent,29.94,108.6,167515
E30000254,Portsmouth,2025,Rent,30.62,115.4,119747
E30000254,Portsmouth,2016,Sale,35.33,133.0,57932
E30000254,Portsmouth,2017,Sale,34.56,128.6,61305
E30000254,Portsmouth,2018,Sale,34.58,132.6,54004
E30000254,Portsmouth,2019,Sale,33.8,134.9,53416
E30000254,Portsmouth,2020,Sale,32.36,125.2,83378
E30000254,Portsmouth,2021,Sale,33.85,121.4,99994
E30000254,Portsmouth,2022,Sale,34.74,123.7,92014
E30000254,Portsmouth,2023,Sale,33.41,124.7,62080
E30000254,Portsmouth,2024,Sale,30.63,112.6,66827
E30000254,Portsmouth,2025,Sale,30.43,115.0,63687
E30000255,Preston,2016,Rent,30.22,101.9,13551
E30000255,Preston,2017,Rent,34.05,97.9,16102
E30000255,Preston,2018,Rent,31.54,87.6,32608
E30000255,Preston,2019,Rent,31.14,94.3,37894
E30000255,Preston,2020,Rent,31.7,82.0,67064
E30000255,Preston,2021,Rent,33.85,89.5,85887
E30000255,Preston,2022,Rent,35.66,88.5,108002
E30000255,Preston,2023,Rent,34.97,85.2,113744
E30000255,Preston,2024,Rent,37.39,88.7,85267
E30000255,Preston,2025,Rent,38.13,85.8,69120
E30000255,Preston,2016,Sale,39.42,80.1,21005
E30000255,Preston,2017,Sale,38.24,64.1,23797
E30000255,Preston,2018,Sale,35.66,68.8,23719
E30000255,Preston,2019,Sale,34.48,62.7,23431
E30000255,Preston,2020,Sale,34.82,56.5,42650
E30000255,Preston,2021,Sale,33.48,56.1,54713
E30000255,Preston,2022,Sale,33.07,60.4,48627
E30000255,Preston,2023,Sale,33.61,68.1,36570
E30000255,Preston,2024,Sale,31.35,67.8,38566
E30000255,Preston,2025,Sale,32.87,57.2,40435
E30000256,Reading,2016,Rent,36.22,95.1,28470
E30000256,Reading,2017,Rent,38.92,93.1,38825
E30000256,Reading,2018,Rent,34.7,86.9,81046
E30000256,Reading,2019,Rent,35.46,84.0,88303
E30000256,Reading,2020,Rent,36.57,86.8,107551
E30000256,Reading,2021,Rent,40.36,94.5,143347
E30000256,Reading,2022,Rent,39.16,101.7,212610
E30000256,Reading,2023,Rent,39.78,95.9,209652
E30000256,Reading,2024,Rent,40.29,95.8,154416
E30000256,Reading,2025,Rent,41.4,93.3,120317
E30000256,Reading,2016,Sale,49.48,91.5,65491
E30000256,Reading,2017,Sale,48.99,103.2,58853
E30000256,Reading,2018,Sale,46.79,109.1,54835
E30000256,Reading,2019,Sale,41.37,101.2,54751
E30000256,Reading,2020,Sale,45.14,100.1,89553
E30000256,Reading,2021,Sale,46.94,97.2,111599
E30000256,Reading,2022,Sale,44.21,99.5,120574
E30000256,Reading,2023,Sale,40.86,99.6,81836
E30000256,Reading,2024,Sale,40.71,87.9,86709
E30000256,Reading,2025,Sale,41.84,88.8,76431
E30000257,Redruth and Truro,2016,Rent,33.51,262.9,16178
E30000257,Redruth and Truro,2017,Rent,35.27,278.0,19157
E30000257,Redruth and Truro,2018,Rent,27.43,260.6,41870
E30000257,Redruth and Truro,2019,Rent,26.66,262.7,44056
E30000257,Redruth and Truro,2020,Rent,26.77,255.9,69390
E30000257,Redruth and Truro,2021,Rent,29.48,263.7,100444
E30000257,Redruth and Truro,2022,Rent,25.91,268.6,125790
E30000257,Redruth and Truro,2023,Rent,23.66,264.0,136550
E30000257,Redruth and Truro,2024,Rent,23.36,260.6,119398
E30000257,Redruth and Truro,2025,Rent,23.48,264.1,87636
E30000257,Redruth and Truro,2016,Sale,28.99,266.4,38034
E30000257,Redruth and Truro,2017,Sale,28.85,269.6,38985
E30000257,Redruth and Truro,2018,Sale,27.66,279.3,40313
E30000257,Redruth and Truro,2019,Sale,25.04,266.8,37681
E30000257,Redruth and Truro,2020,Sale,21.11,263.9,56987
E30000257,Redruth and Truro,2021,Sale,22.01,251.8,73264
E30000257,Redruth and Truro,2022,Sale,23.66,265.0,65545
E30000257,Redruth and Truro,2023,Sale,21.44,264.6,49403
E30000257,Redruth and Truro,2024,Sale,22.26,262.4,51208
E30000257,Redruth and Truro,2025,Sale,19.14,267.6,47340
E30000260,Scunthorpe,2016,Rent,58.69,94.7,2711
E30000260,Scunthorpe,2017,Rent,56.67,86.7,3545
E30000260,Scunthorpe,2018,Rent,53.2,86.2,8782
E30000260,Scunthorpe,2019,Rent,47.66,91.7,10863
E30000260,Scunthorpe,2020,Rent,54.92,86.6,15939
E30000260,Scunthorpe,2021,Rent,49.66,81.4,20795
E30000260,Scunthorpe,2022,Rent,46.14,88.3,27457
E30000260,Scunthorpe,2023,Rent,49.22,86.4,26225
E30000260,Scunthorpe,2024,Rent,50.27,88.0,21820
E30000260,Scunthorpe,2025,Rent,49.51,90.6,17916
E30000260,Scunthorpe,2016,Sale,47.58,86.8,6351
E30000260,Scunthorpe,2017,Sale,43.44,93.3,6538
E30000260,Scunthorpe,2018,Sale,43.92,94.7,6961
E30000260,Scunthorpe,2019,Sale,48.35,83.7,8067
E30000260,Scunthorpe,2020,Sale,47.42,86.2,12047
E30000260,Scunthorpe,2021,Sale,44.1,77.0,14897
E30000260,Scunthorpe,2022,Sale,46.86,75.5,13900
E30000260,Scunthorpe,2023,Sale,39.77,82.2,10178
E30000260,Scunthorpe,2024,Sale,40.73,88.6,9540
E30000260,Scunthorpe,2025,Sale,40.92,72.3,10503
E30000261,Sheffield,2016,Rent,28.55,151.6,26045
E30000261,Sheffield,2017,Rent,26.28,111.4,37438
E30000261,Sheffield,2018,Rent,25.81,106.0,83121
E30000261,Sheffield,2019,Rent,24.91,100.2,91593
E30000261,Sheffield,2020,Rent,25.95,92.3,142996
E30000261,Sheffield,2021,Rent,27.23,101.0,201326
E30000261,Sheffield,2022,Rent,27.84,101.4,283057
E30000261,Sheffield,2023,Rent,30.39,98.5,282651
E30000261,Sheffield,2024,Rent,30.59,93.8,209448
E30000261,Sheffield,2025,Rent,31.45,95.0,150920
E30000261,Sheffield,2016,Sale,26.69,83.8,51207
E30000261,Sheffield,2017,Sale,25.15,78.5,57477
E30000261,Sheffield,2018,Sale,23.22,69.3,59024
E30000261,Sheffield,2019,Sale,23.74,67.4,64377
E30000261,Sheffield,2020,Sale,23.87,66.7,103058
E30000261,Sheffield,2021,Sale,23.75,62.2,143550
E30000261,Sheffield,2022,Sale,23.46,63.1,139942
E30000261,Sheffield,2023,Sale,23.41,65.8,99807
E30000261,Sheffield,2024,Sale,22.71,67.5,97327
E30000261,Sheffield,2025,Sale,24.07,66.3,95224
E30000262,Shrewsbury,2016,Rent,41.18,98.8,9551
E30000262,Shrewsbury,2017,Rent,45.13,114.1,10645
E30000262,Shrewsbury,2018,Rent,38.09,102.2,24964
E30000262,Shrewsbury,2019,Rent,38.59,97.5,28590
E30000262,Shrewsbury,2020,Rent,37.5,95.5,48757
E30000262,Shrewsbury,2021,Rent,38.65,98.0,63178
E30000262,Shrewsbury,2022,Rent,40.09,99.3,70349
E30000262,Shrewsbury,2023,Rent,35.15,98.8,82485
E30000262,Shrewsbury,2024,Rent,35.57,94.4,69255
E30000262,Shrewsbury,2025,Rent,38.86,91.0,55708
E30000262,Shrewsbury,2016,Sale,53.56,107.1,19145
E30000262,Shrewsbury,2017,Sale,50.48,112.6,20839
E30000262,Shrewsbury,2018,Sale,48.78,104.9,20417
E30000262,Shrewsbury,2019,Sale,46.72,104.3,20272
E30000262,Shrewsbury,2020,Sale,47.21,99.7,31570
E30000262,Shrewsbury,2021,Sale,50.22,96.3,36029
E30000262,Shrewsbury,2022,Sale,50.25,93.4,33165
E30000262,Shrewsbury,2023,Sale,48.46,100.6,24924
E30000262,Shrewsbury,2024,Sale,46.22,100.5,25239
E30000262,Shrewsbury,2025,Sale,41.28,96.3,24895
E30000264,Skegness and Louth,2016,Rent,53.61,106.5,3645
E30000264,Skegness and Louth,2017,Rent,59.62,128.6,3252
E30000264,Skegness and Louth,2018,Rent,50.84,104.4,9593
E30000264,Skegness and Louth,2019,Rent,49.0,110.2,10136
E30000264,Skegness and Louth,2020,Rent,51.81,102.6,15750
E30000264,Skegness and Louth,2021,Rent,54.35,103.0,17813
E30000264,Skegness and Louth,2022,Rent,54.53,109.3,20671
E30000264,Skegness and Louth,2023,Rent,55.28,102.4,18910
E30000264,Skegness and Louth,2024,Rent,56.82,99.0,16536
E30000264,Skegness and Louth,2025,Rent,46.66,95.4,15781
E30000264,Skegness and Louth,2016,Sale,56.08,136.3,8311
E30000264,Skegness and Louth,2017,Sale,62.88,127.6,8765
E30000264,Skegness and Louth,2018,Sale,57.91,126.5,7719
E30000264,Skegness and Louth,2019,Sale,56.09,116.9,7467
E30000264,Skegness and Louth,2020,Sale,49.74,113.2,10239
E30000264,Skegness and Louth,2021,Sale,51.12,120.0,12669
E30000264,Skegness and Louth,2022,Sale,56.2,118.1,11462
E30000264,Skegness and Louth,2023,Sale,52.83,113.1,7857
E30000264,Skegness and Louth,2024,Sale,52.52,113.2,7683
E30000264,Skegness and Louth,2025,Sale,45.71,108.8,7077
E30000266,Slough and Heathrow,2016,Rent,45.46,78.3,91203
E30000266,Slough and Heathrow,2017,Rent,48.9,79.2,129161
E30000266,Slough and Heathrow,2018,Rent,45.64,71.6,258705
E30000266,Slough and Heathrow,2019,Rent,45.29,69.7,294586
E30000266,Slough and Heathrow,2020,Rent,47.19,83.4,364887
E30000266,Slough and Heathrow,2021,Rent,51.77,81.4,455657
E30000266,Slough and Heathrow,2022,Rent,52.01,79.9,586824
E30000266,Slough and Heathrow,2023,Rent,52.87,80.5,600195
E30000266,Slough and Heathrow,2024,Rent,51.76,80.5,460495
E30000266,Slough and Heathrow,2025,Rent,52.11,80.9,362527
E30000266,Slough and Heathrow,2016,Sale,54.78,88.2,251969
E30000266,Slough and Heathrow,2017,Sale,56.36,97.0,228437
E30000266,Slough and Heathrow,2018,Sale,52.55,93.2,202725
E30000266,Slough and Heathrow,2019,Sale,52.57,91.2,208852
E30000266,Slough and Heathrow,2020,Sale,54.98,90.9,344040
E30000266,Slough and Heathrow,2021,Sale,56.06,94.8,394298
E30000266,Slough and Heathrow,2022,Sale,55.04,94.0,371161
E30000266,Slough and Heathrow,2023,Sale,54.05,93.0,251430
E30000266,Slough and Heathrow,2024,Sale,51.51,85.3,272867
E30000266,Slough and Heathrow,2025,Sale,51.21,87.9,223955
E30000267,Southampton,2016,Rent,34.94,110.4,31417
E30000267,Southampton,2017,Rent,33.88,106.0,45288
E30000267,Southampton,2018,Rent,30.46,102.5,91996
E30000267,Southampton,2019,Rent,29.01,103.1,102127
E30000267,Southampton,2020,Rent,29.83,104.0,146610
E30000267,Southampton,2021,Rent,32.16,114.0,187709
E30000267,Southampton,2022,Rent,31.03,109.7,240401
E30000267,Southampton,2023,Rent,29.29,113.3,267403
E30000267,Southampton,2024,Rent,30.09,118.4,200822
E30000267,Southampton,2025,Rent,33.77,117.5,140354
E30000267,Southampton,2016,Sale,38.67,111.0,67970
E30000267,Southampton,2017,Sale,37.22,114.9,65186
E30000267,Southampton,2018,Sale,36.63,113.3,60440
E30000267,Southampton,2019,Sale,33.54,115.7,58302
E30000267,Southampton,2020,Sale,35.66,117.8,87971
E30000267,Southampton,2021,Sale,34.75,114.2,109277
E30000267,Southampton,2022,Sale,34.44,116.9,105076
E30000267,Southampton,2023,Sale,34.98,124.6,72125
E30000267,Southampton,2024,Sale,32.62,111.6,73755
E30000267,Southampton,2025,Sale,31.07,118.1,69022
E30000268,Southend,2016,Rent,31.46,89.9,24625
E30000268,Southend,2017,Rent,37.53,107.4,26086
E30000268,Southend,2018,Rent,28.25,95.6,70920
E30000268,Southend,2019,Rent,28.1,91.3,74850
E30000268,Southend,2020,Rent,29.61,92.2,115552
E30000268,Southend,2021,Rent,30.98,100.5,148602
E30000268,Southend,2022,Rent,30.3,98.9,160540
E30000268,Southend,2023,Rent,29.52,106.9,189354
E30000268,Southend,2024,Rent,30.39,106.7,163864
E30000268,Southend,2025,Rent,31.06,106.4,122054
E30000268,Southend,2016,Sale,35.83,113.0,59939
E30000268,Southend,2017,Sale,36.28,145.3,59555
E30000268,Southend,2018,Sale,35.82,130.7,56255
E30000268,Southend,2019,Sale,34.71,117.6,54957
E30000268,Southend,2020,Sale,36.33,120.1,86271
E30000268,Southend,2021,Sale,37.26,114.9,102235
E30000268,Southend,2022,Sale,38.3,123.2,89548
E30000268,Southend,2023,Sale,36.54,122.8,58439
E30000268,Southend,2024,Sale,33.64,107.2,65470
E30000268,Southend,2025,Sale,33.95,106.7,63808
E30000271,Stafford,2016,Rent,40.41,85.3,4274
E30000271,Stafford,2017,Rent,53.79,96.7,5012
E30000271,Stafford,2018,Rent,44.52,87.7,10084
E30000271,Stafford,2019,Rent,43.51,85.2,11484
E30000271,Stafford,2020,Rent,41.87,78.8,17289
E30000271,Stafford,2021,Rent,47.84,77.6,21925
E30000271,Stafford,2022,Rent,47.58,86.7,28379
E30000271,Stafford,2023,Rent,44.59,81.6,31858
E30000271,Stafford,2024,Rent,44.26,80.3,25870
E30000271,Stafford,2025,Rent,43.74,81.3,20131
E30000271,Stafford,2016,Sale,44.73,86.3,8920
E30000271,Stafford,2017,Sale,45.57,91.5,9229
E30000271,Stafford,2018,Sale,45.75,79.7,10147
E30000271,Stafford,2019,Sale,44.46,79.0,9086
E30000271,Stafford,2020,Sale,46.72,84.1,14898
E30000271,Stafford,2021,Sale,50.77,80.7,17773
E30000271,Stafford,2022,Sale,50.39,83.7,16311
E30000271,Stafford,2023,Sale,45.78,93.2,11796
E30000271,Stafford,2024,Sale,45.2,82.4,12277
E30000271,Stafford,2025,Sale,45.69,82.9,12487
E30000272,Stevenage and Welwyn Garden City,2016,Rent,45.98,84.6,14962
E30000272,Stevenage and Welwyn Garden City,2017,Rent,47.46,81.5,18880
E30000272,Stevenage and Welwyn Garden City,2018,Rent,46.02,79.9,39014
E30000272,Stevenage and Welwyn Garden City,2019,Rent,46.18,79.2,40790
E30000272,Stevenage and Welwyn Garden City,2020,Rent,48.24,76.9,60528
E30000272,Stevenage and Welwyn Garden City,2021,Rent,49.57,81.1,80948
E30000272,Stevenage and Welwyn Garden City,2022,Rent,50.09,81.6,105685
E30000272,Stevenage and Welwyn Garden City,2023,Rent,52.52,87.1,121186
E30000272,Stevenage and Welwyn Garden City,2024,Rent,52.69,87.7,92873
E30000272,Stevenage and Welwyn Garden City,2025,Rent,50.93,83.9,64906
E30000272,Stevenage and Welwyn Garden City,2016,Sale,55.18,94.8,36524
E30000272,Stevenage and Welwyn Garden City,2017,Sale,56.59,99.0,36963
E30000272,Stevenage and Welwyn Garden City,2018,Sale,53.43,98.4,32964
E30000272,Stevenage and Welwyn Garden City,2019,Sale,51.25,97.7,32333
E30000272,Stevenage and Welwyn Garden City,2020,Sale,53.12,92.5,55221
E30000272,Stevenage and Welwyn Garden City,2021,Sale,56.17,89.5,58631
E30000272,Stevenage and Welwyn Garden City,2022,Sale,57.69,100.7,53230
E30000272,Stevenage and Welwyn Garden City,2023,Sale,54.31,95.6,36600
E30000272,Stevenage and Welwyn Garden City,2024,Sale,50.81,87.1,41515
E30000272,Stevenage and Welwyn Garden City,2025,Sale,47.05,85.6,39126
E30000273,Stoke-on-Trent,2016,Rent,37.42,89.2,12438
E30000273,Stoke-on-Trent,2017,Rent,38.04,100.0,14094
E30000273,Stoke-on-Trent,2018,Rent,30.51,87.8,36756
E30000273,Stoke-on-Trent,2019,Rent,30.3,85.8,41320
