unit_cd,unit_nm,year,tenure,leaving_pct,mean_km,enq
E30000209,Gloucester,2019,Sale,41.22,98.1,22424
E30000209,Gloucester,2020,Sale,42.92,99.9,34272
E30000209,Gloucester,2021,Sale,42.81,95.0,42264
E30000209,Gloucester,2022,Sale,40.8,91.9,38394
E30000209,Gloucester,2023,Sale,38.48,94.1,30162
E30000209,Gloucester,2024,Sale,36.73,96.8,32851
E30000209,Gloucester,2025,Sale,37.58,83.1,31127
E30000210,Great Yarmouth,2016,Rent,44.8,98.3,3567
E30000210,Great Yarmouth,2017,Rent,58.93,115.6,3173
E30000210,Great Yarmouth,2018,Rent,48.33,94.4,8302
E30000210,Great Yarmouth,2019,Rent,40.66,94.3,9795
E30000210,Great Yarmouth,2020,Rent,38.46,90.8,17351
E30000210,Great Yarmouth,2021,Rent,41.07,107.7,24027
E30000210,Great Yarmouth,2022,Rent,36.83,96.0,30784
E30000210,Great Yarmouth,2023,Rent,41.26,99.4,26899
E30000210,Great Yarmouth,2024,Rent,40.06,106.0,23861
E30000210,Great Yarmouth,2025,Rent,36.72,107.8,17316
E30000210,Great Yarmouth,2016,Sale,48.01,141.0,5818
E30000210,Great Yarmouth,2017,Sale,46.63,131.0,5904
E30000210,Great Yarmouth,2018,Sale,45.19,106.7,6694
E30000210,Great Yarmouth,2019,Sale,38.27,88.5,6478
E30000210,Great Yarmouth,2020,Sale,39.07,100.6,9309
E30000210,Great Yarmouth,2021,Sale,42.8,105.1,12535
E30000210,Great Yarmouth,2022,Sale,41.64,96.4,10797
E30000210,Great Yarmouth,2023,Sale,40.95,105.1,7265
E30000210,Great Yarmouth,2024,Sale,35.6,86.1,8394
E30000210,Great Yarmouth,2025,Sale,36.01,84.9,7237
E30000211,Grimsby,2016,Rent,35.77,112.2,4789
E30000211,Grimsby,2017,Rent,41.9,109.2,5935
E30000211,Grimsby,2018,Rent,31.63,107.4,15573
E30000211,Grimsby,2019,Rent,29.44,99.2,15670
E30000211,Grimsby,2020,Rent,29.72,106.5,26421
E30000211,Grimsby,2021,Rent,24.1,107.9,35160
E30000211,Grimsby,2022,Rent,26.25,113.9,40021
E30000211,Grimsby,2023,Rent,26.98,115.6,40586
E30000211,Grimsby,2024,Rent,25.73,118.5,37741
E30000211,Grimsby,2025,Rent,20.44,105.8,32543
E30000211,Grimsby,2016,Sale,25.25,108.9,6567
E30000211,Grimsby,2017,Sale,21.52,102.6,7421
E30000211,Grimsby,2018,Sale,22.42,95.2,8072
E30000211,Grimsby,2019,Sale,21.78,92.1,8159
E30000211,Grimsby,2020,Sale,20.97,95.1,12391
E30000211,Grimsby,2021,Sale,18.91,101.9,18345
E30000211,Grimsby,2022,Sale,17.56,96.8,17624
E30000211,Grimsby,2023,Sale,18.95,111.2,9932
E30000211,Grimsby,2024,Sale,20.81,94.1,11616
E30000211,Grimsby,2025,Sale,16.97,82.4,12331
E30000212,Guildford and Aldershot,2016,Rent,38.75,78.9,35638
E30000212,Guildford and Aldershot,2017,Rent,44.91,87.2,41892
E30000212,Guildford and Aldershot,2018,Rent,43.07,80.6,82874
E30000212,Guildford and Aldershot,2019,Rent,43.84,81.3,89447
E30000212,Guildford and Aldershot,2020,Rent,47.66,91.4,113437
E30000212,Guildford and Aldershot,2021,Rent,52.16,92.3,137230
E30000212,Guildford and Aldershot,2022,Rent,51.94,95.5,165258
E30000212,Guildford and Aldershot,2023,Rent,48.39,92.0,182827
E30000212,Guildford and Aldershot,2024,Rent,47.94,94.3,144689
E30000212,Guildford and Aldershot,2025,Rent,50.1,92.3,108788
E30000212,Guildford and Aldershot,2016,Sale,54.22,110.9,73419
E30000212,Guildford and Aldershot,2017,Sale,54.32,114.6,68561
E30000212,Guildford and Aldershot,2018,Sale,52.51,116.9,62680
E30000212,Guildford and Aldershot,2019,Sale,50.01,106.6,62286
E30000212,Guildford and Aldershot,2020,Sale,51.48,108.1,100188
E30000212,Guildford and Aldershot,2021,Sale,54.53,120.4,116355
E30000212,Guildford and Aldershot,2022,Sale,51.82,107.9,107635
E30000212,Guildford and Aldershot,2023,Sale,51.76,114.5,73468
E30000212,Guildford and Aldershot,2024,Sale,48.78,106.4,78300
E30000212,Guildford and Aldershot,2025,Sale,47.34,105.7,71041
E30000214,Harrogate,2016,Rent,40.25,103.0,17268
E30000214,Harrogate,2017,Rent,49.95,121.5,19221
E30000214,Harrogate,2018,Rent,43.5,109.3,44074
E30000214,Harrogate,2019,Rent,43.33,104.2,46446
E30000214,Harrogate,2020,Rent,44.91,106.0,65493
E30000214,Harrogate,2021,Rent,50.06,114.0,85426
E30000214,Harrogate,2022,Rent,48.27,103.3,94886
E30000214,Harrogate,2023,Rent,45.41,100.8,97888
E30000214,Harrogate,2024,Rent,46.96,108.1,79650
E30000214,Harrogate,2025,Rent,44.7,105.4,68523
E30000214,Harrogate,2016,Sale,47.3,113.6,35739
E30000214,Harrogate,2017,Sale,47.2,110.5,36795
E30000214,Harrogate,2018,Sale,46.23,109.2,35137
E30000214,Harrogate,2019,Sale,43.52,100.6,36118
E30000214,Harrogate,2020,Sale,41.8,98.3,53899
E30000214,Harrogate,2021,Sale,45.74,96.8,67454
E30000214,Harrogate,2022,Sale,45.22,98.5,61928
E30000214,Harrogate,2023,Sale,42.03,98.8,44710
E30000214,Harrogate,2024,Sale,41.64,100.9,45970
E30000214,Harrogate,2025,Sale,39.92,98.7,42701
E30000215,Hartlepool,2016,Rent,34.33,97.2,1768
E30000215,Hartlepool,2017,Rent,49.47,139.8,2252
E30000215,Hartlepool,2018,Rent,39.33,97.0,5378
E30000215,Hartlepool,2019,Rent,36.83,83.7,6011
E30000215,Hartlepool,2020,Rent,40.04,91.0,8968
E30000215,Hartlepool,2021,Rent,43.76,118.9,12645
E30000215,Hartlepool,2022,Rent,41.18,100.3,13767
E30000215,Hartlepool,2023,Rent,40.01,87.3,15091
E30000215,Hartlepool,2024,Rent,43.73,113.9,12954
E30000215,Hartlepool,2025,Rent,44.75,94.2,11237
E30000215,Hartlepool,2016,Sale,31.96,93.6,2519
E30000215,Hartlepool,2017,Sale,30.59,86.0,2573
E30000215,Hartlepool,2018,Sale,31.85,92.9,3074
E30000215,Hartlepool,2019,Sale,30.35,67.2,3387
E30000215,Hartlepool,2020,Sale,32.88,72.8,5340
E30000215,Hartlepool,2021,Sale,29.61,84.5,6568
E30000215,Hartlepool,2022,Sale,32.97,91.7,5120
E30000215,Hartlepool,2023,Sale,38.19,82.2,4140
E30000215,Hartlepool,2024,Sale,31.2,73.8,4215
E30000215,Hartlepool,2025,Sale,33.64,72.9,4519
E30000216,Hereford,2016,Rent,50.6,112.0,4654
E30000216,Hereford,2017,Rent,51.49,105.7,5432
E30000216,Hereford,2018,Rent,47.23,108.6,11501
E30000216,Hereford,2019,Rent,46.81,108.0,10877
E30000216,Hereford,2020,Rent,49.09,106.4,16836
E30000216,Hereford,2021,Rent,50.79,113.0,22327
E30000216,Hereford,2022,Rent,51.32,115.1,24316
E30000216,Hereford,2023,Rent,55.82,113.9,21451
E30000216,Hereford,2024,Rent,52.44,114.0,18519
E30000216,Hereford,2025,Rent,56.33,108.5,15543
E30000216,Hereford,2016,Sale,52.4,109.6,11422
E30000216,Hereford,2017,Sale,51.02,129.5,13701
E30000216,Hereford,2018,Sale,46.43,109.1,12205
E30000216,Hereford,2019,Sale,46.93,107.9,11711
E30000216,Hereford,2020,Sale,45.23,111.3,16853
E30000216,Hereford,2021,Sale,48.85,110.7,20363
E30000216,Hereford,2022,Sale,50.22,111.5,18814
E30000216,Hereford,2023,Sale,46.87,115.0,13622
E30000216,Hereford,2024,Sale,45.08,116.8,13887
E30000216,Hereford,2025,Sale,42.44,114.3,13579
E30000218,High Wycombe and Aylesbury,2016,Rent,54.16,76.1,21338
E30000218,High Wycombe and Aylesbury,2017,Rent,57.84,85.7,24245
E30000218,High Wycombe and Aylesbury,2018,Rent,51.05,80.8,49476
E30000218,High Wycombe and Aylesbury,2019,Rent,52.35,80.6,53401
E30000218,High Wycombe and Aylesbury,2020,Rent,54.19,84.7,73606
E30000218,High Wycombe and Aylesbury,2021,Rent,60.54,90.2,85794
E30000218,High Wycombe and Aylesbury,2022,Rent,60.72,90.3,105152
E30000218,High Wycombe and Aylesbury,2023,Rent,55.83,90.0,115849
E30000218,High Wycombe and Aylesbury,2024,Rent,56.44,89.8,94260
E30000218,High Wycombe and Aylesbury,2025,Rent,58.67,87.2,71739
E30000218,High Wycombe and Aylesbury,2016,Sale,56.72,108.5,57499
E30000218,High Wycombe and Aylesbury,2017,Sale,58.2,117.7,55361
E30000218,High Wycombe and Aylesbury,2018,Sale,55.75,114.3,48335
E30000218,High Wycombe and Aylesbury,2019,Sale,53.74,107.5,48053
E30000218,High Wycombe and Aylesbury,2020,Sale,54.25,111.6,79271
E30000218,High Wycombe and Aylesbury,2021,Sale,56.41,111.6,87416
E30000218,High Wycombe and Aylesbury,2022,Sale,58.41,103.8,82686
E30000218,High Wycombe and Aylesbury,2023,Sale,56.44,105.7,57800
E30000218,High Wycombe and Aylesbury,2024,Sale,53.87,101.7,61627
E30000218,High Wycombe and Aylesbury,2025,Sale,50.89,97.8,53370
E30000219,Huddersfield,2016,Rent,35.93,67.8,13892
E30000219,Huddersfield,2017,Rent,40.09,75.9,16302
E30000219,Huddersfield,2018,Rent,36.03,68.9,36897
E30000219,Huddersfield,2019,Rent,37.03,64.2,43732
E30000219,Huddersfield,2020,Rent,38.72,61.7,65271
E30000219,Huddersfield,2021,Rent,45.12,63.5,81632
E30000219,Huddersfield,2022,Rent,47.13,66.9,103549
E30000219,Huddersfield,2023,Rent,48.79,66.0,102875
E30000219,Huddersfield,2024,Rent,45.32,64.4,80771
E30000219,Huddersfield,2025,Rent,45.58,70.9,67551
E30000219,Huddersfield,2016,Sale,38.03,76.5,27539
E30000219,Huddersfield,2017,Sale,37.57,67.7,29561
E30000219,Huddersfield,2018,Sale,35.5,63.8,29086
E30000219,Huddersfield,2019,Sale,35.45,62.5,31609
E30000219,Huddersfield,2020,Sale,35.18,57.2,51587
E30000219,Huddersfield,2021,Sale,37.93,61.6,68595
E30000219,Huddersfield,2022,Sale,39.26,56.5,65044
E30000219,Huddersfield,2023,Sale,36.6,59.3,45263
E30000219,Huddersfield,2024,Sale,37.1,57.0,46608
E30000219,Huddersfield,2025,Sale,35.65,52.6,44226
E30000220,Hull,2016,Rent,30.98,125.5,16828
E30000220,Hull,2017,Rent,32.62,132.6,20914
E30000220,Hull,2018,Rent,24.25,135.0,49666
E30000220,Hull,2019,Rent,25.06,126.3,53290
E30000220,Hull,2020,Rent,25.66,121.6,83656
E30000220,Hull,2021,Rent,25.11,126.0,106890
E30000220,Hull,2022,Rent,24.95,139.0,144168
E30000220,Hull,2023,Rent,23.27,129.1,152430
E30000220,Hull,2024,Rent,23.33,134.9,118455
E30000220,Hull,2025,Rent,23.63,129.5,99377
E30000220,Hull,2016,Sale,29.37,134.9,28899
E30000220,Hull,2017,Sale,28.38,117.1,31291
E30000220,Hull,2018,Sale,24.94,119.7,32195
E30000220,Hull,2019,Sale,23.66,126.3,32677
E30000220,Hull,2020,Sale,23.24,115.5,48392
E30000220,Hull,2021,Sale,23.17,116.8,61651
E30000220,Hull,2022,Sale,22.14,109.9,55332
E30000220,Hull,2023,Sale,22.63,125.4,39963
E30000220,Hull,2024,Sale,22.93,107.4,39781
E30000220,Hull,2025,Sale,21.23,110.2,39599
E30000221,Huntingdon,2016,Rent,48.48,83.6,7991
E30000221,Huntingdon,2017,Rent,54.87,87.8,9121
E30000221,Huntingdon,2018,Rent,49.52,79.6,17636
E30000221,Huntingdon,2019,Rent,46.13,81.1,17756
E30000221,Huntingdon,2020,Rent,47.7,90.6,26780
E30000221,Huntingdon,2021,Rent,51.41,87.6,35531
E30000221,Huntingdon,2022,Rent,48.16,93.8,43360
E30000221,Huntingdon,2023,Rent,47.77,78.4,45137
E30000221,Huntingdon,2024,Rent,45.01,90.5,37866
E30000221,Huntingdon,2025,Rent,49.09,96.4,31245
E30000221,Huntingdon,2016,Sale,58.67,97.9,16286
E30000221,Huntingdon,2017,Sale,63.57,102.3,16072
E30000221,Huntingdon,2018,Sale,57.75,115.2,15821
E30000221,Huntingdon,2019,Sale,49.34,104.4,14114
E30000221,Huntingdon,2020,Sale,49.8,103.2,22688
E30000221,Huntingdon,2021,Sale,55.26,98.3,27133
E30000221,Huntingdon,2022,Sale,53.89,96.4,23799
E30000221,Huntingdon,2023,Sale,46.1,95.5,16664
E30000221,Huntingdon,2024,Sale,45.54,101.2,19624
E30000221,Huntingdon,2025,Sale,46.39,94.5,18643
E30000222,Ipswich,2016,Rent,30.61,124.2,18699
E30000222,Ipswich,2017,Rent,36.38,126.7,22151
E30000222,Ipswich,2018,Rent,29.07,120.4,54786
E30000222,Ipswich,2019,Rent,28.61,110.6,55651
E30000222,Ipswich,2020,Rent,28.88,115.5,84006
E30000222,Ipswich,2021,Rent,31.3,124.9,103524
E30000222,Ipswich,2022,Rent,31.21,132.6,125455
E30000222,Ipswich,2023,Rent,28.15,130.8,132938
E30000222,Ipswich,2024,Rent,29.22,134.8,109894
E30000222,Ipswich,2025,Rent,28.74,123.8,83957
E30000222,Ipswich,2016,Sale,36.5,148.5,41104
E30000222,Ipswich,2017,Sale,32.82,145.4,41182
E30000222,Ipswich,2018,Sale,31.96,143.5,39407
E30000222,Ipswich,2019,Sale,34.24,137.2,37835
E30000222,Ipswich,2020,Sale,31.27,134.0,60361
E30000222,Ipswich,2021,Sale,31.59,135.3,68771
E30000222,Ipswich,2022,Sale,31.9,131.6,63740
E30000222,Ipswich,2023,Sale,29.82,133.7,47179
E30000222,Ipswich,2024,Sale,28.07,130.0,47476
E30000222,Ipswich,2025,Sale,26.56,114.8,48201
E30000224,Kettering and Wellingborough,2016,Rent,41.24,93.2,13690
E30000224,Kettering and Wellingborough,2017,Rent,40.65,92.3,13902
E30000224,Kettering and Wellingborough,2018,Rent,33.27,91.9,34558
E30000224,Kettering and Wellingborough,2019,Rent,32.92,92.5,37882
E30000224,Kettering and Wellingborough,2020,Rent,32.76,90.7,60778
E30000224,Kettering and Wellingborough,2021,Rent,36.3,89.3,76665
E30000224,Kettering and Wellingborough,2022,Rent,41.72,93.4,84955
E30000224,Kettering and Wellingborough,2023,Rent,41.74,95.0,83370
E30000224,Kettering and Wellingborough,2024,Rent,40.49,87.4,66378
E30000224,Kettering and Wellingborough,2025,Rent,39.73,94.2,50662
E30000224,Kettering and Wellingborough,2016,Sale,43.07,114.2,25760
E30000224,Kettering and Wellingborough,2017,Sale,41.1,120.3,27476
E30000224,Kettering and Wellingborough,2018,Sale,42.13,124.3,25342
E30000224,Kettering and Wellingborough,2019,Sale,41.1,126.6,25482
E30000224,Kettering and Wellingborough,2020,Sale,42.43,112.0,37401
E30000224,Kettering and Wellingborough,2021,Sale,42.55,112.2,48953
E30000224,Kettering and Wellingborough,2022,Sale,43.52,110.6,42747
E30000224,Kettering and Wellingborough,2023,Sale,42.66,117.0,27793
E30000224,Kettering and Wellingborough,2024,Sale,37.24,101.6,29984
E30000224,Kettering and Wellingborough,2025,Sale,39.0,106.7,26990
E30000225,King's Lynn,2016,Rent,42.09,109.8,5926
E30000225,King's Lynn,2017,Rent,54.46,102.5,5674
E30000225,King's Lynn,2018,Rent,42.47,103.2,13630
E30000225,King's Lynn,2019,Rent,43.87,101.0,15025
E30000225,King's Lynn,2020,Rent,44.28,98.2,22353
E30000225,King's Lynn,2021,Rent,51.51,100.5,27102
E30000225,King's Lynn,2022,Rent,52.1,105.8,33075
E30000225,King's Lynn,2023,Rent,50.29,100.8,31722
E30000225,King's Lynn,2024,Rent,46.93,113.8,25305
E30000225,King's Lynn,2025,Rent,45.95,113.3,19398
E30000225,King's Lynn,2016,Sale,48.64,123.7,11284
E30000225,King's Lynn,2017,Sale,49.07,125.2,12312
E30000225,King's Lynn,2018,Sale,49.33,122.3,11850
E30000225,King's Lynn,2019,Sale,44.67,112.4,10344
E30000225,King's Lynn,2020,Sale,46.17,102.7,16579
E30000225,King's Lynn,2021,Sale,45.82,106.1,20523
E30000225,King's Lynn,2022,Sale,46.69,101.7,18448
E30000225,King's Lynn,2023,Sale,47.83,114.7,11282
E30000225,King's Lynn,2024,Sale,41.66,111.1,12476
E30000225,King's Lynn,2025,Sale,38.18,108.3,11402
E30000226,Kingsbridge and Dartmouth,2016,Rent,71.63,176.9,2859
E30000226,Kingsbridge and Dartmouth,2017,Rent,73.78,153.9,2586
E30000226,Kingsbridge and Dartmouth,2018,Rent,70.51,202.0,5829
E30000226,Kingsbridge and Dartmouth,2019,Rent,71.41,177.9,5327
E30000226,Kingsbridge and Dartmouth,2020,Rent,75.24,185.1,9180
E30000226,Kingsbridge and Dartmouth,2021,Rent,80.55,156.4,10074
E30000226,Kingsbridge and Dartmouth,2022,Rent,79.13,132.2,10995
E30000226,Kingsbridge and Dartmouth,2023,Rent,72.64,122.7,10231
E30000226,Kingsbridge and Dartmouth,2024,Rent,71.77,127.8,7622
E30000226,Kingsbridge and Dartmouth,2025,Rent,72.59,124.5,6487
E30000226,Kingsbridge and Dartmouth,2016,Sale,67.12,139.4,5015
E30000226,Kingsbridge and Dartmouth,2017,Sale,63.99,136.4,5360
E30000226,Kingsbridge and Dartmouth,2018,Sale,61.47,103.8,4864
E30000226,Kingsbridge and Dartmouth,2019,Sale,59.74,96.3,4920
E30000226,Kingsbridge and Dartmouth,2020,Sale,57.39,106.2,8299
E30000226,Kingsbridge and Dartmouth,2021,Sale,66.63,110.5,11548
E30000226,Kingsbridge and Dartmouth,2022,Sale,66.27,94.7,10269
E30000226,Kingsbridge and Dartmouth,2023,Sale,61.87,111.1,7409
E30000226,Kingsbridge and Dartmouth,2024,Sale,58.36,118.8,6780
E30000226,Kingsbridge and Dartmouth,2025,Sale,55.73,101.2,6094
E30000228,Leamington Spa,2016,Rent,46.82,90.5,13965
E30000228,Leamington Spa,2017,Rent,47.23,98.3,17719
E30000228,Leamington Spa,2018,Rent,42.02,93.4,34980
E30000228,Leamington Spa,2019,Rent,41.6,95.6,37373
E30000228,Leamington Spa,2020,Rent,43.91,103.0,48623
E30000228,Leamington Spa,2021,Rent,49.02,111.8,61747
E30000228,Leamington Spa,2022,Rent,46.3,104.6,81365
E30000228,Leamington Spa,2023,Rent,45.52,93.7,88183
E30000228,Leamington Spa,2024,Rent,45.82,92.3,72313
E30000228,Leamington Spa,2025,Rent,46.28,100.6,53977
E30000228,Leamington Spa,2016,Sale,48.97,89.7,32777
E30000228,Leamington Spa,2017,Sale,47.6,94.2,32637
E30000228,Leamington Spa,2018,Sale,43.31,97.5,31346
E30000228,Leamington Spa,2019,Sale,41.98,100.8,30546
E30000228,Leamington Spa,2020,Sale,43.96,102.1,43626
E30000228,Leamington Spa,2021,Sale,47.27,105.2,53290
E30000228,Leamington Spa,2022,Sale,45.37,97.7,57051
E30000228,Leamington Spa,2023,Sale,40.16,98.0,42563
E30000228,Leamington Spa,2024,Sale,40.22,94.3,45203
E30000228,Leamington Spa,2025,Sale,36.96,96.4,42743
E30000229,Leeds,2016,Rent,27.76,113.2,41064
E30000229,Leeds,2017,Rent,24.35,112.4,60017
E30000229,Leeds,2018,Rent,23.82,99.9,132696
E30000229,Leeds,2019,Rent,25.63,98.2,147296
E30000229,Leeds,2020,Rent,27.71,83.6,204252
E30000229,Leeds,2021,Rent,29.19,98.8,266546
E30000229,Leeds,2022,Rent,31.49,106.0,340634
E30000229,Leeds,2023,Rent,31.14,100.9,352742
E30000229,Leeds,2024,Rent,31.02,97.3,282986
E30000229,Leeds,2025,Rent,31.14,98.7,213128
E30000229,Leeds,2016,Sale,31.0,72.2,71248
E30000229,Leeds,2017,Sale,30.5,72.1,77044
E30000229,Leeds,2018,Sale,31.13,66.5,76608
E30000229,Leeds,2019,Sale,29.87,67.2,80121
E30000229,Leeds,2020,Sale,32.19,61.8,123167
E30000229,Leeds,2021,Sale,34.39,57.5,155967
E30000229,Leeds,2022,Sale,35.26,58.3,148237
E30000229,Leeds,2023,Sale,34.14,62.6,101201
E30000229,Leeds,2024,Sale,32.84,58.2,106840
E30000229,Leeds,2025,Sale,31.32,58.9,101792
E30000230,Leicester,2016,Rent,24.97,110.2,39069
E30000230,Leicester,2017,Rent,31.48,112.6,48550
E30000230,Leicester,2018,Rent,25.89,108.8,109348
E30000230,Leicester,2019,Rent,26.29,104.2,119720
E30000230,Leicester,2020,Rent,26.08,100.9,176647
E30000230,Leicester,2021,Rent,30.23,107.9,229219
E30000230,Leicester,2022,Rent,30.28,111.6,292107
E30000230,Leicester,2023,Rent,28.42,108.4,324405
E30000230,Leicester,2024,Rent,28.4,102.8,266321
E30000230,Leicester,2025,Rent,30.46,105.1,192987
E30000230,Leicester,2016,Sale,27.09,109.1,82399
E30000230,Leicester,2017,Sale,28.1,111.5,91094
E30000230,Leicester,2018,Sale,26.74,116.2,94925
E30000230,Leicester,2019,Sale,24.95,110.4,91256
E30000230,Leicester,2020,Sale,25.37,110.4,151370
E30000230,Leicester,2021,Sale,26.42,107.8,191727
E30000230,Leicester,2022,Sale,27.66,99.5,174392
E30000230,Leicester,2023,Sale,27.0,105.4,110617
E30000230,Leicester,2024,Sale,23.83,105.1,115464
E30000230,Leicester,2025,Sale,23.04,104.7,114179
E30000231,Lincoln,2016,Rent,34.87,118.3,16542
E30000231,Lincoln,2017,Rent,37.86,121.1,19930
E30000231,Lincoln,2018,Rent,33.62,103.7,46583
E30000231,Lincoln,2019,Rent,35.07,105.0,49127
E30000231,Lincoln,2020,Rent,34.38,102.6,73197
E30000231,Lincoln,2021,Rent,35.63,110.9,93594
E30000231,Lincoln,2022,Rent,34.83,106.9,118945
E30000231,Lincoln,2023,Rent,34.03,109.5,129235
E30000231,Lincoln,2024,Rent,28.99,107.0,113004
E30000231,Lincoln,2025,Rent,34.81,111.0,82251
E30000231,Lincoln,2016,Sale,40.29,121.9,31927
E30000231,Lincoln,2017,Sale,42.25,119.3,35794
E30000231,Lincoln,2018,Sale,46.92,126.3,39054
E30000231,Lincoln,2019,Sale,36.09,112.1,32491
E30000231,Lincoln,2020,Sale,34.71,113.2,51364
E30000231,Lincoln,2021,Sale,36.42,105.5,60960
E30000231,Lincoln,2022,Sale,37.51,103.6,55767
E30000231,Lincoln,2023,Sale,33.92,107.9,39659
E30000231,Lincoln,2024,Sale,32.55,101.7,41675
E30000231,Lincoln,2025,Sale,30.65,104.0,43521
E30000233,Liverpool,2016,Rent,23.85,102.7,46315
E30000233,Liverpool,2017,Rent,24.24,122.0,60410
E30000233,Liverpool,2018,Rent,16.92,106.9,169864
E30000233,Liverpool,2019,Rent,18.68,99.3,197749
E30000233,Liverpool,2020,Rent,19.09,89.8,285108
E30000233,Liverpool,2021,Rent,21.25,101.9,364985
E30000233,Liverpool,2022,Rent,23.23,106.3,456082
E30000233,Liverpool,2023,Rent,22.8,103.8,469045
E30000233,Liverpool,2024,Rent,22.93,100.8,382226
E30000233,Liverpool,2025,Rent,22.22,101.2,303924
E30000233,Liverpool,2016,Sale,19.51,87.4,61208
E30000233,Liverpool,2017,Sale,20.25,101.0,74565
E30000233,Liverpool,2018,Sale,17.64,82.3,75446
E30000233,Liverpool,2019,Sale,17.65,82.2,80135
E30000233,Liverpool,2020,Sale,18.58,73.7,137365
E30000233,Liverpool,2021,Sale,19.59,75.2,188873
E30000233,Liverpool,2022,Sale,18.58,74.5,169040
E30000233,Liverpool,2023,Sale,16.8,75.1,124235
E30000233,Liverpool,2024,Sale,17.04,76.1,133997
E30000233,Liverpool,2025,Sale,16.38,67.7,135660
E30000234,London,2016,Rent,20.05,122.8,724523
E30000234,London,2017,Rent,16.15,128.8,1145687
E30000234,London,2018,Rent,14.82,117.0,2266786
E30000234,London,2019,Rent,14.51,116.8,2605414
E30000234,London,2020,Rent,19.43,120.0,3233843
E30000234,London,2021,Rent,18.43,131.7,3963156
E30000234,London,2022,Rent,19.23,130.3,5180441
E30000234,London,2023,Rent,21.47,125.1,5235274
E30000234,London,2024,Rent,19.43,125.7,4158502
E30000234,London,2025,Rent,17.88,126.8,3292535
E30000234,London,2016,Sale,32.58,116.5,1491463
E30000234,London,2017,Sale,33.35,125.7,1327701
E30000234,London,2018,Sale,32.14,129.9,1226646
E30000234,London,2019,Sale,29.07,124.6,1316110
E30000234,London,2020,Sale,34.09,120.4,2078810
E30000234,London,2021,Sale,37.63,122.4,2221690
E30000234,London,2022,Sale,34.67,127.1,2107963
E30000234,London,2023,Sale,30.27,131.6,1534724
E30000234,London,2024,Sale,28.03,122.9,1692762
E30000234,London,2025,Sale,29.15,123.4,1435192
E30000237,Luton,2016,Rent,39.86,91.1,41144
E30000237,Luton,2017,Rent,47.34,85.4,48887
E30000237,Luton,2018,Rent,43.32,80.5,100818
E30000237,Luton,2019,Rent,42.78,83.0,106358
E30000237,Luton,2020,Rent,44.87,89.4,149660
E30000237,Luton,2021,Rent,48.42,88.9,192764
E30000237,Luton,2022,Rent,48.61,95.1,231043
E30000237,Luton,2023,Rent,48.48,91.9,266558
E30000237,Luton,2024,Rent,48.53,90.9,201947
E30000237,Luton,2025,Rent,49.26,88.8,158182
E30000237,Luton,2016,Sale,52.8,100.6,105459
E30000237,Luton,2017,Sale,53.63,108.2,102248
E30000237,Luton,2018,Sale,51.6,106.5,88487
E30000237,Luton,2019,Sale,48.9,108.6,85743
E30000237,Luton,2020,Sale,49.71,107.6,143904
E30000237,Luton,2021,Sale,53.48,106.1,168488
E30000237,Luton,2022,Sale,53.88,105.5,145078
E30000237,Luton,2023,Sale,52.21,112.4,101457
E30000237,Luton,2024,Sale,49.24,97.0,107775
E30000237,Luton,2025,Sale,46.84,98.6,100594
E30000239,Manchester,2016,Rent,17.94,132.3,141531
E30000239,Manchester,2017,Rent,19.62,133.5,183991
E30000239,Manchester,2018,Rent,15.59,124.4,422345
E30000239,Manchester,2019,Rent,15.16,120.5,505172
E30000239,Manchester,2020,Rent,17.1,104.2,754693
E30000239,Manchester,2021,Rent,18.25,116.6,942316
E30000239,Manchester,2022,Rent,17.62,123.4,1395674
E30000239,Manchester,2023,Rent,17.41,111.5,1595223
E30000239,Manchester,2024,Rent,17.76,111.9,1224630
E30000239,Manchester,2025,Rent,18.5,120.0,934063
E30000239,Manchester,2016,Sale,20.17,108.2,224649
E30000239,Manchester,2017,Sale,22.05,110.9,270919
E30000239,Manchester,2018,Sale,19.93,88.9,270721
E30000239,Manchester,2019,Sale,19.42,90.5,280743
E30000239,Manchester,2020,Sale,22.26,85.9,443118
E30000239,Manchester,2021,Sale,23.44,80.0,609537
E30000239,Manchester,2022,Sale,22.54,78.2,620187
E30000239,Manchester,2023,Sale,22.37,82.6,412336
E30000239,Manchester,2024,Sale,21.02,80.1,445581
E30000239,Manchester,2025,Sale,21.52,77.9,425887
E30000240,Mansfield,2016,Rent,45.46,83.5,7033
E30000240,Mansfield,2017,Rent,46.24,65.0,7252
E30000240,Mansfield,2018,Rent,40.81,63.0,22490
E30000240,Mansfield,2019,Rent,35.91,61.3,25611
E30000240,Mansfield,2020,Rent,39.54,55.8,45047
E30000240,Mansfield,2021,Rent,45.59,61.9,55281
E30000240,Mansfield,2022,Rent,46.19,64.5,58744
E30000240,Mansfield,2023,Rent,43.52,60.3,63267
E30000240,Mansfield,2024,Rent,45.65,58.4,56617
E30000240,Mansfield,2025,Rent,44.07,67.1,44786
E30000240,Mansfield,2016,Sale,45.54,103.9,17335
E30000240,Mansfield,2017,Sale,45.57,93.1,18382
E30000240,Mansfield,2018,Sale,42.56,71.7,17718
E30000240,Mansfield,2019,Sale,42.87,79.4,19279
E30000240,Mansfield,2020,Sale,38.78,61.9,29455
E30000240,Mansfield,2021,Sale,40.17,61.8,40778
