unit_cd,year,market,direction,rank,partner_cd,flow,share
E30000164,2011,Rent,from,6,E30000267,304,0.0686
E30000164,2011,Rent,from,7,E30000254,196,0.0442
E30000164,2011,Rent,from,8,E30000159,146,0.0329
E30000164,2011,Rent,from,9,E30000250,82,0.0185
E30000164,2011,Rent,from,10,E30000280,76,0.0171
E30000164,2011,Rent,to,1,E30000212,969,0.2133
E30000164,2011,Rent,to,2,E30000234,478,0.1052
E30000164,2011,Rent,to,3,E30000256,460,0.1013
E30000164,2011,Rent,to,4,E30000267,284,0.0625
E30000164,2011,Rent,to,5,E30000266,207,0.0456
E30000164,2011,Rent,to,6,E30000244,190,0.0418
E30000164,2011,Rent,to,7,E30000159,178,0.0392
E30000164,2011,Rent,to,8,E30000254,173,0.0381
E30000164,2011,Rent,to,9,E30000250,146,0.0321
E30000164,2011,Rent,to,10,E30000280,142,0.0313
E30000165,2011,Rent,from,1,E30000180,424,0.154
E30000165,2011,Rent,from,2,E30000280,374,0.1358
E30000165,2011,Rent,from,3,E30000293,343,0.1245
E30000165,2011,Rent,from,4,E30000234,192,0.0697
E30000165,2011,Rent,from,5,E30000285,77,0.028
E30000165,2011,Rent,from,6,E30000276,66,0.024
E30000165,2011,Rent,from,7,E30000046,65,0.0236
E30000165,2011,Rent,from,8,E30000209,62,0.0225
E30000165,2011,Rent,from,9,E30000168,62,0.0225
E30000165,2011,Rent,from,10,E30000266,51,0.0185
E30000165,2011,Rent,to,1,E30000180,759,0.2693
E30000165,2011,Rent,to,2,E30000280,442,0.1568
E30000165,2011,Rent,to,3,E30000234,325,0.1153
E30000165,2011,Rent,to,4,E30000293,279,0.099
E30000165,2011,Rent,to,5,E30000179,123,0.0436
E30000165,2011,Rent,to,6,E30000266,83,0.0295
E30000165,2011,Rent,to,7,W22000024,80,0.0284
E30000165,2011,Rent,to,8,E30000285,66,0.0234
E30000165,2011,Rent,to,9,E30000257,41,0.0145
E30000165,2011,Rent,to,10,E30000276,36,0.0128
E30000166,2011,Rent,from,1,E30000237,714,0.2608
E30000166,2011,Rent,from,2,E30000243,324,0.1183
E30000166,2011,Rent,from,3,E30000234,295,0.1077
E30000166,2011,Rent,from,4,E30000224,211,0.0771
E30000166,2011,Rent,from,5,E30000247,159,0.0581
E30000166,2011,Rent,from,6,E30000221,91,0.0332
E30000166,2011,Rent,from,7,E30000186,87,0.0318
E30000166,2011,Rent,from,8,E30000272,65,0.0237
E30000166,2011,Rent,from,9,E30000222,37,0.0135
E30000166,2011,Rent,from,10,E30000230,33,0.0121
E30000166,2011,Rent,to,1,E30000237,398,0.1555
E30000166,2011,Rent,to,2,E30000234,370,0.1446
E30000166,2011,Rent,to,3,E30000243,347,0.1356
E30000166,2011,Rent,to,4,E30000224,257,0.1004
E30000166,2011,Rent,to,5,E30000249,116,0.0453
E30000166,2011,Rent,to,6,E30000221,107,0.0418
E30000166,2011,Rent,to,7,E30000247,74,0.0289
E30000166,2011,Rent,to,8,E30000266,62,0.0242
E30000166,2011,Rent,to,9,E30000230,61,0.0238
E30000166,2011,Rent,to,10,E30000248,46,0.018
E30000167,2011,Rent,from,1,E30000162,81,0.1111
E30000167,2011,Rent,from,2,E30000169,43,0.059
E30000167,2011,Rent,from,3,E30000253,42,0.0576
E30000167,2011,Rent,from,4,E30000206,40,0.0549
E30000167,2011,Rent,from,5,E30000257,29,0.0398
E30000167,2011,Rent,from,6,E30000267,23,0.0316
E30000167,2011,Rent,from,7,E30000234,22,0.0302
E30000167,2011,Rent,from,8,E30000293,22,0.0302
E30000167,2011,Rent,from,9,E30000218,21,0.0288
E30000167,2011,Rent,from,10,E30000046,20,0.0274
E30000167,2011,Rent,to,1,E30000257,113,0.1556
E30000167,2011,Rent,to,2,E30000162,67,0.0923
E30000167,2011,Rent,to,3,E30000206,53,0.073
E30000167,2011,Rent,to,4,E30000293,47,0.0647
E30000167,2011,Rent,to,5,E30000253,42,0.0579
E30000167,2011,Rent,to,6,E30000267,31,0.0427
E30000167,2011,Rent,to,7,E30000266,27,0.0372
E30000167,2011,Rent,to,8,E30000222,25,0.0344
E30000167,2011,Rent,to,9,E30000192,22,0.0303
E30000167,2011,Rent,to,10,E30000291,21,0.0289
E30000168,2011,Rent,from,1,E30000233,709,0.3474
E30000168,2011,Rent,from,2,K01000011,489,0.2396
E30000168,2011,Rent,from,3,E30000239,88,0.0431
E30000168,2011,Rent,from,4,E30000284,81,0.0397
E30000168,2011,Rent,from,5,W22000026,50,0.0245
E30000168,2011,Rent,from,6,E30000171,40,0.0196
E30000168,2011,Rent,from,7,E30000197,30,0.0147
E30000168,2011,Rent,from,8,W22000022,28,0.0137
E30000168,2011,Rent,from,9,E30000234,27,0.0132
E30000168,2011,Rent,from,10,S22000059,26,0.0127
E30000168,2011,Rent,to,1,K01000011,900,0.2787
E30000168,2011,Rent,to,2,E30000233,809,0.2505
E30000168,2011,Rent,to,3,E30000239,148,0.0458
E30000168,2011,Rent,to,4,E30000284,123,0.0381
E30000168,2011,Rent,to,5,E30000197,91,0.0282
E30000168,2011,Rent,to,6,W22000031,76,0.0235
E30000168,2011,Rent,to,7,E30000165,62,0.0192
E30000168,2011,Rent,to,8,E30000234,55,0.017
E30000168,2011,Rent,to,9,E30000169,47,0.0146
E30000168,2011,Rent,to,10,W22000034,46,0.0142
E30000169,2011,Rent,from,1,E30000202,2156,0.1649
E30000169,2011,Rent,from,2,E30000288,1200,0.0918
E30000169,2011,Rent,from,3,E30000195,1199,0.0917
E30000169,2011,Rent,from,4,E30000234,938,0.0717
E30000169,2011,Rent,from,5,E30000228,926,0.0708
E30000169,2011,Rent,from,6,E30000230,431,0.033
E30000169,2011,Rent,from,7,E30000239,283,0.0216
E30000169,2011,Rent,from,8,E30000249,283,0.0216
E30000169,2011,Rent,from,9,E30000180,259,0.0198
E30000169,2011,Rent,from,10,E30000289,240,0.0184
E30000169,2011,Rent,to,1,E30000202,2844,0.1717
E30000169,2011,Rent,to,2,E30000234,1997,0.1206
E30000169,2011,Rent,to,3,E30000288,1507,0.091
E30000169,2011,Rent,to,4,E30000195,1368,0.0826
E30000169,2011,Rent,to,5,E30000228,831,0.0502
E30000169,2011,Rent,to,6,E30000230,530,0.032
E30000169,2011,Rent,to,7,E30000289,462,0.0279
E30000169,2011,Rent,to,8,E30000257,385,0.0232
E30000169,2011,Rent,to,9,E30000183,274,0.0165
E30000169,2011,Rent,to,10,E30000266,239,0.0144
E30000170,2011,Rent,from,1,E30000239,585,0.2941
E30000170,2011,Rent,from,2,E30000182,378,0.19
E30000170,2011,Rent,from,3,E30000255,218,0.1096
E30000170,2011,Rent,from,4,E30000171,187,0.094
E30000170,2011,Rent,from,5,E30000284,47,0.0236
E30000170,2011,Rent,from,6,E30000233,35,0.0176
E30000170,2011,Rent,from,7,E30000029,35,0.0176
E30000170,2011,Rent,from,8,E30000230,33,0.0166
E30000170,2011,Rent,from,9,E30000076,31,0.0156
E30000170,2011,Rent,from,10,E30000169,26,0.0131
E30000170,2011,Rent,to,1,E30000239,868,0.2722
E30000170,2011,Rent,to,2,E30000255,475,0.1489
E30000170,2011,Rent,to,3,E30000182,240,0.0753
E30000170,2011,Rent,to,4,E30000171,222,0.0696
E30000170,2011,Rent,to,5,E30000076,121,0.0379
E30000170,2011,Rent,to,6,E30000234,86,0.027
E30000170,2011,Rent,to,7,E30000293,77,0.0241
E30000170,2011,Rent,to,8,E30000233,63,0.0198
E30000170,2011,Rent,to,9,E30000214,61,0.0191
E30000170,2011,Rent,to,10,E30000284,49,0.0154
E30000171,2011,Rent,from,1,E30000239,656,0.148
E30000171,2011,Rent,from,2,E30000255,579,0.1307
E30000171,2011,Rent,from,3,E30000170,222,0.0501
E30000171,2011,Rent,from,4,E30000233,216,0.0487
E30000171,2011,Rent,from,5,E30000182,168,0.0379
E30000171,2011,Rent,from,6,E30000076,148,0.0334
E30000171,2011,Rent,from,7,E30000163,127,0.0287
E30000171,2011,Rent,from,8,E30000288,119,0.0269
E30000171,2011,Rent,from,9,E30000229,116,0.0262
E30000171,2011,Rent,from,10,E30000284,95,0.0214
E30000171,2011,Rent,to,1,E30000255,1201,0.2297
E30000171,2011,Rent,to,2,E30000239,813,0.1555
E30000171,2011,Rent,to,3,E30000076,278,0.0532
E30000171,2011,Rent,to,4,E30000233,249,0.0476
E30000171,2011,Rent,to,5,E30000284,245,0.0469
E30000171,2011,Rent,to,6,E30000170,187,0.0358
E30000171,2011,Rent,to,7,E30000234,136,0.026
E30000171,2011,Rent,to,8,E30000163,119,0.0228
E30000171,2011,Rent,to,9,K01000011,103,0.0197
E30000171,2011,Rent,to,10,E30000202,83,0.0159
E30000173,2011,Rent,from,1,E30000245,699,0.3881
E30000173,2011,Rent,from,2,E30000203,147,0.0816
E30000173,2011,Rent,from,3,E30000275,94,0.0522
E30000173,2011,Rent,from,4,S22000063,70,0.0389
E30000173,2011,Rent,from,5,K01000010,55,0.0305
E30000173,2011,Rent,from,6,E30000239,50,0.0278
E30000173,2011,Rent,from,7,S22000059,50,0.0278
E30000173,2011,Rent,from,8,E30000234,39,0.0217
E30000173,2011,Rent,from,9,E30000214,37,0.0205
E30000173,2011,Rent,from,10,E30000004,32,0.0178
E30000173,2011,Rent,to,1,E30000245,1240,0.4593
E30000173,2011,Rent,to,2,E30000203,133,0.0493
E30000173,2011,Rent,to,3,E30000234,118,0.0437
E30000173,2011,Rent,to,4,K01000010,96,0.0356
E30000173,2011,Rent,to,5,E30000275,78,0.0289
E30000173,2011,Rent,to,6,S22000063,66,0.0244
E30000173,2011,Rent,to,7,E30000214,47,0.0174
E30000173,2011,Rent,to,8,E30000093,43,0.0159
E30000173,2011,Rent,to,9,E30000108,38,0.0141
E30000173,2011,Rent,to,10,E30000239,37,0.0137
E30000174,2011,Rent,from,1,E30000264,142,0.2161
E30000174,2011,Rent,from,2,E30000124,122,0.1857
E30000174,2011,Rent,from,3,E30000234,63,0.0959
E30000174,2011,Rent,from,4,E30000231,60,0.0913
E30000174,2011,Rent,from,5,E30000108,40,0.0609
E30000174,2011,Rent,from,6,E30000249,27,0.0411
E30000174,2011,Rent,from,7,E30000225,18,0.0274
E30000174,2011,Rent,from,8,E30000211,13,0.0198
E30000174,2011,Rent,from,9,E30000203,13,0.0198
E30000174,2011,Rent,from,10,E30000230,12,0.0183
E30000174,2011,Rent,to,1,E30000231,153,0.1629
E30000174,2011,Rent,to,2,E30000264,111,0.1182
E30000174,2011,Rent,to,3,E30000124,80,0.0852
E30000174,2011,Rent,to,4,E30000054,56,0.0596
E30000174,2011,Rent,to,5,E30000230,51,0.0543
E30000174,2011,Rent,to,6,E30000108,42,0.0447
E30000174,2011,Rent,to,7,E30000234,40,0.0426
E30000174,2011,Rent,to,8,E30000224,39,0.0415
E30000174,2011,Rent,to,9,E30000249,27,0.0288
E30000174,2011,Rent,to,10,E30000239,24,0.0256
E30000175,2011,Rent,from,1,E30000046,2277,0.2519
E30000175,2011,Rent,from,2,E30000267,1434,0.1587
E30000175,2011,Rent,from,3,E30000234,805,0.0891
E30000175,2011,Rent,from,4,E30000280,293,0.0324
E30000175,2011,Rent,from,5,E30000266,270,0.0299
E30000175,2011,Rent,from,6,E30000195,243,0.0269
E30000175,2011,Rent,from,7,E30000254,164,0.0181
E30000175,2011,Rent,from,8,E30000230,152,0.0168
E30000175,2011,Rent,from,9,E30000164,137,0.0152
E30000175,2011,Rent,from,10,E30000250,133,0.0147
E30000175,2011,Rent,to,1,E30000046,1344,0.2663
E30000175,2011,Rent,to,2,E30000234,820,0.1625
E30000175,2011,Rent,to,3,E30000267,802,0.1589
E30000175,2011,Rent,to,4,E30000280,133,0.0264
E30000175,2011,Rent,to,5,E30000266,132,0.0262
E30000175,2011,Rent,to,6,E30000254,105,0.0208
E30000175,2011,Rent,to,7,E30000293,92,0.0182
E30000175,2011,Rent,to,8,E30000206,86,0.017
E30000175,2011,Rent,to,9,E30000250,72,0.0143
E30000175,2011,Rent,to,10,E30000257,66,0.0131
E30000179,2011,Rent,from,1,E30000234,1380,0.2185
E30000179,2011,Rent,from,2,E30000196,714,0.113
E30000179,2011,Rent,from,3,E30000292,670,0.1061
E30000179,2011,Rent,from,4,E30000204,631,0.0999
E30000179,2011,Rent,from,5,E30000230,221,0.035
E30000179,2011,Rent,from,6,E30000266,150,0.0237
E30000179,2011,Rent,from,7,E30000191,126,0.0199
E30000179,2011,Rent,from,8,E30000165,123,0.0195
E30000179,2011,Rent,from,9,E30000237,115,0.0182
E30000179,2011,Rent,from,10,E30000212,105,0.0166
E30000179,2011,Rent,to,1,E30000204,1013,0.2174
E30000179,2011,Rent,to,2,E30000234,932,0.2
E30000179,2011,Rent,to,3,E30000292,825,0.177
E30000179,2011,Rent,to,4,E30000196,526,0.1129
E30000179,2011,Rent,to,5,E30000266,114,0.0245
E30000179,2011,Rent,to,6,E30000191,103,0.0221
E30000179,2011,Rent,to,7,E30000230,90,0.0193
E30000179,2011,Rent,to,8,E30000239,70,0.015
E30000179,2011,Rent,to,9,E30000212,68,0.0146
E30000179,2011,Rent,to,10,E30000061,56,0.012
E30000180,2011,Rent,from,1,E30000285,864,0.1028
E30000180,2011,Rent,from,2,E30000165,759,0.0903
E30000180,2011,Rent,from,3,E30000234,584,0.0695
E30000180,2011,Rent,from,4,E30000209,483,0.0575
E30000180,2011,Rent,from,5,E30000293,417,0.0496
E30000180,2011,Rent,from,6,E30000280,415,0.0494
E30000180,2011,Rent,from,7,W22000024,345,0.041
E30000180,2011,Rent,from,8,K01000013,268,0.0319
E30000180,2011,Rent,from,9,E30000276,218,0.0259
E30000180,2011,Rent,from,10,E30000250,212,0.0252
E30000180,2011,Rent,to,1,E30000234,751,0.1281
E30000180,2011,Rent,to,2,E30000285,540,0.0921
E30000180,2011,Rent,to,3,E30000165,424,0.0723
E30000180,2011,Rent,to,4,E30000280,297,0.0506
E30000180,2011,Rent,to,5,E30000209,266,0.0454
E30000180,2011,Rent,to,6,E30000293,261,0.0445
E30000180,2011,Rent,to,7,E30000169,259,0.0442
E30000180,2011,Rent,to,8,E30000239,165,0.0281
E30000180,2011,Rent,to,9,W22000024,164,0.028
E30000180,2011,Rent,to,10,K01000013,147,0.0251
E30000182,2011,Rent,from,1,E30000170,240,0.3015
E30000182,2011,Rent,from,2,E30000239,82,0.103
E30000182,2011,Rent,from,3,E30000029,68,0.0854
E30000182,2011,Rent,from,4,E30000018,43,0.054
E30000182,2011,Rent,from,5,E30000171,31,0.0389
E30000182,2011,Rent,from,6,E30000255,26,0.0327
E30000182,2011,Rent,from,7,E30000219,19,0.0239
E30000182,2011,Rent,from,8,W22000034,19,0.0239
E30000182,2011,Rent,from,9,E30000214,16,0.0201
E30000182,2011,Rent,from,10,E30000229,16,0.0201
E30000182,2011,Rent,to,1,E30000170,378,0.1875
E30000182,2011,Rent,to,2,E30000239,219,0.1086
E30000182,2011,Rent,to,3,E30000171,168,0.0833
E30000182,2011,Rent,to,4,E30000214,128,0.0635
E30000182,2011,Rent,to,5,E30000255,99,0.0491
E30000182,2011,Rent,to,6,E30000018,68,0.0337
E30000182,2011,Rent,to,7,E30000233,62,0.0308
E30000182,2011,Rent,to,8,E30000076,54,0.0268
E30000182,2011,Rent,to,9,E30000229,50,0.0248
E30000182,2011,Rent,to,10,K01000010,46,0.0228
E30000183,2011,Rent,from,1,E30000200,731,0.2554
E30000183,2011,Rent,from,2,E30000230,469,0.1639
E30000183,2011,Rent,from,3,E30000288,314,0.1097
E30000183,2011,Rent,from,4,E30000169,274,0.0957
E30000183,2011,Rent,from,5,E30000249,121,0.0423
E30000183,2011,Rent,from,6,E30000273,87,0.0304
E30000183,2011,Rent,from,7,E30000212,50,0.0175
E30000183,2011,Rent,from,8,E30000202,43,0.015
E30000183,2011,Rent,from,9,E30000231,36,0.0126
E30000183,2011,Rent,from,10,E30000271,36,0.0126
E30000183,2011,Rent,to,1,E30000200,591,0.2496
E30000183,2011,Rent,to,2,E30000230,272,0.1149
E30000183,2011,Rent,to,3,E30000288,183,0.0773
E30000183,2011,Rent,to,4,E30000169,168,0.0709
E30000183,2011,Rent,to,5,E30000249,155,0.0655
E30000183,2011,Rent,to,6,E30000273,70,0.0296
E30000183,2011,Rent,to,7,E30000271,39,0.0165
E30000183,2011,Rent,to,8,E30000284,38,0.016
E30000183,2011,Rent,to,9,E30000257,37,0.0156
E30000183,2011,Rent,to,10,E30000197,34,0.0144
E30000184,2011,Rent,from,1,E30000186,742,0.2387
E30000184,2011,Rent,from,2,E30000222,601,0.1934
E30000184,2011,Rent,from,3,E30000135,217,0.0698
E30000184,2011,Rent,from,4,E30000248,197,0.0634
E30000184,2011,Rent,from,5,E30000234,175,0.0563
E30000184,2011,Rent,from,6,E30000225,148,0.0476
E30000184,2011,Rent,from,7,E30000108,105,0.0338
E30000184,2011,Rent,from,8,E30000188,67,0.0216
E30000184,2011,Rent,from,9,E30000287,47,0.0151
E30000184,2011,Rent,from,10,E30000243,45,0.0145
E30000184,2011,Rent,to,1,E30000222,675,0.2118
E30000184,2011,Rent,to,2,E30000186,647,0.203
E30000184,2011,Rent,to,3,E30000135,283,0.0888
E30000184,2011,Rent,to,4,E30000234,174,0.0546
E30000184,2011,Rent,to,5,E30000225,165,0.0518
E30000184,2011,Rent,to,6,E30000248,150,0.0471
E30000184,2011,Rent,to,7,E30000249,77,0.0242
E30000184,2011,Rent,to,8,E30000188,62,0.0195
E30000184,2011,Rent,to,9,E30000221,57,0.0179
E30000184,2011,Rent,to,10,K01000013,43,0.0135
E30000186,2011,Rent,from,1,E30000234,3580,0.3581
E30000186,2011,Rent,from,2,E30000184,647,0.0647
E30000186,2011,Rent,from,3,E30000272,590,0.059
E30000186,2011,Rent,from,4,E30000188,511,0.0511
E30000186,2011,Rent,from,5,E30000221,419,0.0419
E30000186,2011,Rent,from,6,E30000237,387,0.0387
E30000186,2011,Rent,from,7,E30000225,202,0.0202
E30000186,2011,Rent,from,8,E30000266,188,0.0188
E30000186,2011,Rent,from,9,E30000222,171,0.0171
E30000186,2011,Rent,from,10,E30000268,135,0.0135
E30000186,2011,Rent,to,1,E30000234,2615,0.2841
E30000186,2011,Rent,to,2,E30000221,765,0.0831
E30000186,2011,Rent,to,3,E30000184,742,0.0806
E30000186,2011,Rent,to,4,E30000272,584,0.0634
E30000186,2011,Rent,to,5,E30000188,474,0.0515
E30000186,2011,Rent,to,6,E30000237,389,0.0423
E30000186,2011,Rent,to,7,E30000222,204,0.0222
E30000186,2011,Rent,to,8,E30000266,178,0.0193
E30000186,2011,Rent,to,9,E30000287,164,0.0178
E30000186,2011,Rent,to,10,E30000248,151,0.0164
E30000187,2011,Rent,from,1,E30000241,493,0.2164
E30000187,2011,Rent,from,2,E30000234,457,0.2006
E30000187,2011,Rent,from,3,E30000242,386,0.1694
E30000187,2011,Rent,from,4,E30000160,132,0.0579
E30000187,2011,Rent,from,5,E30000208,93,0.0408
E30000187,2011,Rent,from,6,E30000204,37,0.0162
E30000187,2011,Rent,from,7,E30000196,34,0.0149
E30000187,2011,Rent,from,8,E30000261,29,0.0127
E30000187,2011,Rent,from,9,E30000293,29,0.0127
E30000187,2011,Rent,from,10,S22000065,29,0.0127
E30000187,2011,Rent,to,1,E30000241,716,0.2744
E30000187,2011,Rent,to,2,E30000242,488,0.187
E30000187,2011,Rent,to,3,E30000234,450,0.1725
E30000187,2011,Rent,to,4,E30000160,188,0.0721
E30000187,2011,Rent,to,5,E30000208,85,0.0326
E30000187,2011,Rent,to,6,E30000239,66,0.0253
E30000187,2011,Rent,to,7,E30000195,43,0.0165
E30000187,2011,Rent,to,8,E30000250,37,0.0142
E30000187,2011,Rent,to,9,E30000281,35,0.0134
E30000187,2011,Rent,to,10,E30000289,27,0.0103
E30000188,2011,Rent,from,1,E30000234,3193,0.4355
E30000188,2011,Rent,from,2,E30000268,1251,0.1706
E30000188,2011,Rent,from,3,E30000193,595,0.0812
E30000188,2011,Rent,from,4,E30000186,474,0.0647
E30000188,2011,Rent,from,5,E30000222,224,0.0306
E30000188,2011,Rent,from,6,E30000192,144,0.0196
E30000188,2011,Rent,from,7,E30000242,67,0.0091
E30000188,2011,Rent,from,8,E30000239,67,0.0091
E30000188,2011,Rent,from,9,E30000164,64,0.0087
E30000188,2011,Rent,from,10,E30000184,62,0.0085
E30000188,2011,Rent,to,1,E30000234,1304,0.2187
E30000188,2011,Rent,to,2,E30000268,957,0.1605
E30000188,2011,Rent,to,3,E30000193,942,0.158
E30000188,2011,Rent,to,4,E30000186,511,0.0857
E30000188,2011,Rent,to,5,E30000222,424,0.0711
E30000188,2011,Rent,to,6,E30000192,197,0.033
E30000188,2011,Rent,to,7,E30000266,76,0.0127
E30000188,2011,Rent,to,8,E30000237,69,0.0116
E30000188,2011,Rent,to,9,E30000248,68,0.0114
E30000188,2011,Rent,to,10,E30000184,67,0.0112
E30000189,2011,Rent,from,1,E30000209,549,0.2396
E30000189,2011,Rent,from,2,E30000276,191,0.0834
E30000189,2011,Rent,from,3,E30000234,148,0.0646
E30000189,2011,Rent,from,4,E30000169,102,0.0445
E30000189,2011,Rent,from,5,E30000205,87,0.038
E30000189,2011,Rent,from,6,E30000195,75,0.0327
E30000189,2011,Rent,from,7,K01000005,67,0.0292
E30000189,2011,Rent,from,8,E30000289,64,0.0279
E30000189,2011,Rent,from,9,E30000250,61,0.0266
E30000189,2011,Rent,from,10,E30000216,59,0.0258
E30000189,2011,Rent,to,1,E30000209,369,0.2355
E30000189,2011,Rent,to,2,E30000234,189,0.1206
E30000189,2011,Rent,to,3,E30000276,134,0.0855
E30000189,2011,Rent,to,4,E30000180,85,0.0542
E30000189,2011,Rent,to,5,E30000266,58,0.037
E30000189,2011,Rent,to,6,K01000013,53,0.0338
E30000189,2011,Rent,to,7,E30000239,45,0.0287
E30000189,2011,Rent,to,8,E30000169,38,0.0243
E30000189,2011,Rent,to,9,E30000289,34,0.0217
E30000189,2011,Rent,to,10,W22000024,32,0.0204
E30000190,2011,Rent,from,1,E30000261,617,0.323
E30000190,2011,Rent,from,2,E30000200,294,0.1539
E30000190,2011,Rent,from,3,E30000240,219,0.1147
E30000190,2011,Rent,from,4,E30000249,80,0.0419
E30000190,2011,Rent,from,5,E30000291,66,0.0346
E30000190,2011,Rent,from,6,E30000239,47,0.0246
E30000190,2011,Rent,from,7,E30000234,33,0.0173
E30000190,2011,Rent,from,8,E30000231,33,0.0173
E30000190,2011,Rent,from,9,E30000169,27,0.0141
E30000190,2011,Rent,from,10,E30000018,26,0.0136
E30000190,2011,Rent,to,1,E30000261,572,0.3026
E30000190,2011,Rent,to,2,E30000240,214,0.1132
E30000190,2011,Rent,to,3,E30000200,209,0.1106
E30000190,2011,Rent,to,4,E30000291,79,0.0418
E30000190,2011,Rent,to,5,E30000229,74,0.0392
E30000190,2011,Rent,to,6,E30000249,63,0.0333
E30000190,2011,Rent,to,7,E30000234,60,0.0317
E30000190,2011,Rent,to,8,E30000250,53,0.028
E30000190,2011,Rent,to,9,E30000230,35,0.0185
E30000190,2011,Rent,to,10,E30000179,27,0.0143
E30000191,2011,Rent,from,1,E30000254,523,0.176
E30000191,2011,Rent,from,2,E30000234,389,0.1309
E30000191,2011,Rent,from,3,E30000292,346,0.1165
E30000191,2011,Rent,from,4,E30000196,227,0.0764
E30000191,2011,Rent,from,5,E30000266,181,0.0609
E30000191,2011,Rent,from,6,E30000212,108,0.0364
E30000191,2011,Rent,from,7,E30000179,103,0.0347
E30000191,2011,Rent,from,8,E30000267,92,0.031
E30000191,2011,Rent,from,9,E30000061,63,0.0212
E30000191,2011,Rent,from,10,E30000164,56,0.0188
E30000191,2011,Rent,to,1,E30000254,544,0.2007
E30000191,2011,Rent,to,2,E30000292,432,0.1594
E30000191,2011,Rent,to,3,E30000234,273,0.1007
E30000191,2011,Rent,to,4,E30000196,162,0.0598
E30000191,2011,Rent,to,5,E30000179,126,0.0465
E30000191,2011,Rent,to,6,E30000212,118,0.0435
E30000191,2011,Rent,to,7,E30000267,94,0.0347
E30000191,2011,Rent,to,8,E30000257,79,0.0291
E30000191,2011,Rent,to,9,E30000266,65,0.024
E30000191,2011,Rent,to,10,E30000175,49,0.0181
E30000192,2011,Rent,from,1,E30000234,800,0.3605
E30000192,2011,Rent,from,2,E30000193,477,0.215
E30000192,2011,Rent,from,3,E30000188,197,0.0888
E30000192,2011,Rent,from,4,E30000222,182,0.082
E30000192,2011,Rent,from,5,E30000268,124,0.0559
E30000192,2011,Rent,from,6,S22000056,43,0.0194
E30000192,2011,Rent,from,7,E30000239,31,0.014
E30000192,2011,Rent,from,8,E30000266,26,0.0117
E30000192,2011,Rent,from,9,E30000241,23,0.0104
E30000192,2011,Rent,from,10,E30000167,22,0.0099
E30000192,2011,Rent,to,1,E30000193,1373,0.4617
E30000192,2011,Rent,to,2,E30000222,423,0.1422
E30000192,2011,Rent,to,3,E30000234,263,0.0884
E30000192,2011,Rent,to,4,E30000188,144,0.0484
E30000192,2011,Rent,to,5,E30000249,87,0.0293
E30000192,2011,Rent,to,6,E30000248,82,0.0276
E30000192,2011,Rent,to,7,E30000268,65,0.0219
E30000192,2011,Rent,to,8,E30000231,46,0.0155
E30000192,2011,Rent,to,9,E30000237,41,0.0138
E30000192,2011,Rent,to,10,E30000179,34,0.0114
E30000193,2011,Rent,from,1,E30000192,1373,0.2785
E30000193,2011,Rent,from,2,E30000188,942,0.1911
E30000193,2011,Rent,from,3,E30000234,849,0.1722
E30000193,2011,Rent,from,4,E30000222,445,0.0903
E30000193,2011,Rent,from,5,E30000268,295,0.0598
E30000193,2011,Rent,from,6,E30000186,65,0.0132
E30000193,2011,Rent,from,7,E30000239,58,0.0118
E30000193,2011,Rent,from,8,E30000200,46,0.0093
E30000193,2011,Rent,from,9,E30000208,38,0.0077
E30000193,2011,Rent,from,10,E30000285,33,0.0067
E30000193,2011,Rent,to,1,E30000222,604,0.1881
E30000193,2011,Rent,to,2,E30000188,595,0.1853
E30000193,2011,Rent,to,3,E30000192,477,0.1486
E30000193,2011,Rent,to,4,E30000234,472,0.147
E30000193,2011,Rent,to,5,E30000268,144,0.0448
E30000193,2011,Rent,to,6,E30000186,124,0.0386
E30000193,2011,Rent,to,7,E30000272,55,0.0171
E30000193,2011,Rent,to,8,E30000248,47,0.0146
E30000193,2011,Rent,to,9,E30000266,35,0.0109
E30000193,2011,Rent,to,10,E30000184,34,0.0106
E30000195,2011,Rent,from,1,E30000169,1368,0.2363
E30000195,2011,Rent,from,2,E30000228,657,0.1135
E30000195,2011,Rent,from,3,E30000234,390,0.0674
E30000195,2011,Rent,from,4,E30000230,364,0.0629
E30000195,2011,Rent,from,5,E30000247,296,0.0511
E30000195,2011,Rent,from,6,E30000243,134,0.0231
E30000195,2011,Rent,from,7,E30000233,126,0.0218
E30000195,2011,Rent,from,8,E30000239,117,0.0202
E30000195,2011,Rent,from,9,E30000224,107,0.0185
E30000195,2011,Rent,from,10,E30000288,81,0.014
E30000195,2011,Rent,to,1,E30000169,1199,0.1761
E30000195,2011,Rent,to,2,E30000228,915,0.1344
E30000195,2011,Rent,to,3,E30000230,893,0.1312
E30000195,2011,Rent,to,4,E30000234,568,0.0834
E30000195,2011,Rent,to,5,E30000175,243,0.0357
E30000195,2011,Rent,to,6,E30000247,202,0.0297
E30000195,2011,Rent,to,7,E30000239,133,0.0195
E30000195,2011,Rent,to,8,E30000200,122,0.0179
E30000195,2011,Rent,to,9,E30000046,120,0.0176
E30000195,2011,Rent,to,10,E30000249,110,0.0162
E30000196,2011,Rent,from,1,E30000234,2908,0.3855
E30000196,2011,Rent,from,2,E30000179,526,0.0697
E30000196,2011,Rent,from,3,E30000266,501,0.0664
E30000196,2011,Rent,from,4,E30000204,420,0.0557
