unit_cd,unit_nm,year,market,index,value
E30000278,Telford,2025,Rent,enq,42410.0
E30000279,Torquay and Paignton,2025,Rent,enq,17514.0
E30000280,Trowbridge,2025,Rent,enq,78279.0
E30000281,Tunbridge Wells,2025,Rent,enq,34122.0
E30000283,Wakefield and Castleford,2025,Rent,enq,44124.0
E30000284,Warrington and Wigan,2025,Rent,enq,149878.0
E30000285,Weston-super-Mare,2025,Rent,enq,31279.0
E30000287,Wisbech,2025,Rent,enq,18651.0
E30000288,Wolverhampton and Walsall,2025,Rent,enq,121456.0
E30000289,Worcester and Kidderminster,2025,Rent,enq,39020.0
E30000291,Worksop and Retford,2025,Rent,enq,14426.0
E30000292,Worthing,2025,Rent,enq,31987.0
E30000293,Yeovil,2025,Rent,enq,88751.0
E30000294,York,2025,Rent,enq,51000.0
K01000005,Cinderford and Ross-on-Wye,2025,Rent,enq,6658.0
K01000010,Carlisle,2025,Rent,enq,32037.0
K01000011,Chester,2025,Rent,enq,120693.0
K01000013,Newport,2025,Rent,enq,35659.0
S22000013,Western Isles,2025,Rent,enq,801.0
S22000035,Orkney Islands,2025,Rent,enq,506.0
S22000039,Shetland Islands,2025,Rent,enq,508.0
S22000047,Aberdeen,2025,Rent,enq,39158.0
S22000051,Ayr,2025,Rent,enq,15267.0
S22000054,Dumbarton and Helensburgh,2025,Rent,enq,15530.0
S22000055,Dumfries,2025,Rent,enq,7668.0
S22000056,Dundee,2025,Rent,enq,18060.0
S22000057,Dunfermline and Kirkcaldy,2025,Rent,enq,27769.0
S22000059,Edinburgh,2025,Rent,enq,224013.0
S22000060,Elgin,2025,Rent,enq,2767.0
S22000061,Falkirk and Stirling,2025,Rent,enq,39877.0
S22000063,Galashiels and Peebles,2025,Rent,enq,9419.0
S22000065,Glasgow,2025,Rent,enq,364441.0
S22000068,Inverness,2025,Rent,enq,17355.0
S22000069,Kilmarnock and Irvine,2025,Rent,enq,36531.0
S22000070,Livingston,2025,Rent,enq,19014.0
S22000071,Motherwell and Airdrie,2025,Rent,enq,85602.0
S22000074,Perth,2025,Rent,enq,8739.0
S22000085,Greenock,2025,Rent,enq,9605.0
W22000003,Bridgend,2025,Rent,enq,7932.0
W22000009,Haverfordwest and Milford Haven,2025,Rent,enq,3450.0
W22000015,Newtown and Welshpool,2025,Rent,enq,7082.0
W22000021,Aberystwyth,2025,Rent,enq,2829.0
W22000022,Bangor and Holyhead,2025,Rent,enq,12812.0
W22000024,Cardiff,2025,Rent,enq,156401.0
W22000026,Colwyn Bay,2025,Rent,enq,14284.0
W22000028,Llanelli,2025,Rent,enq,4234.0
W22000029,Merthyr Tydfil,2025,Rent,enq,8793.0
W22000031,Rhyl,2025,Rent,enq,15042.0
W22000032,Swansea,2025,Rent,enq,15249.0
W22000034,Wrexham,2025,Rent,enq,32601.0
E30000004,Barnsley,2010,Rent,hhi,0.1005
E30000018,Bradford,2010,Rent,hhi,0.0943
E30000029,Halifax,2010,Rent,hhi,0.116
E30000046,Dorchester and Weymouth,2010,Rent,hhi,0.1727
E30000054,Grantham,2010,Rent,hhi,0.0613
E30000061,Hastings,2010,Rent,hhi,0.083
E30000070,Isle of Wight,2010,Rent,hhi,0.0445
E30000076,Lancaster and Morecambe,2010,Rent,hhi,0.0612
E30000093,Middlesbrough and Stockton,2010,Rent,hhi,0.055
E30000108,Peterborough,2010,Rent,hhi,0.0905
E30000124,Spalding,2010,Rent,hhi,0.0591
E30000135,Thetford and Mildenhall,2010,Rent,hhi,0.2122
E30000159,Andover,2010,Rent,hhi,0.155
E30000160,Ashford,2010,Rent,hhi,0.133
E30000162,Barnstaple,2010,Rent,hhi,0.0454
E30000163,Barrow-in-Furness,2010,Rent,hhi,0.064
E30000164,Basingstoke,2010,Rent,hhi,0.1044
E30000165,Bath,2010,Rent,hhi,0.1568
E30000166,Bedford,2010,Rent,hhi,0.0809
E30000167,Bideford,2010,Rent,hhi,0.0585
E30000168,Birkenhead,2010,Rent,hhi,0.126
E30000169,Birmingham,2010,Rent,hhi,0.0622
E30000170,Blackburn,2010,Rent,hhi,0.1143
E30000171,Blackpool,2010,Rent,hhi,0.0936
E30000173,Blyth and Ashington,2010,Rent,hhi,0.2584
E30000174,Boston,2010,Rent,hhi,0.0964
E30000175,Bournemouth,2010,Rent,hhi,0.1293
E30000179,Brighton,2010,Rent,hhi,0.1298
E30000180,Bristol,2010,Rent,hhi,0.0456
E30000182,Burnley,2010,Rent,hhi,0.0828
E30000183,Burton upon Trent,2010,Rent,hhi,0.0961
E30000184,Bury St Edmunds,2010,Rent,hhi,0.109
E30000186,Cambridge,2010,Rent,hhi,0.0841
E30000187,Canterbury,2010,Rent,hhi,0.1481
E30000188,Chelmsford,2010,Rent,hhi,0.1308
E30000189,Cheltenham,2010,Rent,hhi,0.112
E30000190,Chesterfield,2010,Rent,hhi,0.1553
E30000191,Chichester and Bognor Regis,2010,Rent,hhi,0.1046
E30000192,Clacton,2010,Rent,hhi,0.1738
E30000193,Colchester,2010,Rent,hhi,0.112
E30000195,Coventry,2010,Rent,hhi,0.0788
E30000196,Crawley,2010,Rent,hhi,0.1343
E30000197,Crewe,2010,Rent,hhi,0.1472
E30000198,Cromer and Sheringham,2010,Rent,hhi,0.264
E30000199,Darlington,2010,Rent,hhi,0.0963
E30000200,Derby,2010,Rent,hhi,0.0845
E30000201,Doncaster,2010,Rent,hhi,0.0743
E30000202,Dudley,2010,Rent,hhi,0.2022
E30000203,Durham and Bishop Auckland,2010,Rent,hhi,0.0739
E30000204,Eastbourne,2010,Rent,hhi,0.0918
E30000205,Evesham,2010,Rent,hhi,0.1331
E30000206,Exeter,2010,Rent,hhi,0.0457
E30000208,Folkestone and Dover,2010,Rent,hhi,0.0984
E30000209,Gloucester,2010,Rent,hhi,0.0609
E30000210,Great Yarmouth,2010,Rent,hhi,0.1605
E30000211,Grimsby,2010,Rent,hhi,0.0661
E30000212,Guildford and Aldershot,2010,Rent,hhi,0.0577
E30000214,Harrogate,2010,Rent,hhi,0.0508
E30000215,Hartlepool,2010,Rent,hhi,0.1736
E30000216,Hereford,2010,Rent,hhi,0.0741
E30000218,High Wycombe and Aylesbury,2010,Rent,hhi,0.0974
E30000219,Huddersfield,2010,Rent,hhi,0.0837
E30000220,Hull,2010,Rent,hhi,0.0383
E30000221,Huntingdon,2010,Rent,hhi,0.0813
E30000222,Ipswich,2010,Rent,hhi,0.0767
E30000224,Kettering and Wellingborough,2010,Rent,hhi,0.0664
E30000225,King's Lynn,2010,Rent,hhi,0.0621
E30000226,Kingsbridge and Dartmouth,2010,Rent,hhi,0.1751
E30000228,Leamington Spa,2010,Rent,hhi,0.0938
E30000229,Leeds,2010,Rent,hhi,0.0571
E30000230,Leicester,2010,Rent,hhi,0.0379
E30000231,Lincoln,2010,Rent,hhi,0.035
E30000233,Liverpool,2010,Rent,hhi,0.1036
E30000234,London,2010,Rent,hhi,0.0567
E30000237,Luton,2010,Rent,hhi,0.1043
E30000239,Manchester,2010,Rent,hhi,0.0452
E30000240,Mansfield,2010,Rent,hhi,0.1445
E30000241,Margate and Ramsgate,2010,Rent,hhi,0.0976
E30000242,Medway,2010,Rent,hhi,0.1152
E30000243,Milton Keynes,2010,Rent,hhi,0.0753
E30000244,Newbury,2010,Rent,hhi,0.0962
E30000245,Newcastle,2010,Rent,hhi,0.0799
E30000247,Northampton,2010,Rent,hhi,0.0644
E30000248,Norwich,2010,Rent,hhi,0.0847
E30000249,Nottingham,2010,Rent,hhi,0.0634
E30000250,Oxford,2010,Rent,hhi,0.045
E30000252,Penzance,2010,Rent,hhi,1.0
E30000253,Plymouth,2010,Rent,hhi,0.0597
E30000254,Portsmouth,2010,Rent,hhi,0.1093
E30000255,Preston,2010,Rent,hhi,0.0979
E30000256,Reading,2010,Rent,hhi,0.0792
E30000257,Redruth and Truro,2010,Rent,hhi,0.0626
E30000260,Scunthorpe,2010,Rent,hhi,0.0592
E30000261,Sheffield,2010,Rent,hhi,0.0488
E30000262,Shrewsbury,2010,Rent,hhi,0.0425
E30000264,Skegness and Louth,2010,Rent,hhi,0.0889
E30000266,Slough and Heathrow,2010,Rent,hhi,0.2144
E30000267,Southampton,2010,Rent,hhi,0.0814
E30000268,Southend,2010,Rent,hhi,0.1491
E30000271,Stafford,2010,Rent,hhi,0.0876
E30000272,Stevenage and Welwyn Garden City,2010,Rent,hhi,0.1563
E30000273,Stoke-on-Trent,2010,Rent,hhi,0.0511
E30000275,Sunderland,2010,Rent,hhi,0.2716
E30000276,Swindon,2010,Rent,hhi,0.036
E30000278,Telford,2010,Rent,hhi,0.1012
E30000279,Torquay and Paignton,2010,Rent,hhi,0.0824
E30000280,Trowbridge,2010,Rent,hhi,0.0547
E30000281,Tunbridge Wells,2010,Rent,hhi,0.1945
E30000283,Wakefield and Castleford,2010,Rent,hhi,0.1011
E30000284,Warrington and Wigan,2010,Rent,hhi,0.1101
E30000285,Weston-super-Mare,2010,Rent,hhi,0.1405
E30000287,Wisbech,2010,Rent,hhi,0.117
E30000288,Wolverhampton and Walsall,2010,Rent,hhi,0.0707
E30000289,Worcester and Kidderminster,2010,Rent,hhi,0.058
E30000291,Worksop and Retford,2010,Rent,hhi,0.0824
E30000292,Worthing,2010,Rent,hhi,0.1686
E30000293,Yeovil,2010,Rent,hhi,0.0469
E30000294,York,2010,Rent,hhi,0.1001
K01000005,Cinderford and Ross-on-Wye,2010,Rent,hhi,0.1054
K01000010,Carlisle,2010,Rent,hhi,0.037
K01000011,Chester,2010,Rent,hhi,0.0627
K01000013,Newport,2010,Rent,hhi,0.1491
S22000013,Western Isles,2010,Rent,hhi,0.1821
S22000035,Orkney Islands,2010,Rent,hhi,0.0771
S22000039,Shetland Islands,2010,Rent,hhi,0.106
S22000047,Aberdeen,2010,Rent,hhi,0.0348
S22000051,Ayr,2010,Rent,hhi,0.2422
S22000054,Dumbarton and Helensburgh,2010,Rent,hhi,0.1947
S22000055,Dumfries,2010,Rent,hhi,0.047
S22000056,Dundee,2010,Rent,hhi,0.0709
S22000057,Dunfermline and Kirkcaldy,2010,Rent,hhi,0.0439
S22000059,Edinburgh,2010,Rent,hhi,0.0512
S22000060,Elgin,2010,Rent,hhi,0.0296
S22000061,Falkirk and Stirling,2010,Rent,hhi,0.0637
S22000063,Galashiels and Peebles,2010,Rent,hhi,0.0491
S22000065,Glasgow,2010,Rent,hhi,0.1186
S22000068,Inverness,2010,Rent,hhi,0.0344
S22000069,Kilmarnock and Irvine,2010,Rent,hhi,0.1999
S22000070,Livingston,2010,Rent,hhi,0.0795
S22000071,Motherwell and Airdrie,2010,Rent,hhi,0.2332
S22000074,Perth,2010,Rent,hhi,0.0839
S22000085,Greenock,2010,Rent,hhi,0.2473
W22000003,Bridgend,2010,Rent,hhi,0.2114
W22000009,Haverfordwest and Milford Haven,2010,Rent,hhi,0.1081
W22000015,Newtown and Welshpool,2010,Rent,hhi,0.0623
W22000021,Aberystwyth,2010,Rent,hhi,0.0326
W22000022,Bangor and Holyhead,2010,Rent,hhi,0.0588
W22000024,Cardiff,2010,Rent,hhi,0.068
W22000026,Colwyn Bay,2010,Rent,hhi,0.0985
W22000028,Llanelli,2010,Rent,hhi,0.1065
W22000029,Merthyr Tydfil,2010,Rent,hhi,0.2566
W22000031,Rhyl,2010,Rent,hhi,0.1225
W22000032,Swansea,2010,Rent,hhi,0.0787
W22000034,Wrexham,2010,Rent,hhi,0.2173
E30000004,Barnsley,2011,Rent,hhi,0.0961
E30000018,Bradford,2011,Rent,hhi,0.0942
E30000029,Halifax,2011,Rent,hhi,0.1063
E30000046,Dorchester and Weymouth,2011,Rent,hhi,0.1898
E30000054,Grantham,2011,Rent,hhi,0.0555
E30000061,Hastings,2011,Rent,hhi,0.0939
E30000070,Isle of Wight,2011,Rent,hhi,0.0823
E30000076,Lancaster and Morecambe,2011,Rent,hhi,0.0692
E30000093,Middlesbrough and Stockton,2011,Rent,hhi,0.0514
E30000108,Peterborough,2011,Rent,hhi,0.091
E30000124,Spalding,2011,Rent,hhi,0.0694
E30000135,Thetford and Mildenhall,2011,Rent,hhi,0.2338
E30000159,Andover,2011,Rent,hhi,0.1163
E30000160,Ashford,2011,Rent,hhi,0.0959
E30000162,Barnstaple,2011,Rent,hhi,0.0722
E30000163,Barrow-in-Furness,2011,Rent,hhi,0.0577
E30000164,Basingstoke,2011,Rent,hhi,0.0821
E30000165,Bath,2011,Rent,hhi,0.1258
E30000166,Bedford,2011,Rent,hhi,0.0816
E30000167,Bideford,2011,Rent,hhi,0.0563
E30000168,Birkenhead,2011,Rent,hhi,0.1479
E30000169,Birmingham,2011,Rent,hhi,0.0667
E30000170,Blackburn,2011,Rent,hhi,0.1121
E30000171,Blackpool,2011,Rent,hhi,0.0892
E30000173,Blyth and Ashington,2011,Rent,hhi,0.2206
E30000174,Boston,2011,Rent,hhi,0.0652
E30000175,Bournemouth,2011,Rent,hhi,0.127
E30000179,Brighton,2011,Rent,hhi,0.1343
E30000180,Bristol,2011,Rent,hhi,0.045
E30000182,Burnley,2011,Rent,hhi,0.0676
E30000183,Burton upon Trent,2011,Rent,hhi,0.0949
E30000184,Bury St Edmunds,2011,Rent,hhi,0.1049
E30000186,Cambridge,2011,Rent,hhi,0.1062
E30000187,Canterbury,2011,Rent,hhi,0.1485
E30000188,Chelmsford,2011,Rent,hhi,0.1137
E30000189,Cheltenham,2011,Rent,hhi,0.0884
E30000190,Chesterfield,2011,Rent,hhi,0.1252
E30000191,Chichester and Bognor Regis,2011,Rent,hhi,0.0881
E30000192,Clacton,2011,Rent,hhi,0.2468
E30000193,Colchester,2011,Rent,hhi,0.1183
E30000195,Coventry,2011,Rent,hhi,0.0786
E30000196,Crawley,2011,Rent,hhi,0.1297
E30000197,Crewe,2011,Rent,hhi,0.1374
E30000198,Cromer and Sheringham,2011,Rent,hhi,0.2833
E30000199,Darlington,2011,Rent,hhi,0.1337
E30000200,Derby,2011,Rent,hhi,0.0894
E30000201,Doncaster,2011,Rent,hhi,0.0683
E30000202,Dudley,2011,Rent,hhi,0.1962
E30000203,Durham and Bishop Auckland,2011,Rent,hhi,0.0837
E30000204,Eastbourne,2011,Rent,hhi,0.0698
E30000205,Evesham,2011,Rent,hhi,0.1415
E30000206,Exeter,2011,Rent,hhi,0.0483
E30000208,Folkestone and Dover,2011,Rent,hhi,0.0995
E30000209,Gloucester,2011,Rent,hhi,0.0646
E30000210,Great Yarmouth,2011,Rent,hhi,0.2102
E30000211,Grimsby,2011,Rent,hhi,0.0645
E30000212,Guildford and Aldershot,2011,Rent,hhi,0.0932
E30000214,Harrogate,2011,Rent,hhi,0.0544
E30000215,Hartlepool,2011,Rent,hhi,0.1481
E30000216,Hereford,2011,Rent,hhi,0.0486
E30000218,High Wycombe and Aylesbury,2011,Rent,hhi,0.0943
E30000219,Huddersfield,2011,Rent,hhi,0.0873
E30000220,Hull,2011,Rent,hhi,0.0388
E30000221,Huntingdon,2011,Rent,hhi,0.0748
E30000222,Ipswich,2011,Rent,hhi,0.0788
E30000224,Kettering and Wellingborough,2011,Rent,hhi,0.0382
E30000225,King's Lynn,2011,Rent,hhi,0.067
E30000226,Kingsbridge and Dartmouth,2011,Rent,hhi,0.1311
E30000228,Leamington Spa,2011,Rent,hhi,0.0923
E30000229,Leeds,2011,Rent,hhi,0.0571
E30000230,Leicester,2011,Rent,hhi,0.0442
E30000231,Lincoln,2011,Rent,hhi,0.0318
E30000233,Liverpool,2011,Rent,hhi,0.0976
E30000234,London,2011,Rent,hhi,0.0645
E30000237,Luton,2011,Rent,hhi,0.0912
E30000239,Manchester,2011,Rent,hhi,0.047
E30000240,Mansfield,2011,Rent,hhi,0.1139
E30000241,Margate and Ramsgate,2011,Rent,hhi,0.0798
E30000242,Medway,2011,Rent,hhi,0.1122
E30000243,Milton Keynes,2011,Rent,hhi,0.092
E30000244,Newbury,2011,Rent,hhi,0.1193
E30000245,Newcastle,2011,Rent,hhi,0.0705
E30000247,Northampton,2011,Rent,hhi,0.0588
E30000248,Norwich,2011,Rent,hhi,0.0778
E30000249,Nottingham,2011,Rent,hhi,0.0673
E30000250,Oxford,2011,Rent,hhi,0.0551
E30000252,Penzance,2011,Rent,hhi,0.34
E30000253,Plymouth,2011,Rent,hhi,0.0403
E30000254,Portsmouth,2011,Rent,hhi,0.0926
E30000255,Preston,2011,Rent,hhi,0.1139
E30000256,Reading,2011,Rent,hhi,0.0751
E30000257,Redruth and Truro,2011,Rent,hhi,0.0446
E30000260,Scunthorpe,2011,Rent,hhi,0.0607
E30000261,Sheffield,2011,Rent,hhi,0.0622
E30000262,Shrewsbury,2011,Rent,hhi,0.0483
E30000264,Skegness and Louth,2011,Rent,hhi,0.1038
E30000266,Slough and Heathrow,2011,Rent,hhi,0.2435
E30000267,Southampton,2011,Rent,hhi,0.079
E30000268,Southend,2011,Rent,hhi,0.164
E30000271,Stafford,2011,Rent,hhi,0.0768
E30000272,Stevenage and Welwyn Garden City,2011,Rent,hhi,0.1424
E30000273,Stoke-on-Trent,2011,Rent,hhi,0.0516
E30000275,Sunderland,2011,Rent,hhi,0.2135
E30000276,Swindon,2011,Rent,hhi,0.0614
E30000278,Telford,2011,Rent,hhi,0.0948
E30000279,Torquay and Paignton,2011,Rent,hhi,0.0669
E30000280,Trowbridge,2011,Rent,hhi,0.0608
E30000281,Tunbridge Wells,2011,Rent,hhi,0.1649
E30000283,Wakefield and Castleford,2011,Rent,hhi,0.1302
E30000284,Warrington and Wigan,2011,Rent,hhi,0.1261
E30000285,Weston-super-Mare,2011,Rent,hhi,0.1682
E30000287,Wisbech,2011,Rent,hhi,0.1458
E30000288,Wolverhampton and Walsall,2011,Rent,hhi,0.0639
E30000289,Worcester and Kidderminster,2011,Rent,hhi,0.0525
E30000291,Worksop and Retford,2011,Rent,hhi,0.0737
E30000292,Worthing,2011,Rent,hhi,0.1473
E30000293,Yeovil,2011,Rent,hhi,0.05
E30000294,York,2011,Rent,hhi,0.0929
K01000005,Cinderford and Ross-on-Wye,2011,Rent,hhi,0.0835
K01000010,Carlisle,2011,Rent,hhi,0.0331
K01000011,Chester,2011,Rent,hhi,0.0664
K01000013,Newport,2011,Rent,hhi,0.1673
S22000013,Western Isles,2011,Rent,hhi,0.122
S22000035,Orkney Islands,2011,Rent,hhi,0.0811
S22000039,Shetland Islands,2011,Rent,hhi,0.1055
S22000047,Aberdeen,2011,Rent,hhi,0.0404
S22000051,Ayr,2011,Rent,hhi,0.254
S22000054,Dumbarton and Helensburgh,2011,Rent,hhi,0.2303
S22000055,Dumfries,2011,Rent,hhi,0.0595
S22000056,Dundee,2011,Rent,hhi,0.048
S22000057,Dunfermline and Kirkcaldy,2011,Rent,hhi,0.0432
S22000059,Edinburgh,2011,Rent,hhi,0.0513
S22000060,Elgin,2011,Rent,hhi,0.0354
S22000061,Falkirk and Stirling,2011,Rent,hhi,0.0798
S22000063,Galashiels and Peebles,2011,Rent,hhi,0.0401
S22000065,Glasgow,2011,Rent,hhi,0.1105
S22000068,Inverness,2011,Rent,hhi,0.0602
S22000069,Kilmarnock and Irvine,2011,Rent,hhi,0.1725
S22000070,Livingston,2011,Rent,hhi,0.0843
S22000071,Motherwell and Airdrie,2011,Rent,hhi,0.2697
S22000074,Perth,2011,Rent,hhi,0.0516
S22000085,Greenock,2011,Rent,hhi,0.2686
W22000003,Bridgend,2011,Rent,hhi,0.1853
W22000009,Haverfordwest and Milford Haven,2011,Rent,hhi,0.0494
W22000015,Newtown and Welshpool,2011,Rent,hhi,0.0537
W22000021,Aberystwyth,2011,Rent,hhi,0.0328
W22000022,Bangor and Holyhead,2011,Rent,hhi,0.0725
W22000024,Cardiff,2011,Rent,hhi,0.0709
W22000026,Colwyn Bay,2011,Rent,hhi,0.0798
W22000028,Llanelli,2011,Rent,hhi,0.068
W22000029,Merthyr Tydfil,2011,Rent,hhi,0.2637
W22000031,Rhyl,2011,Rent,hhi,0.1276
W22000032,Swansea,2011,Rent,hhi,0.1176
W22000034,Wrexham,2011,Rent,hhi,0.1083
E30000004,Barnsley,2012,Rent,hhi,0.1103
E30000018,Bradford,2012,Rent,hhi,0.1084
E30000029,Halifax,2012,Rent,hhi,0.1229
E30000046,Dorchester and Weymouth,2012,Rent,hhi,0.234
E30000054,Grantham,2012,Rent,hhi,0.0611
E30000061,Hastings,2012,Rent,hhi,0.1155
E30000070,Isle of Wight,2012,Rent,hhi,0.0525
E30000076,Lancaster and Morecambe,2012,Rent,hhi,0.0675
E30000093,Middlesbrough and Stockton,2012,Rent,hhi,0.0504
E30000108,Peterborough,2012,Rent,hhi,0.0944
E30000124,Spalding,2012,Rent,hhi,0.0755
E30000135,Thetford and Mildenhall,2012,Rent,hhi,0.2067
E30000159,Andover,2012,Rent,hhi,0.1814
E30000160,Ashford,2012,Rent,hhi,0.1148
E30000162,Barnstaple,2012,Rent,hhi,0.0729
E30000163,Barrow-in-Furness,2012,Rent,hhi,0.0649
E30000164,Basingstoke,2012,Rent,hhi,0.0758
E30000165,Bath,2012,Rent,hhi,0.111
E30000166,Bedford,2012,Rent,hhi,0.0614
E30000167,Bideford,2012,Rent,hhi,0.0759
E30000168,Birkenhead,2012,Rent,hhi,0.1763
E30000169,Birmingham,2012,Rent,hhi,0.0708
E30000170,Blackburn,2012,Rent,hhi,0.1038
E30000171,Blackpool,2012,Rent,hhi,0.0689
E30000173,Blyth and Ashington,2012,Rent,hhi,0.1929
E30000174,Boston,2012,Rent,hhi,0.1104
E30000175,Bournemouth,2012,Rent,hhi,0.1136
E30000179,Brighton,2012,Rent,hhi,0.1255
E30000180,Bristol,2012,Rent,hhi,0.0508
E30000182,Burnley,2012,Rent,hhi,0.0878
E30000183,Burton upon Trent,2012,Rent,hhi,0.1029
E30000184,Bury St Edmunds,2012,Rent,hhi,0.1201
E30000186,Cambridge,2012,Rent,hhi,0.1136
E30000187,Canterbury,2012,Rent,hhi,0.1411
E30000188,Chelmsford,2012,Rent,hhi,0.1201
E30000189,Cheltenham,2012,Rent,hhi,0.0866
E30000190,Chesterfield,2012,Rent,hhi,0.1266
E30000191,Chichester and Bognor Regis,2012,Rent,hhi,0.0882
E30000192,Clacton,2012,Rent,hhi,0.1729
E30000193,Colchester,2012,Rent,hhi,0.1094
E30000195,Coventry,2012,Rent,hhi,0.0784
E30000196,Crawley,2012,Rent,hhi,0.1137
E30000197,Crewe,2012,Rent,hhi,0.1273
E30000198,Cromer and Sheringham,2012,Rent,hhi,0.2381
E30000199,Darlington,2012,Rent,hhi,0.1121
E30000200,Derby,2012,Rent,hhi,0.09
E30000201,Doncaster,2012,Rent,hhi,0.0695
E30000202,Dudley,2012,Rent,hhi,0.1743
E30000203,Durham and Bishop Auckland,2012,Rent,hhi,0.0903
E30000204,Eastbourne,2012,Rent,hhi,0.0882
E30000205,Evesham,2012,Rent,hhi,0.1846
E30000206,Exeter,2012,Rent,hhi,0.045
E30000208,Folkestone and Dover,2012,Rent,hhi,0.1004
E30000209,Gloucester,2012,Rent,hhi,0.0754
E30000210,Great Yarmouth,2012,Rent,hhi,0.1713
E30000211,Grimsby,2012,Rent,hhi,0.0636
E30000212,Guildford and Aldershot,2012,Rent,hhi,0.0965
E30000214,Harrogate,2012,Rent,hhi,0.0542
E30000215,Hartlepool,2012,Rent,hhi,0.1148
E30000216,Hereford,2012,Rent,hhi,0.038
E30000218,High Wycombe and Aylesbury,2012,Rent,hhi,0.0953
E30000219,Huddersfield,2012,Rent,hhi,0.0775
E30000220,Hull,2012,Rent,hhi,0.0382
E30000221,Huntingdon,2012,Rent,hhi,0.0648
E30000222,Ipswich,2012,Rent,hhi,0.0791
E30000224,Kettering and Wellingborough,2012,Rent,hhi,0.0561
E30000225,King's Lynn,2012,Rent,hhi,0.0582
E30000226,Kingsbridge and Dartmouth,2012,Rent,hhi,0.1213
E30000228,Leamington Spa,2012,Rent,hhi,0.1035
E30000229,Leeds,2012,Rent,hhi,0.0608
E30000230,Leicester,2012,Rent,hhi,0.0367
E30000231,Lincoln,2012,Rent,hhi,0.0422
E30000233,Liverpool,2012,Rent,hhi,0.104
E30000234,London,2012,Rent,hhi,0.0652
E30000237,Luton,2012,Rent,hhi,0.1063
E30000239,Manchester,2012,Rent,hhi,0.0482
E30000240,Mansfield,2012,Rent,hhi,0.1156
E30000241,Margate and Ramsgate,2012,Rent,hhi,0.0674
E30000242,Medway,2012,Rent,hhi,0.1215
E30000243,Milton Keynes,2012,Rent,hhi,0.0846
E30000244,Newbury,2012,Rent,hhi,0.1472
E30000245,Newcastle,2012,Rent,hhi,0.0637
E30000247,Northampton,2012,Rent,hhi,0.0663
E30000248,Norwich,2012,Rent,hhi,0.0771
E30000249,Nottingham,2012,Rent,hhi,0.0698
E30000250,Oxford,2012,Rent,hhi,0.055
E30000252,Penzance,2012,Rent,hhi,0.2521
E30000253,Plymouth,2012,Rent,hhi,0.0488
E30000254,Portsmouth,2012,Rent,hhi,0.0804
E30000255,Preston,2012,Rent,hhi,0.0972
E30000256,Reading,2012,Rent,hhi,0.0849
E30000257,Redruth and Truro,2012,Rent,hhi,0.0543
E30000260,Scunthorpe,2012,Rent,hhi,0.0483
E30000261,Sheffield,2012,Rent,hhi,0.0519
E30000262,Shrewsbury,2012,Rent,hhi,0.0505
E30000264,Skegness and Louth,2012,Rent,hhi,0.1065
E30000266,Slough and Heathrow,2012,Rent,hhi,0.2459
E30000267,Southampton,2012,Rent,hhi,0.0871
E30000268,Southend,2012,Rent,hhi,0.1676
E30000271,Stafford,2012,Rent,hhi,0.0803
E30000272,Stevenage and Welwyn Garden City,2012,Rent,hhi,0.1401
E30000273,Stoke-on-Trent,2012,Rent,hhi,0.0501
E30000275,Sunderland,2012,Rent,hhi,0.2089
E30000276,Swindon,2012,Rent,hhi,0.0504
E30000278,Telford,2012,Rent,hhi,0.1787
E30000279,Torquay and Paignton,2012,Rent,hhi,0.0847
E30000280,Trowbridge,2012,Rent,hhi,0.0511
E30000281,Tunbridge Wells,2012,Rent,hhi,0.1905
E30000283,Wakefield and Castleford,2012,Rent,hhi,0.1186
E30000284,Warrington and Wigan,2012,Rent,hhi,0.1177
E30000285,Weston-super-Mare,2012,Rent,hhi,0.1417
E30000287,Wisbech,2012,Rent,hhi,0.1292
E30000288,Wolverhampton and Walsall,2012,Rent,hhi,0.0883
E30000289,Worcester and Kidderminster,2012,Rent,hhi,0.0509
E30000291,Worksop and Retford,2012,Rent,hhi,0.079
E30000292,Worthing,2012,Rent,hhi,0.1369
E30000293,Yeovil,2012,Rent,hhi,0.0404
E30000294,York,2012,Rent,hhi,0.0945
K01000005,Cinderford and Ross-on-Wye,2012,Rent,hhi,0.1125
K01000010,Carlisle,2012,Rent,hhi,0.0292
K01000011,Chester,2012,Rent,hhi,0.0652
K01000013,Newport,2012,Rent,hhi,0.1126
S22000013,Western Isles,2012,Rent,hhi,0.1962
S22000035,Orkney Islands,2012,Rent,hhi,0.081
S22000039,Shetland Islands,2012,Rent,hhi,0.0682
S22000047,Aberdeen,2012,Rent,hhi,0.0539
S22000051,Ayr,2012,Rent,hhi,0.2169
S22000054,Dumbarton and Helensburgh,2012,Rent,hhi,0.2243
S22000055,Dumfries,2012,Rent,hhi,0.0595
S22000056,Dundee,2012,Rent,hhi,0.0473
S22000057,Dunfermline and Kirkcaldy,2012,Rent,hhi,0.0438
S22000059,Edinburgh,2012,Rent,hhi,0.0545
S22000060,Elgin,2012,Rent,hhi,0.0462
S22000061,Falkirk and Stirling,2012,Rent,hhi,0.0764
S22000063,Galashiels and Peebles,2012,Rent,hhi,0.0472
S22000065,Glasgow,2012,Rent,hhi,0.1261
S22000068,Inverness,2012,Rent,hhi,0.0646
S22000069,Kilmarnock and Irvine,2012,Rent,hhi,0.2052
